district,candidate_1,party_1,votes_1,percent_1,winner_1,incumbent_1,flipped,candidate_2,party_2,votes_2,percent_2,winner_2,incumbent_2,total_votes,margin,house_turnout
MI 06,Dingell,D,281162.0,62.02,True,True,False,Smiley,R,158658.0,35.0,False,False,439820.0,-27.020000000000003,76.94878187464462
MI 07,Barrett,R,226722.0,50.28,True,False,False,Hertel,D,209959.0,46.56,False,False,436681.0,3.719999999999999,73.47079211252439
MI 08,McDonald Rivet,D,217490.0,51.25,True,False,False,Junge,R,189317.0,44.61,False,False,406807.0,-6.640000000000001,68.12475927321444
MI 09,McClain,R,312593.0,66.76,True,True,False,St. Mosley,D,138138.0,29.5,False,False,450731.0,37.260000000000005,75.56134851050275
MI 10,James,R,217437.0,51.13,True,True,False,Marlinga,D,191363.0,44.99,False,False,408800.0,6.140000000000001,69.9970035529301
MI 11,Stevens,D,260780.0,58.22,True,True,False,Somberg,R,177432.0,39.61,False,False,438212.0,-18.61,75.46986540829595
MI 12,Tlaib,D,253354.0,69.7,True,True,False,Hooper,R,92490.0,25.44,False,False,345844.0,-44.260000000000005,61.54738706032051
MI 13,Thanedar,D,220788.0,68.65,True,True,False,Bivings,R,78917.0,24.54,False,False,299705.0,-44.11000000000001,54.14088679739507
MN 01,Finstad,R,220929.0,58.55,True,True,False,Bohman,D,156375.0,41.45,False,False,377304.0,17.099999999999994,71.28223536301978
MN 02,Craig,D,231751.0,55.59,True,True,False,Teirab,R,175621.0,42.13,False,False,407372.0,-13.46,78.30161842155844
MN 03,Morrison,D,240209.0,58.5,True,False,False,Jude,R,170427.0,41.5,False,False,410636.0,-17.0,80.66712503683333
MN 04,McCollum,D,242802.0,67.37,True,True,False,Xiong,R,117618.0,32.63,False,False,360420.0,-34.74,70.63111790470032
MN 05,Omar,D,261066.0,75.17,True,True,False,Al-Aqidi,R,86213.0,24.83,False,False,347279.0,-50.34,66.22848588292506
MN 06,Emmer,R,260095.0,62.53,True,True,False,Hendricks,D,155836.0,37.47,False,False,415931.0,25.060000000000002,79.01649933033806
MN 07,Fischbach,R,275098.0,70.52,True,True,False,Peters,D,114979.0,29.48,False,False,390077.0,41.03999999999999,72.89251410845759
MN 08,Stauber,R,244498.0,58.04,True,True,False,Schultz,D,176724.0,41.96,False,False,421222.0,16.08,74.81142715058299
MO 01,Bell,D,233312.0,75.93,True,False,False,Jones,R,56453.0,18.37,False,False,289765.0,-57.56,50.65821678321678
MO 02,Wagner,R,233444.0,54.49,True,True,False,Hartmann,D,182056.0,42.5,False,False,415500.0,11.990000000000002,71.98607056540683
MO 03,Onder,R,240620.0,61.31,True,False,False,Mann,D,138532.0,35.3,False,False,379152.0,26.010000000000005,63.52816989904914
MO 04,Alford,R,259886.0,71.07,True,True,False,Cass,D,96568.0,26.41,False,False,356454.0,44.66,60.60133119118659
MO 05,Cleaver,D,199900.0,60.22,True,True,False,Smith,R,120957.0,36.44,False,False,320857.0,-23.78,56.5078107113295
MO 06,Graves,R,265210.0,70.69,True,True,False,May,D,100999.0,26.92,False,False,366209.0,43.769999999999996,62.65713088037778
MO 07,Burlison,R,263231.0,71.56,True,True,False,Hesketh,D,96655.0,26.27,False,False,359886.0,45.290000000000006,61.461190333874136
MO 08,Smith,R,271249.0,76.18,True,True,False,McCallian,D,77649.0,21.81,False,False,348898.0,54.370000000000005,59.02920177308564
MS 01,Kelly,R,223589.0,69.81,True,True,False,Black,D,96697.0,30.19,False,False,320286.0,39.620000000000005,57.42774151904181
MS 02,Thompson,D,177885.0,62.02,True,True,False,Eller,R,108956.0,37.98,False,False,286841.0,-24.040000000000006,52.405886598032325
MS 03,Guest,R,263239.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,263239.0,100.0,47.26056786865232
MS 04,Ezell,R,215095.0,73.95,True,True,False,Raybon,D,75771.0,26.05,False,False,290866.0,47.900000000000006,51.93015657638678
MT 01,Zinke,R,168529.0,52.29,True,True,False,Tranel,D,143783.0,44.62,False,False,312312.0,7.670000000000002,70.94855688956031
MT 02,Downing,R,181832.0,65.99,True,False,False,Driscoll,D,93713.0,34.01,False,False,275545.0,31.979999999999997,65.69276067184016
NC 01,Davis,D,186341.0,49.52,True,True,False,Buckhout,R,180034.0,47.84,False,False,366375.0,-1.6799999999999997,64.05661284541615
NC 02,Ross,D,268662.0,66.25,True,True,False,Swain,R,128164.0,31.61,False,False,396826.0,-34.64,75.2711994612999
NC 03,Murphy,R,248276.0,77.38,True,True,False,Cormos,LB,72565.0,22.62,False,False,320841.0,54.75999999999999,56.817694821006405
NC 04,Foushee,D,308064.0,71.85,True,True,False,Blankenburg,R,112084.0,26.14,False,False,420148.0,-45.709999999999994,76.62879133305368
NC 05,Foxx,R,238304.0,59.47,True,True,False,Hubbard,D,162390.0,40.53,False,False,400694.0,18.939999999999998,70.19743872742244
NC 06,McDowell,R,233303.0,69.16,True,False,False,Hayes,CS,104017.0,30.84,False,False,337320.0,38.31999999999999,61.17463570333965
NC 07,Rouzer,R,254022.0,58.59,True,True,False,Pridgen,D,179512.0,41.41,False,False,433534.0,17.180000000000007,73.54391083818216
NC 08,Harris,R,238640.0,59.61,True,False,False,Dues,D,161709.0,40.39,False,False,400349.0,19.22,72.49547298276113
NC 09,Hudson,R,210042.0,56.3,True,True,False,Bristow,D,140852.0,37.75,False,False,350894.0,18.549999999999997,64.09842354273606
NC 10,Harrigan,R,233814.0,57.49,True,False,False,Scott,D,155383.0,38.21,False,False,389197.0,19.28,67.66584083105141
NC 11,Edwards,R,245546.0,56.77,True,True,False,Rudow,D,186977.0,43.23,False,False,432523.0,13.540000000000006,72.62093050588491
NC 12,Adams,D,259627.0,74.02,True,True,False,Ali,R,91128.0,25.98,False,False,350755.0,-48.03999999999999,68.20643455095234
NC 13,Knott,R,243655.0,58.64,True,False,False,Pierce,D,171835.0,41.36,False,False,415490.0,17.28,76.40563079837071
NC 14,Moore,R,232987.0,58.06,True,False,False,Genant,D,168269.0,41.94,False,False,401256.0,16.120000000000005,75.47513354901814
ND 01,Fedorchak,R,249101.0,69.52,True,False,False,Hammer,D,109231.0,30.48,False,False,358332.0,39.03999999999999,62.13113474992847
NE 01,Flood,R,187559.0,60.1,True,True,False,Blood,D,124498.0,39.9,False,False,312057.0,20.200000000000003,65.4536873898817
NE 02,Bacon,R,160198.0,50.93,True,True,False,Vargas,D,154369.0,49.07,False,False,314567.0,1.8599999999999994,69.34669267991579
NE 03,Smith,R,243481.0,80.42,True,True,False,Ebers,D,59287.0,19.58,False,False,302768.0,60.84,63.652857638414396
NH 01,Pappas,D,218577.0,54.03,True,True,False,Prescott,R,185936.0,45.97,False,False,404513.0,-8.060000000000002,73.18058470222158
NH 02,Goodlander,D,211641.0,52.98,True,False,False,Tang Williams,R,187810.0,47.02,False,False,399451.0,-5.959999999999994,73.06184039653942
NJ 01,Norcross,D,208808.0,57.83,True,True,False,Liddell,R,144390.0,39.99,False,False,353198.0,-17.839999999999996,61.668121660788486
NJ 02,Van Drew,R,215946.0,58.11,True,True,False,Salerno,D,153117.0,41.2,False,False,369063.0,16.909999999999997,63.666129018346176
NJ 03,Conaway,D,202034.0,53.24,True,False,False,Mohan,R,169454.0,44.65,False,False,371488.0,-8.590000000000003,64.47765338887443
NJ 04,Smith,R,265652.0,67.39,True,True,False,Jenkins,D,124803.0,31.66,False,False,390455.0,35.730000000000004,69.25478232336222
NJ 05,Gottheimer,D,208359.0,54.56,True,True,False,Guinchard,R,165287.0,43.28,False,False,373646.0,-11.280000000000001,67.80311209907907
NJ 06,Pallone,D,170275.0,56.07,True,True,False,Fegler,R,122519.0,40.34,False,False,292794.0,-15.729999999999997,56.57855072463768
NJ 07,Kean Jr.,R,223331.0,51.77,True,True,False,Altman,D,200025.0,46.37,False,False,423356.0,5.400000000000006,74.16433820631181
NJ 08,Menendez,D,116434.0,59.17,True,True,False,Valdes,R,68152.0,34.64,False,False,184586.0,-24.53,43.01300274968542
NJ 09,Pou,D,130514.0,50.78,True,False,False,Prempeh,R,117939.0,45.89,False,False,248453.0,-4.890000000000001,51.29987714607229
NJ 10,McIver,D,182020.0,74.42,True,True,False,Bucco,R,54405.0,22.24,False,False,236425.0,-52.18000000000001,47.43394257970026
NJ 11,Sherrill,D,222583.0,56.53,True,True,False,Belnome,R,164556.0,41.79,False,False,387139.0,-14.740000000000002,70.16756232611671
NJ 12,Watson Coleman,D,196871.0,61.2,True,True,False,Mayfield,R,117222.0,36.44,False,False,314093.0,-24.760000000000005,62.74894866697965
NM 01,Stansbury,D,193203.0,56.37,True,True,False,Jones,R,149546.0,43.63,False,False,342749.0,-12.739999999999995,62.87530382939692
NM 02,Vasquez,D,138177.0,52.08,True,True,False,Herrell,R,127145.0,47.92,False,False,265322.0,-4.159999999999997,53.721412879516485
NM 03,Leger Fernandez,D,162342.0,56.29,True,True,False,Clahchischilliage,R,126085.0,43.71,False,False,288427.0,-12.579999999999998,56.74122599937047
NV 01,Titus,D,167885.0,51.99,True,True,False,Robertson,R,143650.0,44.49,False,False,311535.0,-7.5,61.11225540679711
NV 02,Amodei,R,219919.0,55.04,True,True,False,Kidd,NF,144064.0,36.05,False,False,363983.0,18.990000000000002,63.44649066996697
NV 03,Lee,D,191304.0,51.37,True,True,False,Johnson,R,181084.0,48.63,False,False,372388.0,-2.739999999999995,65.61556217292478
NV 04,Horsford,D,174926.0,52.66,True,True,False,Lee,R,148061.0,44.57,False,False,322987.0,-8.089999999999996,60.45558768752749
NY 01,LaLota,R,226285.0,55.22,True,True,False,Avlon,D,183540.0,44.78,False,False,409825.0,10.439999999999998,69.87459826261903
NY 02,Garbarino,R,202597.0,59.77,True,True,False,Lubin,D,136371.0,40.23,False,False,338968.0,19.540000000000006,61.69392193799085
NY 03,Suozzi,D,187651.0,51.79,True,True,False,LiPetri,R,174693.0,48.21,False,False,362344.0,-3.5799999999999983,64.70544116859229
NY 04,Gillen,D,191760.0,51.15,True,False,False,D'Esposito,R,183157.0,48.85,False,True,374917.0,-2.299999999999997,68.06771968046478
NY 05,Meeks,D,168425.0,72.93,True,True,False,King,R,62529.0,27.07,False,False,230954.0,-45.86000000000001,44.32643033990365
NY 06,Meng,D,120205.0,60.7,True,True,False,Zmich,R,74559.0,37.65,False,False,194764.0,-23.050000000000004,44.81351096385265
NY 07,Velazquez,D,172795.0,78.11,True,True,False,Kregler,R,48435.0,21.89,False,False,221230.0,-56.22,45.22096398348391
NY 08,Jeffries,D,168036.0,75.39,True,True,False,Delaney,R,54863.0,24.61,False,False,222899.0,-50.78,42.95523308473531
NY 09,Clarke,D,173207.0,74.25,True,True,False,Raitport,R,60064.0,25.75,False,False,233271.0,-48.5,48.13979404420414
NY 10,Goldman,D,206206.0,82.32,True,True,False,Dodenhoff,R,37555.0,14.99,False,False,243761.0,-67.33,48.61995372586564
NY 11,Malliotakis,R,167099.0,64.1,True,True,False,Morse,D,93586.0,35.9,False,False,260685.0,28.199999999999996,51.13927278790792
NY 12,Nadler,D,260165.0,80.51,True,True,False,Zumbluskas,R,62989.0,19.49,False,False,323154.0,-61.02000000000001,58.95034477726294
NY 13,Espaillat,D,181800.0,83.54,True,True,False,Vargas,R,35822.0,16.46,False,False,217622.0,-67.08000000000001,42.63378032892868
NY 14,Ocasio-Cortez,D,132714.0,69.2,True,True,False,Forte,R,59078.0,30.8,False,False,191792.0,-38.400000000000006,43.59701763957083
NY 15,Torres,D,130392.0,76.48,True,True,False,Duran,R,36010.0,21.12,False,False,166402.0,-55.36,36.360895026658504
NY 16,Latimer,D,217668.0,71.58,True,False,False,Flisser,R,86408.0,28.42,False,False,304076.0,-43.16,58.27890217724624
NY 17,Lawler,R,197845.0,52.16,True,True,False,Jones,D,173899.0,45.85,False,False,371744.0,6.309999999999995,69.73119993997486
NY 18,Ryan,D,207106.0,57.17,True,True,False,Esposito,R,155129.0,42.83,False,False,362235.0,-14.340000000000003,63.32226204003146
NY 19,Riley,D,192647.0,51.11,True,False,False,Molinaro,R,184290.0,48.89,False,True,376937.0,-2.219999999999999,61.708481013694374
NY 20,Tonko,D,221997.0,61.13,True,True,False,Waltz,R,141151.0,38.87,False,False,363148.0,-22.260000000000005,60.175647908795646
NY 21,Stefanik,R,215996.0,61.99,True,True,False,Collins,D,132447.0,38.01,False,False,348443.0,23.980000000000004,57.24097711629129
NY 22,Mannion,D,194450.0,54.56,True,False,False,Williams,R,161939.0,45.44,False,True,356389.0,-9.120000000000005,60.729664562192745
NY 23,Langworthy,R,246969.0,65.79,True,True,False,Carle,D,128397.0,34.21,False,False,375366.0,31.580000000000005,61.903788116166695
NY 24,Tenney,R,235867.0,65.67,True,True,False,Wagenhauser,D,123317.0,34.33,False,False,359184.0,31.340000000000003,59.1293182211028
NY 25,Morelle,D,219175.0,60.82,True,True,False,Sadwick,R,141195.0,39.18,False,False,360370.0,-21.64,60.729181587617234
NY 26,Kennedy,D,209131.0,65.17,True,True,False,Marecki,R,111772.0,34.83,False,False,320903.0,-30.340000000000003,54.34520482988704
OH 01,Landsman,D,213916.0,54.58,True,True,False,Sonza,R,177993.0,45.42,False,False,391909.0,-9.159999999999997,67.34525896140495
OH 02,Taylor,R,268211.0,73.56,True,False,False,Meadows,D,96401.0,26.44,False,False,364612.0,47.120000000000005,60.115412517311874
OH 03,Beatty,D,242632.0,70.74,True,True,False,Young,R,100355.0,29.26,False,False,342987.0,-41.47999999999999,60.870498873054466
OH 04,Jordan,R,273297.0,68.46,True,True,False,Wilson,D,125905.0,31.54,False,False,399202.0,36.919999999999995,67.15033053541691
OH 05,Latta,R,255633.0,67.51,True,True,False,Mundy,D,123024.0,32.49,False,False,378657.0,35.02,62.809063313815585
OH 06,Rulli,R,245860.0,66.74,True,True,False,Kripchak,D,122515.0,33.26,False,False,368375.0,33.48,59.70227869436972
OH 07,Miller,R,204494.0,51.08,True,True,False,Diemer,D,144613.0,36.12,False,False,349107.0,14.96,58.05291339630172
OH 08,Davidson,R,237503.0,62.81,True,True,False,Enoch,D,140625.0,37.19,False,False,378128.0,25.620000000000005,65.80258944730613
OH 09,Kaptur,D,181098.0,48.27,True,True,False,Merrin,R,178716.0,47.63,False,False,359814.0,-0.6400000000000006,59.88316745997404
OH 10,Turner,R,213695.0,57.64,True,True,False,Cox,D,145420.0,39.22,False,False,359115.0,18.42,60.19460601082821
OH 11,Brown,D,236883.0,78.34,True,True,False,Rapoport,R,59394.0,19.64,False,False,296277.0,-58.7,49.91904164174452
OH 12,Balderson,R,260450.0,68.51,True,True,False,Christian,D,119738.0,31.49,False,False,380188.0,37.02000000000001,63.028514588859416
OH 13,Sykes,D,197466.0,51.11,True,True,False,Coughlin,R,188924.0,48.89,False,False,386390.0,-2.219999999999999,63.93374809716064
OH 14,Joyce,R,243427.0,63.42,True,True,False,Kenderes,D,140431.0,36.58,False,False,383858.0,26.840000000000003,62.15870908192925
OH 15,Carey,R,196338.0,56.46,True,True,False,Miller,D,151411.0,43.54,False,False,347749.0,12.920000000000002,61.32165970128198
OK 01,Hern,R,188832.0,60.43,True,True,False,Baker,D,107903.0,34.53,False,False,296735.0,25.9,52.99501723429715
OK 02,Brecheen,R,238123.0,74.18,True,True,False,Wade,D,68841.0,21.44,False,False,306964.0,52.74000000000001,50.831953368218855
OK 03,Lucas,R,0.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,0.0,100.0,0.0
OK 04,Cole,R,199962.0,65.25,True,True,False,Brannon,D,86641.0,28.27,False,False,286603.0,36.980000000000004,48.02731462086301
OK 05,Bice,R,207636.0,60.69,True,True,False,Horn,D,134471.0,39.31,False,False,342107.0,21.379999999999995,58.87484403906552
OR 01,Bonamici,D,241556.0,68.76,True,True,False,Todd,R,98908.0,28.15,False,False,340464.0,-40.61000000000001,65.46314544737879
OR 02,Bentz,R,224601.0,63.95,True,True,False,Ruby,D,115337.0,32.84,False,False,339938.0,31.11,63.35861927571618
OR 03,Dexter,D,226405.0,67.88,True,False,False,Harbour,R,84344.0,25.29,False,False,310749.0,-42.589999999999996,59.787592230954964
OR 04,Hoyle,D,195862.0,51.77,True,True,False,DeSpain,R,166430.0,43.99,False,False,362292.0,-7.780000000000001,64.1525671332572
OR 05,Bynum,D,191365.0,47.75,True,False,False,Chavez-DeRemer,R,180420.0,45.02,False,True,371785.0,-2.729999999999997,68.87330727478187
OR 06,Salinas,D,180869.0,53.43,True,True,False,Erickson,R,157634.0,46.57,False,False,338503.0,-6.859999999999999,66.63116972589933
PA 01,Fitzpatrick,R,261390.0,56.4,True,True,False,Ehasz,D,202042.0,43.6,False,False,463432.0,12.799999999999997,79.27470534904805
PA 02,Boyle,D,193691.0,71.46,True,True,False,Bashir,R,77355.0,28.54,False,False,271046.0,-42.919999999999995,52.7953407740704
PA 03,Evans,D,340223.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,340223.0,-100.0,58.51486851383657
PA 04,Dean,D,269066.0,59.07,True,True,False,Winkler,R,186457.0,40.93,False,False,455523.0,-18.14,78.02857191798421
PA 05,Scanlon,D,267754.0,65.29,True,True,False,Goodwin,R,142355.0,34.71,False,False,410109.0,-30.580000000000005,73.62223877783663
PA 06,Houlahan,D,235625.0,56.2,True,True,False,Young,R,183638.0,43.8,False,False,419263.0,-12.400000000000006,74.96678676477163
PA 07,Mackenzie,R,203688.0,50.5,True,False,False,Wild,D,199626.0,49.5,False,True,403314.0,1.0,69.72865034015958
PA 08,Bresnahan,R,195663.0,50.81,True,False,False,Cartwright,D,189411.0,49.19,False,True,385074.0,1.6200000000000045,65.35040602805284
PA 09,Meuser,R,276212.0,70.51,True,True,False,Waldman,D,115523.0,29.49,False,False,391735.0,41.02000000000001,64.96326760750236
PA 10,Perry,R,205567.0,50.63,True,True,False,Stelson,D,200434.0,49.37,False,False,406001.0,1.2600000000000051,69.75243102085696
PA 11,Smucker,R,253672.0,62.9,True,True,False,Atkinson,D,149641.0,37.1,False,False,403313.0,25.799999999999997,69.5319288324943
PA 12,Lee,D,234802.0,56.41,True,True,False,Hayes,R,181426.0,43.59,False,False,416228.0,-12.819999999999993,69.03707881009446
PA 13,Joyce,R,301460.0,74.2,True,True,False,Farnham,D,104823.0,25.8,False,False,406283.0,48.400000000000006,67.68957790125205
PA 14,Reschenthaler,R,268380.0,66.57,True,True,False,Dziados,D,134755.0,33.43,False,False,403135.0,33.13999999999999,65.65128530831929
PA 15,Thompson,R,279027.0,71.47,True,True,False,Womer,D,111408.0,28.53,False,False,390435.0,42.94,64.28024596843899
PA 16,Kelly,R,256923.0,63.65,True,True,False,Nouri,D,146709.0,36.35,False,False,403632.0,27.299999999999997,66.88684326088938
PA 17,Deluzio,D,242838.0,53.88,True,True,False,Mercuri,R,207900.0,46.12,False,False,450738.0,-7.760000000000005,76.21284366440094
RI 01,Amo,D,139352.0,63.18,True,True,False,Waters,R,70742.0,32.07,False,False,210094.0,-31.11,52.62348462077948
RI 02,Magaziner,D,153439.0,58.38,True,True,False,Corvi,R,109381.0,41.62,False,False,262820.0,-16.760000000000005,62.24790687209123
SC 01,Mace,R,227502.0,58.32,True,True,False,Moore,D,162582.0,41.68,False,False,390084.0,16.64,68.91517309000326
SC 02,Wilson,R,211514.0,59.67,True,True,False,Robinson,D,142985.0,40.33,False,False,354499.0,19.340000000000003,64.00863080728743
SC 03,Biggs,R,248451.0,71.79,True,False,False,Best,D,87735.0,25.35,False,False,336186.0,46.440000000000005,59.399968196194145
SC 04,Timmons,R,206916.0,59.86,True,True,False,Harvey,D,128976.0,37.31,False,False,335892.0,22.549999999999997,61.72329517264191
SC 05,Norman,R,228260.0,63.61,True,True,False,Hundley,D,130592.0,36.39,False,False,358852.0,27.22,64.61319625124914
SC 06,Clyburn,D,182056.0,59.56,True,True,False,Buckner,R,112360.0,36.76,False,False,294416.0,-22.800000000000004,51.818293820511464
SC 07,Fry,R,240326.0,64.98,True,True,False,Hyman,D,129522.0,35.02,False,False,369848.0,29.96,63.169509039514246
SD 01,Johnson,R,303630.0,72.04,True,True,False,Johnson,D,117818.0,27.96,False,False,421448.0,44.080000000000005,63.63112043845213
TN 01,Harshbarger,R,257825.0,78.08,True,True,False,Jenkins,D,64021.0,19.39,False,False,321846.0,58.69,52.86911097969643
TN 02,Burchett,R,250782.0,69.26,True,True,False,George,D,111316.0,30.74,False,False,362098.0,38.52000000000001,60.277835579268036
TN 03,Fleischmann,R,236519.0,67.51,True,True,False,Allen,D,102841.0,29.36,False,False,339360.0,38.150000000000006,56.81852428549902
TN 04,DesJarlais,R,219133.0,69.95,True,True,False,Broderick,D,83832.0,26.76,False,False,302965.0,43.19,52.74873553812538
TN 05,Ogles,R,205075.0,56.85,True,True,False,Abolfazli,D,142387.0,39.47,False,False,347462.0,17.380000000000003,63.63714617998004
TN 06,Rose,R,225543.0,68.0,True,True,False,Bergman,D,106144.0,32.0,False,False,331687.0,36.0,56.360469660668464
TN 07,Green,R,191992.0,59.5,True,True,False,Barry,D,122764.0,38.05,False,False,314756.0,21.450000000000003,54.18279782756513
TN 08,Kustoff,R,240411.0,72.34,True,True,False,Freeman,D,85043.0,25.59,False,False,325454.0,46.75,56.13889224294068
TN 09,Cohen,D,159522.0,71.31,True,True,False,Bergmann,R,57411.0,25.66,False,False,216933.0,-45.650000000000006,40.372772530591355
TX 01,Moran,R,258523.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,258523.0,100.0,46.7834489997195
TX 02,Crenshaw,R,214631.0,65.66,True,True,False,Filler,D,112252.0,34.34,False,False,326883.0,31.319999999999993,65.59437331942047
TX 03,Self,R,237794.0,62.45,True,True,False,Srivastava,D,142953.0,37.55,False,False,380747.0,24.900000000000006,70.60415005470358
TX 04,Fallon,R,241603.0,68.38,True,True,False,Cardell,D,111696.0,31.62,False,False,353299.0,36.75999999999999,65.52949577571896
TX 05,Gooden,R,192185.0,64.08,True,True,False,Torres,D,107712.0,35.92,False,False,299897.0,28.159999999999997,57.92928268575126
TX 06,Ellzey,R,188119.0,65.68,True,True,False,Love,D,98319.0,34.32,False,False,286438.0,31.360000000000007,57.90662178690198
TX 07,Fletcher,D,149820.0,61.28,True,True,False,Kane,R,94651.0,38.72,False,False,244471.0,-22.560000000000002,52.24911572040736
TX 08,Luttrell,R,233423.0,68.22,True,True,False,Jones,D,108754.0,31.78,False,False,342177.0,36.44,65.99809051719981
TX 09,Green,D,184141.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,184141.0,-100.0,41.34051748330246
TX 10,McCaul,R,221229.0,63.6,True,True,False,Boisseau,D,118280.0,34.01,False,False,339509.0,29.590000000000003,61.3136484717143
TX 11,Pfluger,R,211975.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,211975.0,100.0,40.61018248000383
TX 12,Goldman,R,215564.0,63.45,True,False,False,Hunt,D,124154.0,36.55,False,False,339718.0,26.900000000000006,61.24245101043788
TX 13,Jackson,R,240622.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,240622.0,100.0,44.16824986003653
TX 14,Weber,R,210320.0,68.69,True,True,False,Hart,D,95875.0,31.31,False,False,306195.0,37.379999999999995,55.75139062115929
TX 15,De La Cruz,R,127804.0,57.11,True,True,False,Vallejo,D,95965.0,42.89,False,False,223769.0,14.219999999999999,50.16173684977415
TX 16,Escobar,D,131391.0,59.54,True,True,False,Armendariz Jackson,R,89281.0,40.46,False,False,220672.0,-19.08,44.550951395548374
TX 17,Sessions,R,193101.0,66.35,True,True,False,Lorenzen,D,97941.0,33.65,False,False,291042.0,32.699999999999996,52.215613983153474
TX 18,Turner,D,151834.0,69.44,True,False,False,Centonze,R,66810.0,30.56,False,False,218644.0,-38.879999999999995,46.73328274785991
TX 19,Arrington,R,214950.0,80.69,True,True,False,Lewis,I,27461.0,10.31,False,False,242411.0,70.38,44.60594350906247
TX 20,Castro,D,157890.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,157890.0,-100.0,30.375436470146884
TX 21,Roy,R,263744.0,61.85,True,True,False,Hook,D,153765.0,36.06,False,False,417509.0,25.79,70.81164508442093
TX 22,Nehls,R,209285.0,62.12,True,True,False,Greene-Scott,D,127604.0,37.88,False,False,336889.0,24.239999999999995,65.5623777598303
TX 23,Gonzales,R,180720.0,62.3,True,True,False,Limon,D,109373.0,37.7,False,False,290093.0,24.599999999999994,57.53872701668088
TX 24,Van Duyne,R,227108.0,60.3,True,True,False,Eppler,D,149518.0,39.7,False,False,376626.0,20.599999999999994,72.11672682361727
TX 25,Williams,R,263042.0,100.0,True,True,False,NA,NA,0.0,0.0,NA,NA,263042.0,100.0,47.031414829515995
TX 26,Gill,R,241096.0,62.07,True,False,False,Lineberger,D,138558.0,35.67,False,False,379654.0,26.4,69.02925507736505
TX 27,Cloud,R,183980.0,66.04,True,True,False,Lloyd,D,94596.0,33.96,False,False,278576.0,32.080000000000005,50.745675953840404
TX 28,Cuellar,D,125490.0,52.81,True,True,False,Furman,R,112117.0,47.19,False,False,237607.0,-5.6200000000000045,50.08209765299778
TX 29,Garcia,D,99379.0,65.29,True,True,False,Garza,R,52830.0,34.71,False,False,152209.0,-30.580000000000005,39.02144514375809
TX 30,Crockett,D,197650.0,84.89,True,True,False,Jefferson,LB,35175.0,15.11,False,False,232825.0,-69.78,46.59575319711009
TX 31,Carter,R,229087.0,64.43,True,True,False,Whitlow,D,126470.0,35.57,False,False,355557.0,28.860000000000007,62.5842904290429
TX 32,Johnson,D,140536.0,60.45,True,False,False,Day,R,85941.0,36.97,False,False,226477.0,-23.480000000000004,48.234316930580256
TX 33,Veasey,D,114289.0,68.79,True,True,False,Gillespie,R,51864.0,31.21,False,False,166153.0,-37.580000000000005,42.31795838321066
TX 34,Gonzalez,D,102780.0,51.29,True,True,False,Flores,R,97603.0,48.71,False,False,200383.0,-2.5799999999999983,46.20686474582915
TX 35,Casar,D,170509.0,67.36,True,True,False,Wright,R,82610.0,32.64,False,False,253119.0,-34.72,47.3624235166439
TX 36,Babin,R,206009.0,69.36,True,True,False,Steele,D,91009.0,30.64,False,False,297018.0,38.72,56.80967044737295
TX 37,Doggett,D,252980.0,74.22,True,True,False,Garcia Sharon,R,80366.0,23.58,False,False,333346.0,-50.64,59.26256466781632
TX 38,Hunt,R,215030.0,62.75,True,True,False,McDonough,D,127640.0,37.25,False,False,342670.0,25.5,67.68589572654638
UT 01,Moore,R,230975.0,63.13,True,True,False,Campbell,D,117319.0,32.06,False,False,348294.0,31.07,60.275162674788874
UT 02,Maloy,R,205234.0,58.0,True,True,False,Woodward,D,121114.0,34.23,False,False,326348.0,23.770000000000003,57.89596934430883
UT 03,Kennedy,R,242496.0,66.39,True,False,False,Wright,D,122780.0,33.61,False,False,365276.0,32.78,64.86703426475941
UT 04,Owens,R,230627.0,63.42,True,True,False,Fallick-Wang,D,109838.0,30.2,False,False,340465.0,33.22,63.64605045472814
VA 01,Wittman,R,269657.0,56.4,True,True,False,Mehta,D,208445.0,43.6,False,False,478102.0,12.799999999999997,80.68823519484245
VA 02,Kiggans,R,207368.0,50.8,True,True,False,Cotter Smasal,D,191666.0,46.95,False,False,399034.0,3.8499999999999943,67.65065398536903
VA 03,Scott,D,219926.0,70.1,True,True,False,Sitka,R,93801.0,29.9,False,False,313727.0,-40.199999999999996,53.753512439174834
VA 04,McClellan,D,252885.0,67.49,True,True,False,Moher,R,121814.0,32.51,False,False,374699.0,-34.98,62.452955981132384
VA 05,McGuire,R,249564.0,57.53,True,False,False,Witt,D,184229.0,42.47,False,False,433793.0,15.060000000000002,69.6554105046807
VA 06,Cline,R,256933.0,63.2,True,True,False,Mitchell,D,141612.0,34.83,False,False,398545.0,28.370000000000005,66.41807834281857
VA 07,Vindman,D,203336.0,51.32,True,False,False,Anderson,R,192847.0,48.68,False,False,396183.0,-2.6400000000000006,72.27572493181673
