GEO_ID,NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,S1501_C01_023E,S1501_C01_024E,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,college_educated
Geography,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years!!Less than high school graduate,Population 18 to 24 years!!High school graduate (includes equivalency),Population 18 to 24 years!!Some college or associate's degree,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 years and over,Population 25 years and over!!Less than 9th grade,"Population 25 years and over!!9th to 12th grade, no diploma",Population 25 years and over!!High school graduate (includes equivalency),"Population 25 years and over!!Some college, no degree",Population 25 years and over!!Associate's degree,Population 25 years and over!!Bachelor's degree,Population 25 years and over!!Graduate or professional degree,Population 25 years and over!!High school graduate or higher,Population 25 years and over!!Bachelor's degree or higher,Population 25 to 34 years,Population 25 to 34 years!!High school graduate or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years,Population 35 to 44 years!!High school graduate or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years,Population 45 to 64 years!!High school graduate or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over,Population 65 years and over!!High school graduate or higher,Population 65 years and over!!Bachelor's degree or higher,Total-CollegeEducated
0500000US48105,"Crockett County, Texas",5,2,3,0,0,2209,401,355,563,602,45,150,93,1453,243,564,339,82,214,137,60,809,613,0,622,364,101,243
0500000US48107,"Crosby County, Texas",475,40,258,145,32,3297,314,397,1260,656,204,374,92,2586,466,520,452,78,721,583,80,1087,835,162,969,716,146,498
0500000US48109,"Culberson County, Texas",103,44,8,51,0,1607,288,141,765,150,1,248,14,1178,262,235,231,47,150,149,46,639,572,169,583,226,0,262
0500000US48111,"Dallam County, Texas",445,6,331,100,8,4396,668,179,2010,659,189,598,93,3549,691,973,835,188,1113,778,139,1621,1318,253,689,618,111,699
0500000US48113,"Dallas County, Texas",248650,39562,88865,84214,36009,1693339,172323,137876,380799,306262,105997,363144,226938,1383140,590082,428929,383862,177128,359127,286775,128035,606291,470161,188016,298992,242342,96903,626091
0500000US48115,"Dawson County, Texas",1332,335,505,421,71,8037,1083,1142,2822,1359,468,963,200,5812,1163,2007,1533,284,1726,1484,313,2641,1736,262,1663,1059,304,1234
0500000US48117,"Deaf Smith County, Texas",1958,301,906,724,27,10769,1640,1439,4413,1641,363,886,387,7690,1273,2447,2061,182,2133,1635,209,3728,2439,552,2461,1555,330,1300
0500000US48119,"Delta County, Texas",324,102,107,79,36,3752,148,229,1363,918,361,547,186,3375,733,719,687,139,640,579,147,1296,1207,271,1097,902,176,769
0500000US48121,"Denton County, Texas",84816,7136,24683,39124,13873,635931,19089,22816,106536,128766,50982,201939,105803,594026,307742,137293,130301,67984,147491,136921,78634,245096,229500,118121,106051,97304,43003,321615
0500000US48123,"DeWitt County, Texas",1536,350,806,328,52,13830,821,1195,5647,2850,1139,1506,672,11814,2178,2147,1946,278,2567,2209,458,5163,4435,838,3953,3224,604,2230
0500000US48125,"Dickens County, Texas",93,20,11,62,0,1193,70,109,425,271,90,165,63,1014,228,142,141,24,223,144,35,427,381,70,401,348,99,228
0500000US48127,"Dimmit County, Texas",924,154,464,284,22,5170,813,511,1868,1175,232,282,289,3846,571,749,566,54,1505,1185,265,1507,1227,115,1409,868,137,593
0500000US48129,"Donley County, Texas",479,69,93,300,17,2211,89,275,723,574,193,242,115,1847,357,243,205,61,320,276,58,766,688,108,882,678,130,374
0500000US48131,"Duval County, Texas",736,206,324,206,0,6542,849,880,2283,1670,404,280,176,4813,456,1557,1376,35,1221,962,39,2231,1497,200,1533,978,182,456
0500000US48133,"Eastland County, Texas",1845,257,586,899,103,12177,677,1153,4056,2737,849,1844,861,10347,2705,1823,1671,610,1947,1710,384,4497,3739,943,3910,3227,768,2808
0500000US48135,"Ector County, Texas",15632,2388,6787,5627,830,98069,9858,12084,29882,21979,7940,11234,5092,76127,16326,26286,22546,4805,22893,18357,4399,32852,23651,4781,16038,11573,2341,17156
0500000US48137,"Edwards County, Texas",246,113,132,1,0,922,151,48,209,227,48,202,37,723,239,54,34,0,234,223,68,319,259,90,315,207,81,239
0500000US48139,"Ellis County, Texas",18076,2472,7258,6953,1393,131896,7596,8698,35561,31236,11081,25022,12702,115602,37724,26279,24233,7625,28471,24885,9558,50749,43612,13743,26397,22872,6798,39117
0500000US48141,"El Paso County, Texas",94761,10063,34385,42110,8203,542719,62261,42769,135101,114793,50155,92832,44808,437689,137640,131277,121267,35811,110927,98301,34961,189329,149995,46996,111186,68126,19872,145843
0500000US48143,"Erath County, Texas",8573,377,2345,5027,824,25650,1481,1838,6739,5080,2177,5509,2826,22331,8335,5517,4942,1758,4700,4231,1864,9141,7721,3015,6292,5437,1698,9159
0500000US48145,"Falls County, Texas",1302,182,888,189,43,12157,740,1098,3988,3703,810,1190,628,10319,1818,1998,1678,219,2143,1916,468,4701,4071,673,3315,2654,458,1861
0500000US48147,"Fannin County, Texas",2869,496,1308,936,129,25860,1154,2268,9198,6377,1648,3486,1729,22438,5215,4679,3981,685,5019,4309,1017,9660,8549,1859,6502,5599,1654,5344
0500000US48149,"Fayette County, Texas",1660,219,588,714,139,18150,853,916,6632,3390,1430,3595,1334,16381,4929,2406,2081,718,2516,2203,705,6709,6085,1423,6519,6012,2083,5068
0500000US48151,"Fisher County, Texas",172,25,69,78,0,2727,150,114,995,678,293,334,163,2463,497,553,489,108,439,407,92,943,853,156,792,714,141,497
0500000US48153,"Floyd County, Texas",333,84,139,92,18,3584,408,503,1068,701,305,473,126,2673,599,698,593,186,609,494,81,1260,945,152,1017,641,180,617
0500000US48155,"Foard County, Texas",148,35,26,87,0,677,48,79,199,190,63,73,25,550,98,44,27,8,81,59,1,239,214,60,313,250,29,98
0500000US48157,"Fort Bend County, Texas",71366,7926,24301,27747,11392,556652,24023,20886,97943,98469,40947,164356,110028,511743,274384,99166,94475,44994,133472,126198,78266,219370,199946,108605,104644,91124,42519,285776
0500000US48159,"Franklin County, Texas",715,281,185,205,44,7427,267,410,2016,2011,546,1431,746,6750,2177,1111,1014,323,1210,1070,422,2783,2469,727,2323,2197,705,2221
0500000US48161,"Freestone County, Texas",1364,170,619,511,64,13942,602,1268,4916,3470,1471,1577,638,12072,2215,2349,2082,372,2691,2347,485,4945,4163,804,3957,3480,554,2279
0500000US48163,"Frio County, Texas",2019,626,997,354,42,11315,1450,1879,4607,1683,407,799,490,7986,1289,3110,2204,245,2506,1863,179,3478,2607,549,2221,1312,316,1331
0500000US48165,"Gaines County, Texas",2280,786,1052,439,3,11794,3751,1171,3618,1648,656,786,164,6872,950,2251,1310,97,2795,1825,188,4686,2569,407,2062,1168,258,953
0500000US48167,"Galveston County, Texas",29491,3311,10279,12891,3010,240596,10154,14277,55646,55404,22691,55058,27366,216165,82424,45738,41565,16877,48436,43309,17504,92106,83212,31474,54316,48079,16569,85434
0500000US48169,"Garza County, Texas",658,114,405,78,61,3748,592,605,1236,837,80,272,126,2551,398,850,601,123,743,471,0,1350,990,195,805,489,80,459
0500000US48171,"Gillespie County, Texas",1597,349,651,455,142,20328,1095,1084,5020,4323,1623,4526,2657,18149,7183,2487,2165,717,2954,2618,847,6810,6057,2340,8077,7309,3279,7325
0500000US48173,"Glasscock County, Texas",16,0,16,0,0,780,73,24,112,230,30,255,56,683,311,145,135,45,185,156,136,285,239,83,165,153,47,311
0500000US48175,"Goliad County, Texas",468,115,207,123,23,5200,464,367,1553,1143,686,685,302,4369,987,898,818,70,781,646,198,1788,1639,278,1733,1266,441,1010
0500000US48177,"Gonzales County, Texas",1601,356,840,333,72,13004,1454,1538,5081,2382,905,1170,474,10012,1644,2116,1710,179,2319,1712,340,4718,3397,498,3851,3193,627,1716
0500000US48179,"Gray County, Texas",1889,289,893,555,152,13929,1057,1066,5034,3373,1254,1682,463,11806,2145,2685,2375,309,2834,2380,475,4947,3977,721,3463,3074,640,2297
0500000US48181,"Grayson County, Texas",11694,1618,4762,4674,640,94534,3709,5305,29398,23613,10073,15142,7294,85520,22436,16978,15977,3486,16720,14687,3845,35815,31758,8838,25021,23098,6267,23076
0500000US48183,"Gregg County, Texas",11912,1292,4282,5668,670,80624,4448,6230,22805,21510,7605,12333,5693,69946,18026,16566,14680,3252,15659,13381,3728,28627,24029,6318,19772,17856,4728,18696
0500000US48185,"Grimes County, Texas",2550,562,977,892,119,20996,1524,2266,6460,4878,1782,2630,1456,17206,4086,3429,2928,534,3905,3383,925,8028,6317,1412,5634,4578,1215,4205
0500000US48187,"Guadalupe County, Texas",15294,1820,6982,5099,1393,119682,5769,7035,34243,24555,11071,24432,12577,106878,37009,22830,20778,6995,26480,23853,9148,44430,40191,13623,25942,22056,7243,38402
0500000US48189,"Hale County, Texas",3603,651,1199,1481,272,19972,2721,2248,6651,3850,1380,1927,1195,15003,3122,4269,3364,625,4074,3375,772,7106,5262,966,4523,3002,759,3394
0500000US48191,"Hall County, Texas",157,13,75,69,0,2054,143,200,710,436,199,265,101,1711,366,374,347,52,271,231,47,713,543,131,696,590,136,366
0500000US48193,"Hamilton County, Texas",630,52,448,103,27,5845,203,478,2074,1193,478,1074,345,5164,1419,810,741,145,960,821,227,1997,1743,527,2078,1859,520,1446
0500000US48195,"Hansford County, Texas",459,104,158,160,37,3227,446,373,699,523,205,753,228,2408,981,587,490,271,607,511,211,1315,791,311,718,616,188,1018
0500000US48197,"Hardeman County, Texas",322,98,111,113,0,2489,141,215,847,688,224,305,69,2133,374,343,285,42,399,359,57,979,858,67,768,631,208,374
0500000US48199,"Hardin County, Texas",4271,827,1664,1500,280,38683,1041,2864,14431,8942,3372,6111,1922,34778,8033,6934,6515,1583,7564,7042,2141,14230,12787,2978,9955,8434,1331,8313
0500000US48201,"Harris County, Texas",441296,77142,152381,161913,49860,3073858,314190,224309,698362,577470,222206,645298,392023,2535359,1037321,735345,645596,269138,691394,577563,254072,1103656,876630,341298,543463,435570,172813,1087181
0500000US48203,"Harrison County, Texas",6657,736,2975,2517,429,46005,1714,3276,14942,11507,4214,7031,3321,41015,10352,8321,7860,1738,8914,7932,2761,16836,14596,3441,11934,10627,2412,10781
0500000US48205,"Hartley County, Texas",109,19,58,7,25,4000,325,352,1396,762,242,575,348,3323,923,842,703,216,1021,766,102,1260,1017,277,877,837,328,948
0500000US48207,"Haskell County, Texas",543,313,109,104,17,3907,292,360,1368,820,188,522,357,3255,879,530,479,59,734,603,218,1403,1183,384,1240,990,218,896
0500000US48209,"Hays County, Texas",39285,2771,12157,19778,4579,159174,6793,6758,33812,34002,11151,43152,23506,145623,66658,35486,33243,13624,37879,34423,17724,55298,49909,22415,30511,28048,12895,71237
0500000US48211,"Hemphill County, Texas",326,30,136,136,24,2209,204,138,727,384,216,459,81,1867,540,304,291,82,421,383,68,849,707,279,635,486,111,564
0500000US48213,"Henderson County, Texas",6510,917,2727,2333,533,59212,2482,4907,19875,14532,5448,7857,4111,51823,11968,9310,8262,1538,9048,8049,1999,22127,18903,4274,18727,16609,4157,12501
0500000US48215,"Hidalgo County, Texas",97711,15119,33191,43178,6223,506571,90727,64544,127485,92477,28369,70640,32329,351300,102969,119928,100551,26950,108698,81383,24831,176449,115942,35250,101496,53424,15938,109192
0500000US48217,"Hill County, Texas",2999,421,1100,1338,140,25097,1260,2021,8575,5941,2669,3033,1598,21816,4631,4026,3726,649,4217,3447,967,9412,8192,1541,7442,6451,1474,4771
0500000US48219,"Hockley County, Texas",2065,266,659,1081,59,13695,1164,1590,3897,3268,1268,1742,766,10941,2508,2775,2182,596,2810,2405,632,4847,3935,757,3263,2419,523,2567
0500000US48221,"Hood County, Texas",4251,834,1657,1269,491,46666,1078,2534,13021,11482,3428,10532,4591,43054,15123,6539,5966,1707,7189,6554,2729,16636,15383,5046,16302,15151,5641,15614
0500000US48223,"Hopkins County, Texas",3018,504,1261,983,270,25219,1400,2475,8586,5794,1913,3405,1646,21344,5051,4501,3976,879,4294,3708,1112,9566,7990,1731,6858,5670,1329,5321
0500000US48225,"Houston County, Texas",1323,271,465,446,141,16304,891,1935,6155,3650,1142,1761,770,13478,2531,2568,2198,346,2959,2292,287,5952,4862,968,4825,4126,930,2672
0500000US48227,"Howard County, Texas",2903,546,1011,1256,90,22763,2224,2050,7548,5494,1955,2381,1111,18489,3492,4972,4266,500,5297,4273,980,8165,6537,1285,4329,3413,727,3582
0500000US48229,"Hudspeth County, Texas",545,143,298,104,0,2188,526,351,547,369,124,237,34,1311,271,655,387,107,449,243,8,714,443,77,370,238,79,271
0500000US48231,"Hunt County, Texas",10205,1107,3434,4579,1085,69177,3711,5754,23227,16466,4874,9967,5178,59712,15145,13714,12325,3006,12649,11009,3142,26432,22754,5376,16382,13624,3621,16230
0500000US48233,"Hutchinson County, Texas",1872,162,858,648,204,13401,788,1111,4292,3860,1212,1605,533,11502,2138,2538,2184,466,2588,2145,489,4726,4093,738,3549,3080,445,2342
0500000US48235,"Irion County, Texas",22,22,0,0,0,1067,59,56,277,348,91,205,31,952,236,166,166,66,140,130,21,450,370,54,311,286,95,236
0500000US48237,"Jack County, Texas",832,179,385,223,45,5873,450,710,1942,1445,412,659,255,4713,914,1126,907,101,1050,782,174,2193,1835,429,1504,1189,210,959
0500000US48239,"Jackson County, Texas",1111,91,507,490,23,10312,706,1049,3797,2223,902,1247,388,8557,1635,1586,1466,308,1782,1318,272,3973,3542,655,2971,2231,400,1658
0500000US48241,"Jasper County, Texas",2327,249,1509,490,79,22767,657,1998,10492,5095,1667,1947,911,20112,2858,3449,3120,329,3789,3393,562,8739,7661,1066,6790,5938,901,2937
0500000US48243,"Jeff Davis County, Texas",43,0,0,43,0,1403,152,35,191,505,93,265,162,1216,427,35,35,15,132,101,23,556,556,244,680,524,145,427
0500000US48245,"Jefferson County, Texas",21893,3032,8881,8539,1441,169482,12056,13563,54892,39134,16873,22507,10457,143863,32964,35898,31525,8499,34195,28526,6299,60967,50541,10158,38422,33271,8008,34405
0500000US48247,"Jim Hogg County, Texas",727,428,101,186,12,2406,212,299,985,421,33,331,125,1895,456,645,574,177,438,367,30,918,616,162,405,338,87,468
0500000US48249,"Jim Wells County, Texas",3527,767,1789,899,72,24708,1854,3284,9214,5135,1471,2804,946,19570,3750,4805,4243,748,5085,4513,913,8671,6554,1131,6147,4260,958,3822
0500000US48251,"Johnson County, Texas",16442,2226,7866,4952,1398,123479,6380,9768,42022,27149,9091,20283,8786,107331,29069,24356,22142,6251,26201,23162,6323,46423,39329,10893,26499,22698,5602,30467
0500000US48253,"Jones County, Texas",1872,507,975,361,29,14783,756,2040,5711,3195,1422,1285,374,11987,1659,3503,2740,276,3228,2538,247,4883,4200,590,3169,2509,546,1688
0500000US48255,"Karnes County, Texas",1340,295,650,266,129,10496,822,1574,3860,1752,807,1107,574,8100,1681,2495,1934,333,2581,2203,376,3214,2331,541,2206,1632,431,1810
0500000US48257,"Kaufman County, Texas",13373,2129,4806,4826,1612,101359,5333,8516,29435,23210,9224,18460,7181,87510,25641,22916,20999,6814,24336,21200,6994,36607,30806,8507,17500,14505,3326,27253
0500000US48259,"Kendall County, Texas",3745,386,1566,1364,429,32551,998,1099,5388,6626,2451,10276,5713,30454,15989,4233,4094,1847,6147,5759,3029,12823,11704,6505,9348,8897,4608,16418
0500000US48261,"Kenedy County, Texas",2,2,0,0,0,47,20,5,9,8,0,4,1,22,5,5,5,1,11,11,2,5,0,0,26,6,2,5
0500000US48263,"Kent County, Texas",35,8,10,4,13,565,18,39,142,154,60,81,71,508,152,42,42,12,74,64,17,207,197,49,242,205,74,165
0500000US48265,"Kerr County, Texas",4309,641,1551,1856,261,39070,1701,2082,11354,8405,3333,7637,4558,35287,12195,5444,4982,1398,5211,4561,1374,13188,11974,4221,15227,13770,5202,12456
0500000US48267,"Kimble County, Texas",280,26,222,23,9,3361,258,309,984,757,191,560,302,2794,862,387,355,124,589,407,71,1016,910,286,1369,1122,381,871
0500000US48269,"King County, Texas",0,0,0,0,0,154,29,2,39,28,0,49,7,123,56,43,43,43,15,15,7,53,25,6,43,40,0,56
0500000US48271,"Kinney County, Texas",315,67,115,133,0,2551,170,118,635,867,263,268,230,2263,498,471,371,25,285,238,0,967,887,290,828,767,183,498
0500000US48273,"Kleberg County, Texas",5908,334,1195,3706,673,17357,1649,1158,5697,3704,1031,2602,1516,14550,4118,4223,4039,1263,3567,3280,889,5523,4314,1100,4044,2917,866,4791
0500000US48275,"Knox County, Texas",154,18,55,64,17,2308,205,136,854,603,150,254,106,1967,360,353,336,84,457,419,54,879,699,92,619,513,130,377
0500000US48277,"Lamar County, Texas",3897,489,1721,1239,448,34339,1661,2449,11613,8078,3470,4733,2335,30229,7068,6498,5818,1243,5479,4904,1280,12614,11156,2290,9748,8351,2255,7516
0500000US48279,"Lamb County, Texas",1270,260,319,683,8,8091,966,863,2759,1602,748,802,351,6262,1153,1385,1075,187,1541,1371,168,2981,2306,535,2184,1510,263,1161
0500000US48281,"Lampasas County, Texas",1748,347,850,540,11,15684,675,850,4668,4542,1555,2367,1027,14159,3394,2041,1882,366,2801,2497,535,6283,5653,1321,4559,4127,1172,3405
0500000US48283,"La Salle County, Texas",832,280,324,228,0,4496,766,859,1896,512,99,176,188,2871,364,708,445,128,1089,678,43,1179,920,162,1520,828,31,364
0500000US48285,"Lavaca County, Texas",1384,191,601,406,186,14238,955,878,5358,2949,1122,2123,853,12405,2976,2178,1903,451,2304,1993,482,4939,4467,1231,4817,4042,812,3162
0500000US48287,"Lee County, Texas",1321,141,571,506,103,12604,1050,1068,4778,2430,921,1769,588,10486,2357,2146,1598,363,2320,1812,424,4453,3966,884,3685,3110,686,2460
0500000US48289,"Leon County, Texas",1042,256,441,337,8,11370,719,837,4350,2809,716,1232,707,9814,1939,1670,1507,315,1781,1513,453,4107,3636,612,3812,3158,559,1947
0500000US48291,"Liberty County, Texas",8713,2085,3882,2417,329,60529,5849,7420,23101,12891,4466,4950,1852,47260,6802,13782,11542,1792,12641,9660,1305,22405,17201,2387,11701,8857,1318,7131
0500000US48293,"Limestone County, Texas",1640,240,1001,352,47,15554,968,1279,4883,3852,1597,2097,878,13307,2975,2837,2616,274,2408,1980,568,5721,4640,910,4588,4071,1223,3022
0500000US48295,"Lipscomb County, Texas",220,43,73,90,14,1854,187,119,527,396,154,373,98,1548,471,288,256,90,380,344,53,625,471,134,561,477,194,485
0500000US48297,"Live Oak County, Texas",777,226,190,361,0,8323,851,1071,2448,2127,674,735,417,6401,1152,2158,1773,302,1141,844,130,2711,2125,382,2313,1659,338,1152
0500000US48299,"Llano County, Texas",1101,173,650,179,99,17478,629,783,4800,4282,1206,4004,1774,16066,5778,1639,1485,318,1795,1580,437,5912,5578,1822,8132,7423,3201,5877
0500000US48301,"Loving County, Texas",2,0,0,2,0,52,0,3,11,10,28,0,0,49,0,0,0,0,0,0,0,12,12,0,40,37,0,0
0500000US48303,"Lubbock County, Texas",51610,3474,15316,26806,6014,188789,9123,11994,48235,42366,14158,37942,24971,167672,62913,45086,41356,14706,39522,36638,14660,63042,55489,20557,41139,34189,12990,68927
0500000US48305,"Lynn County, Texas",394,105,129,103,57,3708,275,364,1034,823,311,580,321,3069,901,722,615,216,834,775,369,1256,1040,187,896,639,129,958
0500000US48307,"McCulloch County, Texas",562,94,386,82,0,5377,503,424,1775,1261,360,718,336,4450,1054,766,719,111,742,647,185,2086,1683,415,1783,1401,343,1054
0500000US48309,"McLennan County, Texas",37806,3419,11940,18406,4041,162133,7726,11576,44266,36876,16662,27176,17851,142831,45027,34222,31707,10382,31488,27365,8802,56642,48774,15129,39781,34985,10714,49068
0500000US48311,"McMullen County, Texas",32,0,6,26,0,354,17,24,156,80,24,49,4,313,53,81,81,7,86,81,7,85,57,10,102,94,29,53
0500000US48313,"Madison County, Texas",1421,263,670,445,43,9138,467,1342,3520,1993,488,1013,315,7329,1328,2178,1717,266,2099,1736,229,2799,2269,530,2062,1607,303,1371
0500000US48315,"Marion County, Texas",801,115,433,241,12,7096,289,661,2592,1875,544,958,177,6146,1135,851,716,176,897,849,162,2773,2364,400,2575,2217,397,1147
0500000US48317,"Martin County, Texas",481,207,207,61,6,3210,203,318,1337,607,174,385,186,2689,571,531,371,201,764,677,37,1353,1181,231,562,460,102,577
0500000US48319,"Mason County, Texas",256,52,77,104,23,2781,196,242,580,530,117,723,393,2343,1116,295,294,133,501,428,286,777,649,323,1208,972,374,1139
0500000US48321,"Matagorda County, Texas",2870,558,1308,803,201,24076,2103,2051,6943,5642,1855,3721,1761,19922,5482,4656,3989,1194,4260,3915,1265,8673,7010,1730,6487,5008,1293,5683
0500000US48323,"Maverick County, Texas",6412,1526,2498,2144,244,33346,5892,4870,9455,5820,2198,3794,1317,22584,5111,7956,6842,1286,6565,5028,1196,11951,8033,2098,6874,2681,531,5355
0500000US48325,"Medina County, Texas",4888,991,1859,1630,408,35653,2122,2886,11624,8198,2923,5016,2884,30645,7900,6219,5501,1012,6343,5523,1457,14044,12276,3675,9047,7345,1756,8308
0500000US48327,"Menard County, Texas",44,34,10,0,0,1454,130,208,363,326,94,233,100,1116,333,172,167,71,150,134,39,499,359,107,633,456,116,333
0500000US48329,"Midland County, Texas",14195,2493,5748,4719,1235,107587,7690,7115,25292,25249,8950,22773,10518,92782,33291,29043,26006,10260,26211,23006,8804,34094,29027,9504,18239,14743,4723,34526
0500000US48331,"Milam County, Texas",2044,382,841,666,155,17426,1155,1159,6962,3553,1196,2283,1118,15112,3401,2787,2428,467,2831,2383,638,6403,5657,1336,5405,4644,960,3556
0500000US48333,"Mills County, Texas",240,67,131,31,11,3450,114,249,1042,845,231,617,352,3087,969,343,321,38,421,384,103,1388,1226,428,1298,1156,400,980
0500000US48335,"Mitchell County, Texas",1238,335,647,219,37,6085,457,561,2294,1619,307,511,336,5067,847,1391,1186,189,1057,815,168,2317,2079,355,1320,987,135,884
0500000US48337,"Montague County, Texas",1446,233,741,313,159,14439,675,1220,5454,3402,1112,1886,690,12544,2576,2178,1924,304,2286,1942,457,5486,4616,940,4489,4062,875,2735
0500000US48339,"Montgomery County, Texas",54642,8541,20878,19689,5534,429285,19237,23005,100062,90706,33597,105629,57049,387043,162678,83092,75802,27988,92551,82969,38921,165101,148471,65174,88541,79801,30595,168212
0500000US48341,"Moore County, Texas",2053,263,594,992,204,12544,2495,1244,4383,2001,910,1132,379,8805,1511,3110,2659,378,2607,1933,403,4445,2658,577,2382,1555,153,1715
0500000US48343,"Morris County, Texas",1018,118,381,458,61,8238,348,718,2956,2207,729,869,411,7172,1280,1023,828,104,1582,1483,352,3021,2646,505,2612,2215,319,1341
0500000US48345,"Motley County, Texas",93,31,55,7,0,953,55,81,337,219,51,161,49,817,210,96,92,20,150,150,36,314,282,28,393,293,126,210
0500000US48347,"Nacogdoches County, Texas",11717,856,3038,6899,924,37917,2822,2808,11044,9138,2055,6125,3925,32287,10050,7605,6848,1697,7038,6055,2083,13255,10603,3346,10019,8781,2924,10974
0500000US48349,"Navarro County, Texas",5252,728,2308,2009,207,34132,3445,3603,9918,8287,3052,4059,1768,27084,5827,6050,5346,733,6365,4789,1314,12767,9434,2064,8950,7515,1716,6034
0500000US48351,"Newton County, Texas",927,250,459,208,10,8828,341,1032,4377,1888,640,388,162,7455,550,1273,1072,33,1300,1185,127,3460,2884,258,2795,2314,132,560
0500000US48353,"Nolan County, Texas",1248,259,485,449,55,9584,768,813,3487,2303,898,823,492,8003,1315,1723,1508,132,1580,1358,208,3357,2955,694,2924,2182,281,1370
0500000US48355,"Nueces County, Texas",34635,5264,12716,14111,2544,233756,14519,19929,68366,54249,21328,35747,19618,199308,55365,48438,43933,11568,47242,41161,11820,82996,70578,19738,55080,43636,12239,57909
0500000US48357,"Ochiltree County, Texas",856,47,380,357,72,5964,687,451,2190,1108,394,758,376,4826,1134,1338,1162,209,1257,1145,273,2249,1616,428,1120,903,224,1206
0500000US48359,"Oldham County, Texas",99,18,45,27,9,1247,97,55,300,330,150,229,86,1095,315,279,256,43,288,266,67,424,380,144,256,193,61,324
0500000US48361,"Orange County, Texas",6806,723,3454,2252,377,56615,1329,3774,20800,14227,6411,7391,2683,51512,10074,10802,10002,1599,11364,10582,2843,20926,18976,3675,13523,11952,1957,10451
0500000US48363,"Palo Pinto County, Texas",2303,383,1202,559,159,19902,1086,1672,7128,4750,1549,2477,1240,17144,3717,3358,2912,710,3268,2760,551,7498,6456,1207,5778,5016,1249,3876
0500000US48365,"Panola County, Texas",1929,220,519,1000,190,15452,606,1705,4730,4128,1521,1932,830,13141,2762,2444,2137,242,2650,2256,555,5735,5088,1222,4623,3660,743,2952
0500000US48367,"Parker County, Texas",11864,1528,4391,4949,996,107052,4024,6126,27795,24949,10349,22395,11414,96902,33809,18228,16806,5253,21940,20017,8260,41834,37372,13349,25050,22707,6947,34805
0500000US48369,"Parmer County, Texas",825,159,381,285,0,6170,981,702,1736,1117,604,771,259,4487,1030,1220,1073,169,1409,1002,304,2078,1563,366,1463,849,191,1030
0500000US48371,"Pecos County, Texas",1226,216,460,432,118,10136,984,1139,3993,2145,515,815,545,8013,1360,2161,1813,286,2177,1840,266,3806,3026,565,1992,1334,243,1478
0500000US48373,"Polk County, Texas",3835,817,1973,961,84,37405,2639,4174,14434,9007,2136,3389,1626,30592,5015,5823,4711,513,6310,5309,923,15475,12652,1788,9797,7920,1791,5099
0500000US48375,"Potter County, Texas",10650,1549,4537,3918,646,74650,8237,8631,22906,15990,5945,8945,3996,57782,12941,16174,13240,2606,15940,12634,3198,26306,19198,4164,16230,12710,2973,13587
0500000US48377,"Presidio County, Texas",610,1,385,170,54,3753,867,407,822,696,203,458,300,2479,758,248,121,92,762,476,225,1434,1080,402,1309,802,39,812
0500000US48379,"Rains County, Texas",683,171,298,211,3,9408,308,650,2989,2571,523,1802,565,8450,2367,1255,1197,327,1676,1539,269,3447,2974,963,3030,2740,808,2370
0500000US48381,"Randall County, Texas",14081,1585,4130,6991,1375,95260,2197,3854,22700,25742,10234,20202,10331,89209,30533,19672,18783,6040,20533,19604,7441,32549,29807,9767,22506,21015,7285,31908
0500000US48383,"Reagan County, Texas",340,41,148,125,26,1789,56,140,893,274,121,191,114,1593,305,440,411,57,497,457,78,549,513,118,303,212,52,331
0500000US48385,"Real County, Texas",126,45,16,65,0,1943,204,51,802,405,109,293,79,1688,372,210,86,0,79,79,0,640,599,171,1014,924,201,372
0500000US48387,"Red River County, Texas",721,139,233,303,46,8550,400,706,3432,2023,652,869,468,7444,1337,1052,974,145,1207,1097,156,3321,2789,441,2970,2584,595,1383
0500000US48389,"Reeves County, Texas",1569,288,538,686,57,8368,1263,1142,3356,1575,457,472,103,5963,575,1990,1760,77,1859,1378,192,2897,1994,220,1622,831,86,632
0500000US48391,"Refugio County, Texas",497,140,157,193,7,4702,389,427,1749,1165,323,498,151,3886,649,839,742,45,642,558,118,1716,1462,254,1505,1124,232,656
0500000US48393,"Roberts County, Texas",43,16,21,6,0,522,4,9,202,141,51,90,25,509,115,51,49,11,164,155,50,175,175,29,132,130,25,115
0500000US48395,"Robertson County, Texas",1314,386,527,371,30,11594,560,1206,4349,2322,939,1555,663,9828,2218,1832,1600,277,2035,1851,455,4299,3421,734,3428,2956,752,2248
0500000US48397,"Rockwall County, Texas",9301,843,3471,3780,1207,76396,1970,2468,14469,16644,7252,21333,12260,71958,33593,13482,12708,5786,18061,17259,8296,30289,28317,13858,14564,13674,5653,34800
