GEO_ID,NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,S1501_C01_023E,S1501_C01_024E,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,college_educated
Geography,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years!!Less than high school graduate,Population 18 to 24 years!!High school graduate (includes equivalency),Population 18 to 24 years!!Some college or associate's degree,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 years and over,Population 25 years and over!!Less than 9th grade,"Population 25 years and over!!9th to 12th grade, no diploma",Population 25 years and over!!High school graduate (includes equivalency),"Population 25 years and over!!Some college, no degree",Population 25 years and over!!Associate's degree,Population 25 years and over!!Bachelor's degree,Population 25 years and over!!Graduate or professional degree,Population 25 years and over!!High school graduate or higher,Population 25 years and over!!Bachelor's degree or higher,Population 25 to 34 years,Population 25 to 34 years!!High school graduate or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years,Population 35 to 44 years!!High school graduate or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years,Population 45 to 64 years!!High school graduate or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over,Population 65 years and over!!High school graduate or higher,Population 65 years and over!!Bachelor's degree or higher,Total-CollegeEducated
0500000US13077,"Coweta County, Georgia",12238,2154,3894,4474,1716,102700,2470,5892,26392,22289,10063,22536,13058,94338,35594,18644,17683,6620,20175,18208,8384,41767,38679,14902,22114,19768,5688,37310
0500000US13079,"Crawford County, Georgia",1092,61,676,222,133,8558,405,1000,3799,1442,713,674,525,7153,1199,1079,958,171,1246,1161,300,3804,3245,400,2429,1789,328,1332
0500000US13081,"Crisp County, Georgia",1507,151,677,614,65,13819,590,1595,5135,3013,1342,1291,853,11634,2144,2222,1857,598,2771,2442,421,4953,4292,697,3873,3043,428,2209
0500000US13083,"Dade County, Georgia",1597,52,656,788,101,11421,367,956,4308,2417,1202,1526,645,10098,2171,1932,1823,470,1993,1872,354,4191,3669,709,3305,2734,638,2272
0500000US13085,"Dawson County, Georgia",2302,293,981,782,246,20649,635,1569,4794,4835,1433,5040,2343,18445,7383,3505,3335,1402,3233,2751,1166,8310,7200,3083,5601,5159,1732,7629
0500000US13087,"Decatur County, Georgia",2652,315,1751,535,51,19376,1139,2128,6503,4370,2400,1727,1109,16109,2836,3477,2933,496,3964,3409,391,7041,5945,1009,4894,3822,940,2887
0500000US13089,"DeKalb County, Georgia",64147,9648,19940,23947,10612,522619,22804,25236,104852,84914,40501,135014,109298,474579,244312,125043,115859,65312,110050,98223,55586,186074,170209,82332,101452,90288,41082,254924
0500000US13091,"Dodge County, Georgia",1783,321,704,695,63,14341,473,1527,6031,3366,759,1336,849,12341,2185,2323,2041,229,2734,2249,448,5465,4811,945,3819,3240,563,2248
0500000US13093,"Dooly County, Georgia",733,97,361,254,21,8540,515,941,3617,1551,773,775,368,7084,1143,1182,1067,99,1651,1323,287,3283,2679,314,2424,2015,443,1164
0500000US13095,"Dougherty County, Georgia",8763,1494,2747,3993,529,54875,2282,5754,16928,12112,5047,6520,6232,46839,12752,11208,10092,2576,9630,8376,2821,19782,17215,4188,14255,11156,3167,13281
0500000US13097,"Douglas County, Georgia",13542,2056,6146,4410,930,95203,2794,5393,29005,20393,8291,18094,11233,87016,29327,18830,17918,5852,19480,17740,7107,39427,35908,12780,17466,15450,3588,30257
0500000US13099,"Early County, Georgia",1062,246,588,217,11,7004,380,952,2690,1322,532,627,501,5672,1128,1012,939,116,1143,950,135,2782,2293,427,2067,1490,450,1139
0500000US13101,"Echols County, Georgia",367,54,220,60,33,2304,219,207,968,402,176,193,139,1878,332,602,468,44,400,274,78,834,720,120,468,416,90,365
0500000US13103,"Effingham County, Georgia",5175,571,2067,2066,471,44179,731,3354,14415,9422,4418,8428,3411,40094,11839,8990,8301,2531,10129,9511,3570,16821,15226,4261,8239,7056,1477,12310
0500000US13105,"Elbert County, Georgia",1398,189,639,541,29,13991,482,1629,5630,3165,1006,1253,826,11880,2079,2299,1953,300,2255,2055,417,5252,4584,824,4185,3288,538,2108
0500000US13107,"Emanuel County, Georgia",1902,311,859,702,30,15309,996,2160,6347,2678,1162,1147,819,12153,1966,2967,2671,235,3097,2694,457,5547,3986,559,3698,2802,715,1996
0500000US13109,"Evans County, Georgia",975,338,357,264,16,7010,434,800,2830,1401,487,654,404,5776,1058,1233,951,135,1408,1086,197,2523,2211,482,1846,1528,244,1074
0500000US13111,"Fannin County, Georgia",1537,289,760,427,61,20002,826,1517,6975,4264,1900,2660,1860,17659,4520,2301,2014,88,2333,2028,428,7589,6914,1739,7779,6703,2265,4581
0500000US13113,"Fayette County, Georgia",10215,1364,2925,4322,1604,82966,1737,2432,16340,15574,6984,24748,15151,78797,39899,10746,10208,5367,14431,13730,7813,34233,32918,18236,23556,21941,8483,41503
0500000US13115,"Floyd County, Georgia",10497,1311,3792,4746,648,65894,4036,5901,20235,14289,4995,9328,7110,55957,16438,12591,11336,2680,12258,10093,3566,24528,20313,6015,16517,14215,4177,17086
0500000US13117,"Forsyth County, Georgia",20439,3336,7719,6318,3066,171436,4582,5602,24876,27050,12288,59894,37144,161252,97038,24195,22512,14072,42407,40183,29144,72421,69087,41531,32413,29470,12291,100104
0500000US13119,"Franklin County, Georgia",2394,115,1050,953,276,16158,776,2128,5317,3531,1671,1589,1146,13254,2735,2856,2548,550,2526,2081,457,6337,5147,992,4439,3478,736,3011
0500000US13121,"Fulton County, Georgia",103981,10888,29404,40903,22786,738924,16366,30674,113908,106414,43022,248277,180263,691884,428540,183588,175564,115962,155180,144756,94929,267967,251745,155082,132189,119819,62567,451326
0500000US13123,"Gilmer County, Georgia",2049,392,807,719,131,23983,1345,2047,8359,4500,2280,3515,1937,20591,5452,3071,2469,636,3118,2768,844,9367,8072,1502,8427,7282,2470,5583
0500000US13125,"Glascock County, Georgia",322,27,178,117,0,1965,140,177,785,358,213,272,20,1648,292,280,261,101,328,279,89,826,665,56,531,443,46,292
0500000US13127,"Glynn County, Georgia",6510,1254,3076,1834,346,60568,2225,4049,17208,12696,5952,11022,7416,54294,18438,9748,8607,2407,10006,8303,2363,21891,19840,7066,18923,17544,6602,18784
0500000US13129,"Gordon County, Georgia",4996,796,1794,2053,353,39718,3439,4709,13738,8008,2813,4103,2908,31570,7011,7807,6616,1606,7461,5503,919,15470,12234,2894,8980,7217,1592,7364
0500000US13131,"Grady County, Georgia",1958,230,900,741,87,17647,1356,2108,6284,3791,1409,1629,1070,14183,2699,3113,2220,459,3066,2529,649,6583,5549,972,4885,3885,619,2786
0500000US13133,"Greene County, Georgia",1565,282,769,421,93,14559,414,1020,3992,2550,1280,3395,1908,13125,5303,1490,1336,483,1766,1553,475,5351,4859,1879,5952,5377,2466,5396
0500000US13135,"Gwinnett County, Georgia",90189,13916,32291,32204,11778,621561,40435,34587,141624,106489,57706,156415,84305,546539,240720,125852,112017,49097,137650,119334,53857,252583,222742,103219,105476,92446,34547,252498
0500000US13137,"Habersham County, Georgia",4581,815,1669,1597,500,32080,2540,3130,10465,6178,1989,4628,3150,26410,7778,5888,5260,1329,5635,4128,1082,11626,9868,2572,8931,7154,2795,8278
0500000US13139,"Hall County, Georgia",19081,3128,8312,6442,1199,138951,14374,11558,38499,26860,10516,23186,13958,113019,37144,26966,22355,6584,25778,18972,6495,52922,42976,13811,33285,28716,10254,38343
0500000US13141,"Hancock County, Georgia",728,119,298,288,23,6599,803,919,2598,1244,483,377,175,4877,552,937,684,42,1162,1030,56,2373,1722,215,2127,1441,239,575
0500000US13143,"Haralson County, Georgia",2255,345,1070,625,215,21142,931,2331,8348,4601,1247,2244,1440,17880,3684,4155,3453,725,3982,3757,1040,8155,7086,1370,4850,3584,549,3899
0500000US13145,"Harris County, Georgia",2924,303,1162,1237,222,24948,482,1283,6242,5948,2348,4802,3843,23183,8645,3620,3304,1008,4344,4295,1481,10304,9522,3941,6680,6062,2215,8867
0500000US13147,"Hart County, Georgia",1667,129,790,640,108,19349,654,2241,6821,4206,1928,2518,981,16454,3499,3276,2828,330,2919,2384,534,7207,6089,1477,5947,5153,1158,3607
0500000US13149,"Heard County, Georgia",931,106,460,292,73,7980,310,814,3496,1986,467,635,272,6856,907,1457,1279,150,1247,1085,232,3250,2830,383,2026,1662,142,980
0500000US13151,"Henry County, Georgia",23224,3130,7403,9672,3019,160244,4072,8041,48523,36700,17981,29470,15457,148131,44927,30797,28861,9855,32715,30447,10540,66739,62444,18668,29993,26379,5864,47946
0500000US13153,"Houston County, Georgia",14235,1868,5065,5947,1355,109888,2716,4754,29858,24512,12601,20771,14676,102418,35447,23801,22448,8706,23487,22392,8955,40246,37562,12475,22354,20016,5311,36802
0500000US13155,"Irwin County, Georgia",841,164,409,259,9,6435,358,695,2313,1401,598,466,604,5382,1070,1178,1023,123,1223,998,256,2399,2015,422,1635,1346,269,1079
0500000US13157,"Jackson County, Georgia",5954,966,2455,2027,506,54316,2511,4240,17160,11000,4572,10096,4737,47565,14833,10675,9497,3060,11471,10147,3661,20479,17850,5218,11691,10071,2894,15339
0500000US13159,"Jasper County, Georgia",1199,239,498,413,49,10548,301,856,4683,2068,546,1192,902,9391,2094,1626,1447,172,1762,1525,317,4469,4012,1168,2691,2407,437,2143
0500000US13161,"Jeff Davis County, Georgia",1327,472,413,350,92,9618,574,1540,3633,2183,586,670,432,7504,1102,1340,1149,237,2033,1569,306,3937,2926,370,2308,1860,189,1194
0500000US13163,"Jefferson County, Georgia",1423,618,575,191,39,10533,745,1214,4499,2203,694,858,320,8574,1178,1727,1497,91,2071,1636,108,3862,3295,717,2873,2146,262,1217
0500000US13165,"Jenkins County, Georgia",474,129,254,49,42,6588,336,908,2895,1494,440,239,276,5344,515,973,783,64,1392,1321,79,2421,1915,286,1802,1325,86,557
0500000US13167,"Johnson County, Georgia",705,120,373,190,22,6831,410,1274,2968,1013,543,324,299,5147,623,994,787,170,1552,1182,62,2451,1902,244,1834,1276,147,645
0500000US13169,"Jones County, Georgia",2160,179,1066,784,131,19848,649,1000,8279,3867,2400,2345,1308,18199,3653,3225,3045,547,3924,3736,831,7536,6941,1619,5163,4477,656,3784
0500000US13171,"Lamar County, Georgia",2138,442,708,962,26,12826,364,957,4513,3243,1246,1424,1079,11505,2503,2337,2076,461,2275,2096,384,4967,4478,851,3247,2855,807,2529
0500000US13173,"Lanier County, Georgia",1083,354,446,271,12,6711,268,437,2702,1384,641,801,478,6006,1279,1319,1213,175,1555,1413,386,2372,2204,505,1465,1176,213,1291
0500000US13175,"Laurens County, Georgia",3931,653,1579,1500,199,33357,906,3733,13396,6583,2797,3089,2853,28718,5942,6183,5502,979,5942,5275,1589,12240,10530,1845,8992,7411,1529,6141
0500000US13177,"Lee County, Georgia",2983,432,1097,937,517,21727,587,1247,5792,4259,2562,3945,3335,19893,7280,3885,3569,1176,4969,4714,2108,8296,7616,2737,4577,3994,1259,7797
0500000US13179,"Liberty County, Georgia",9681,986,5080,3022,593,38651,806,2277,12266,11068,4549,5218,2467,35568,7685,13161,12380,2615,7705,7161,1581,11227,10350,2317,6558,5677,1172,8278
0500000US13181,"Lincoln County, Georgia",501,54,226,187,34,5796,223,539,2494,1089,515,559,377,5034,936,680,602,180,892,766,34,2262,2022,319,1962,1644,403,970
0500000US13183,"Long County, Georgia",1667,289,800,440,138,10988,342,1214,4957,2179,887,877,532,9432,1409,2549,2083,238,2668,2370,503,4161,3669,478,1610,1310,190,1547
0500000US13185,"Lowndes County, Georgia",18661,2433,6481,8410,1337,71112,2600,4638,22176,15412,6997,11738,7551,63874,19289,17623,16133,4732,14017,12325,4147,24006,22074,6541,15466,13342,3869,20626
0500000US13187,"Lumpkin County, Georgia",6747,433,1999,3906,409,21375,397,1936,6515,4407,1388,4026,2706,19042,6732,3553,3272,1064,3712,3167,1062,7929,7089,2551,6181,5514,2055,7141
0500000US13189,"McDuffie County, Georgia",1545,210,825,486,24,14718,424,1701,5948,2733,1286,1651,975,12593,2626,2662,2188,380,2569,2330,319,5483,4938,1200,4004,3137,727,2650
0500000US13191,"McIntosh County, Georgia",661,239,104,266,52,8828,327,1299,2970,1995,592,1098,547,7202,1645,1349,1077,164,1048,649,129,3152,2639,585,3279,2837,767,1697
0500000US13193,"Macon County, Georgia",1012,313,435,257,7,8693,694,1373,3427,1728,515,657,299,6626,956,1984,1401,79,1455,1075,201,3067,2556,416,2187,1594,260,963
0500000US13195,"Madison County, Georgia",2336,783,903,575,75,21354,1949,1909,7195,4152,1839,2117,2193,17496,4310,4029,3206,704,3890,3195,788,7840,6641,1803,5595,4454,1015,4385
0500000US13197,"Marion County, Georgia",498,52,258,170,18,5459,399,900,1851,1071,494,568,176,4160,744,874,778,53,875,515,186,2121,1686,289,1589,1181,216,762
0500000US13199,"Meriwether County, Georgia",1516,171,787,418,140,14758,672,1949,6374,3063,776,1167,757,12137,1924,2361,2058,151,2437,1898,197,5627,4708,802,4333,3473,774,2064
0500000US13201,"Miller County, Georgia",506,111,249,139,7,4025,237,423,1134,797,552,549,333,3365,882,617,539,179,716,562,151,1409,1236,365,1283,1028,187,889
0500000US13205,"Mitchell County, Georgia",2051,310,707,937,97,14487,654,1593,5376,3660,1341,948,915,12240,1863,2329,1827,179,2795,2537,393,5486,4733,648,3877,3143,643,1960
0500000US13207,"Monroe County, Georgia",2662,421,965,1019,257,20190,658,1200,7123,3732,1686,3086,2705,18332,5791,3208,2902,910,3454,3259,934,8081,7422,2748,5447,4749,1199,6048
0500000US13209,"Montgomery County, Georgia",1145,107,395,604,39,5753,345,502,2147,974,621,619,545,4906,1164,1072,934,184,910,759,185,2259,2018,525,1512,1195,270,1203
0500000US13211,"Morgan County, Georgia",1268,354,417,390,107,14737,380,904,5724,2271,1017,2770,1671,13453,4441,2416,2145,867,2516,2430,1047,5620,5280,1402,4185,3598,1125,4548
0500000US13213,"Murray County, Georgia",3565,483,1591,1312,179,27098,2532,3250,9502,5942,2167,2380,1325,21316,3705,5144,4469,774,4871,3909,992,11086,8677,1272,5997,4261,667,3884
0500000US13215,"Muscogee County, Georgia",18524,2405,7384,6682,2053,134732,5106,9763,36101,30724,12971,23697,16370,119863,40067,32164,29303,9599,27034,24313,8852,46164,41644,13803,29370,24603,7813,42120
0500000US13217,"Newton County, Georgia",10958,1970,5199,3107,682,75003,2466,5397,23784,18960,6713,10697,6986,67140,17683,14891,13725,3553,14986,13300,3746,29795,27173,7157,15331,12942,3227,18365
0500000US13219,"Oconee County, Georgia",3726,313,1201,1800,412,27849,437,611,4421,5093,2009,7676,7602,26801,15278,3288,3240,1602,5953,5736,3901,11699,11136,6712,6909,6689,3063,15690
0500000US13221,"Oglethorpe County, Georgia",1234,316,457,387,74,10701,467,863,3864,1954,926,1602,1025,9371,2627,1797,1612,306,1826,1623,563,4192,3721,1093,2886,2415,665,2701
0500000US13223,"Paulding County, Georgia",14618,1754,6660,5163,1041,114874,2673,7234,33378,29663,10421,21024,10481,104967,31505,23616,21990,6575,25057,22696,8054,46292,42700,13212,19909,17581,3664,32546
0500000US13225,"Peach County, Georgia",3921,335,1214,2280,92,18329,1034,1226,5872,3425,2315,2227,2230,16069,4457,3350,3020,872,3160,2565,749,7190,6545,1965,4629,3939,871,4549
0500000US13227,"Pickens County, Georgia",2333,473,1082,712,66,25360,740,1818,8712,5676,2104,4316,1994,22802,6310,3995,3640,1002,3805,3378,882,9900,9042,2247,7660,6742,2179,6376
0500000US13229,"Pierce County, Georgia",1581,378,480,696,27,13466,855,931,5532,2320,1370,1185,1273,11680,2458,2355,2239,341,2393,2207,695,5326,4503,872,3392,2731,550,2485
0500000US13231,"Pike County, Georgia",1632,243,876,441,72,13313,220,1109,5005,2975,1153,1808,1043,11984,2851,2260,2093,264,2559,2348,711,5373,4952,1265,3121,2591,611,2923
0500000US13233,"Polk County, Georgia",3510,753,1143,1264,350,28861,1925,3234,11662,5681,2183,2550,1626,23702,4176,5562,4825,612,5517,4193,933,11055,9537,1742,6727,5147,889,4526
0500000US13235,"Pulaski County, Georgia",466,123,123,162,58,7616,970,545,2672,1871,644,548,366,6101,914,1620,1166,148,1131,880,104,2573,2268,347,2292,1787,315,972
0500000US13237,"Putnam County, Georgia",1539,398,721,296,124,16568,695,1317,4914,3530,1427,2994,1691,14556,4685,1934,1878,483,2789,2293,636,6330,5718,2136,5515,4667,1430,4809
0500000US13239,"Quitman County, Georgia",315,11,155,149,0,1575,89,191,775,241,138,80,61,1295,141,60,60,0,85,66,29,732,566,18,698,603,94,141
0500000US13241,"Rabun County, Georgia",1132,349,122,375,286,13185,433,867,3866,2892,1180,2267,1680,11885,3947,1844,1678,415,1704,1539,334,4770,4300,1484,4867,4368,1714,4233
0500000US13243,"Randolph County, Georgia",354,36,140,178,0,4243,231,475,1342,1120,438,389,248,3537,637,980,762,174,718,699,190,1230,1043,125,1315,1033,148,637
0500000US13245,"Richmond County, Georgia",22448,3588,9356,8018,1486,136137,4237,12308,43342,30404,13091,19968,12787,119592,32755,32969,29721,8008,25309,22207,6973,47195,42423,10822,30664,25241,6952,34241
0500000US13247,"Rockdale County, Georgia",8366,1219,3603,2984,560,63347,2274,4058,17866,15275,5438,11122,7314,57015,18436,11590,10785,2981,11020,9975,3452,26185,23690,8268,14552,12565,3735,18996
0500000US13249,"Schley County, Georgia",322,42,92,171,17,3131,92,385,1036,683,339,338,258,2654,596,494,480,127,539,425,88,1394,1215,240,704,534,141,613
0500000US13251,"Screven County, Georgia",675,136,238,246,55,10438,386,1219,4223,2251,820,814,725,8833,1539,1632,1427,139,2114,1765,243,3846,3439,700,2846,2202,457,1594
0500000US13253,"Seminole County, Georgia",557,195,142,220,0,6734,160,558,2797,1472,682,708,357,6016,1065,1032,941,93,1095,1045,267,2334,2211,277,2273,1819,428,1065
0500000US13255,"Spalding County, Georgia",5357,870,2571,1613,303,46902,1562,5301,19067,7996,4596,5178,3202,40039,8380,9470,8132,1842,7965,6922,1100,16670,14083,3112,12797,10902,2326,8683
0500000US13257,"Stephens County, Georgia",2536,205,927,1315,89,18368,1226,1746,7507,4177,979,1711,1022,15396,2733,3124,2816,292,2884,2372,442,6846,5824,1099,5514,4384,900,2822
0500000US13259,"Stewart County, Georgia",428,68,187,128,45,3959,306,768,1542,640,215,319,169,2885,488,1307,833,58,764,539,156,1103,937,111,785,576,163,533
0500000US13261,"Sumter County, Georgia",4171,281,1272,2493,125,18434,1064,1830,6589,3486,1542,2212,1711,15540,3923,3348,2970,727,3158,2847,555,6892,6048,1577,5036,3675,1064,4048
0500000US13263,"Talbot County, Georgia",441,72,198,164,7,4373,150,598,1832,744,391,371,287,3625,658,514,476,138,638,517,73,1674,1480,227,1547,1152,220,665
0500000US13265,"Taliaferro County, Georgia",136,23,90,23,0,1290,106,107,573,336,40,66,62,1077,128,202,164,16,222,198,22,395,351,32,471,364,58,128
0500000US13267,"Tattnall County, Georgia",2324,566,944,692,122,16998,1246,2024,6734,3134,1371,1378,1111,13728,2489,3561,2730,379,3587,2770,536,6159,5171,1070,3691,3057,504,2611
0500000US13269,"Taylor County, Georgia",643,202,242,148,51,5587,381,863,2126,849,354,626,388,4343,1014,948,870,259,855,824,149,2111,1447,385,1673,1202,221,1065
0500000US13271,"Telfair County, Georgia",998,156,501,338,3,8398,757,1051,3907,1341,496,470,376,6590,846,1722,1263,203,1428,1122,176,3067,2407,227,2181,1798,240,849
0500000US13273,"Terrell County, Georgia",730,257,242,224,7,6175,482,887,2203,1597,294,415,297,4806,712,1036,935,67,1085,748,102,2235,1829,340,1819,1294,203,719
0500000US13275,"Thomas County, Georgia",3603,559,1462,1221,361,31200,1189,2549,10272,6050,3765,4753,2622,27462,7375,5331,4925,1430,5739,5047,1606,11643,10317,2599,8487,7173,1740,7736
0500000US13277,"Tift County, Georgia",3803,587,1104,2014,98,27144,1395,2494,9200,4655,3919,2707,2774,23255,5481,5342,4996,1216,5583,4782,1115,9815,7901,1916,6404,5576,1234,5579
0500000US13279,"Toombs County, Georgia",2611,490,1421,616,84,17208,1121,1645,6144,3607,1340,1945,1406,14442,3351,3043,2762,443,3440,2963,549,6140,5248,1298,4585,3469,1061,3435
0500000US13281,"Towns County, Georgia",1365,181,373,698,113,9779,176,507,2548,2300,1036,1741,1471,9096,3212,1002,936,370,906,825,216,3245,3005,883,4626,4330,1743,3325
0500000US13283,"Treutlen County, Georgia",706,228,198,280,0,4196,264,795,1859,438,302,432,106,3137,538,659,578,67,660,531,121,1695,1268,159,1182,760,191,538
0500000US13285,"Troup County, Georgia",6030,1258,2599,1690,483,46637,1428,4214,16680,9258,4576,5926,4555,40995,10481,9693,8951,1851,8640,7214,1576,17429,15515,4364,10875,9315,2690,10964
0500000US13287,"Turner County, Georgia",538,117,211,194,16,6108,391,792,2282,1246,720,493,184,4925,677,1385,1254,154,880,688,75,2123,1649,211,1720,1334,237,693
0500000US13289,"Twiggs County, Georgia",381,125,90,166,0,5994,263,1066,2545,1095,371,411,243,4665,654,1060,844,79,782,742,149,2261,1750,244,1891,1329,182,654
0500000US13291,"Union County, Georgia",1493,111,647,633,102,20185,598,1653,6481,4100,2162,3302,1889,17934,5191,2155,2009,271,2224,1935,597,7133,6109,1857,8673,7881,2466,5293
0500000US13293,"Upson County, Georgia",2219,401,891,849,78,19211,805,1979,7726,4167,1685,1885,964,16427,2849,3615,3308,472,3228,2771,579,7252,6277,938,5116,4071,860,2927
0500000US13295,"Walker County, Georgia",5406,866,2005,2315,220,48395,2485,4645,17168,11003,3380,6009,3705,41265,9714,8375,7150,1504,8616,7530,2110,18338,15482,3729,13066,11103,2371,9934
0500000US13297,"Walton County, Georgia",8510,1898,3719,2451,442,67595,2323,6284,22014,14677,5451,10762,6084,58988,16846,12067,10547,3415,12885,11728,4096,26552,23857,6267,16091,12856,3068,17288
0500000US13299,"Ware County, Georgia",2745,534,1407,538,266,24262,1465,3016,9588,5102,1448,2505,1138,19781,3643,4879,4052,781,4540,3842,743,8702,7042,1338,6141,4845,781,3909
0500000US13301,"Warren County, Georgia",388,55,204,122,7,3740,244,585,1418,749,270,347,127,2911,474,622,552,68,522,515,22,1401,1003,225,1195,841,159,481
0500000US13303,"Washington County, Georgia",1582,353,735,468,26,14016,683,1459,6193,2255,977,1719,730,11874,2449,2626,2267,651,2465,2163,460,5303,4577,716,3622,2867,622,2475
0500000US13305,"Wayne County, Georgia",2566,626,1212,620,108,20527,852,1961,9085,4042,1711,1733,1143,17714,2876,3666,3088,541,4196,3656,726,7697,6792,947,4968,4178,662,2984
0500000US13307,"Webster County, Georgia",291,55,50,109,77,1729,87,188,610,461,187,147,49,1454,196,270,270,23,379,257,4,623,563,140,457,364,29,273
0500000US13309,"Wheeler County, Georgia",1096,319,612,164,1,5159,147,1055,2306,747,274,564,66,3957,630,1201,847,89,1043,908,263,1819,1491,126,1096,711,152,631
0500000US13311,"White County, Georgia",2806,365,1171,1094,176,20158,1013,2131,6222,4461,1438,2669,2224,17014,4893,2899,2448,666,2883,2630,774,7856,6496,1755,6520,5440,1698,5069
0500000US13313,"Whitfield County, Georgia",9724,1777,4156,3178,613,67343,8692,7882,20876,12655,4209,7373,5656,50769,13029,13488,10979,2576,13376,9358,2493,25326,18987,4701,15153,11445,3259,13642
0500000US13315,"Wilcox County, Georgia",773,161,437,155,20,6371,352,993,2483,1204,442,460,437,5026,897,1177,834,117,1263,1012,169,2222,1824,370,1709,1356,241,917
0500000US13317,"Wilkes County, Georgia",522,74,220,190,38,7062,379,891,2934,1253,493,841,271,5792,1112,1145,1071,229,973,721,85,2679,2245,460,2265,1755,338,1150
0500000US13319,"Wilkinson County, Georgia",736,91,334,263,48,6156,232,407,2894,1228,614,483,298,5517,781,945,874,88,1046,994,135,2394,2156,361,1771,1493,197,829
0500000US13321,"Worth County, Georgia",1486,223,626,588,49,14504,529,1429,6497,2950,1461,1139,499,12546,1638,2357,2116,288,2265,1966,300,5754,5125,581,4128,3339,469,1687
0500000US15001,"Hawaii County, Hawaii",13443,1499,5791,5254,899,147788,3712,6502,43808,30925,17168,28088,17585,137574,45673,22776,21240,5436,25691,24110,8206,52154,48724,15950,47167,43500,16081,46572
0500000US15003,"Honolulu County, Hawaii",87690,5912,36766,34611,10401,707526,23821,26466,178467,134365,77507,167802,99098,657239,266900,144295,138725,54657,133156,127537,59518,238611,221860,88656,191464,169117,64069,277301
0500000US15005,"Kalawao County, Hawaii",0,0,0,0,0,43,3,8,11,5,2,7,7,32,14,8,8,1,17,9,2,7,7,4,11,8,7,14
0500000US15007,"Kauai County, Hawaii",4805,607,2277,1684,237,53076,1869,1996,15718,11251,6194,11014,5034,49211,16048,8428,7849,2039,9734,9405,3207,18896,17718,5749,16018,14239,5053,16285
0500000US15009,"Maui County, Hawaii",10874,862,5331,3827,854,118918,3835,4738,35808,26833,11941,23730,12033,110345,35763,18994,17915,5277,22555,21056,6974,44387,41657,12647,32982,29717,10865,36617
0500000US16001,"Ada County, Idaho",44660,4435,14913,20083,5229,349321,5959,11279,68395,80994,29339,99716,53639,332083,153355,70605,67481,31285,73256,69702,35530,125484,118615,55176,79976,76285,31364,158584
0500000US16003,"Adams County, Idaho",220,29,118,26,47,3591,40,215,1265,1029,277,484,281,3336,765,431,394,125,437,406,105,1326,1260,221,1397,1276,314,812
0500000US16005,"Bannock County, Idaho",9257,746,3150,4501,860,56691,787,2756,14560,15658,5806,11078,6046,53148,17124,12421,12032,3874,12016,10944,4576,19010,18001,5011,13244,12171,3663,17984
0500000US16007,"Bear Lake County, Idaho",502,84,271,132,15,4274,13,286,1556,1071,479,597,272,3975,869,679,675,154,729,669,222,1498,1348,294,1368,1283,199,884
0500000US16009,"Benewah County, Idaho",660,173,315,166,6,7064,165,935,2321,1529,715,924,475,5964,1399,976,827,239,1037,888,259,2726,2249,416,2325,2000,485,1405
0500000US16011,"Bingham County, Idaho",4342,777,1728,1632,205,30081,1496,1754,9618,7696,3264,4483,1770,26831,6253,5681,5123,1326,6493,5763,1268,10649,9278,2200,7258,6667,1459,6458
0500000US16013,"Blaine County, Idaho",1839,209,725,573,332,17925,922,659,3886,3422,875,5927,2234,16344,8161,2420,2316,1002,3025,2700,913,7114,6152,3334,5366,5176,2912,8493
0500000US16015,"Boise County, Idaho",435,90,149,185,11,6374,30,252,1758,1615,810,1296,613,6092,1909,645,571,156,910,878,359,2622,2532,774,2197,2111,620,1920
0500000US16017,"Bonner County, Idaho",2639,649,1241,642,107,37113,806,2304,10789,9456,3021,7017,3720,34003,10737,4761,4363,1265,5676,5147,1438,13744,12507,3992,12932,11986,4042,10844
0500000US16019,"Bonneville County, Idaho",10766,1967,4645,3568,586,77930,2372,3816,19028,18804,8806,17310,7794,71742,25104,17388,16245,5408,17303,15747,6196,25894,23397,8088,17345,16353,5412,25690
0500000US16021,"Boundary County, Idaho",962,265,453,227,17,8771,380,740,2856,2206,872,1038,679,7651,1717,1324,1115,183,1368,1257,291,3089,2650,491,2990,2629,752,1734
0500000US16023,"Butte County, Idaho",176,116,32,28,0,1773,66,154,502,419,387,178,67,1553,245,333,320,18,331,278,64,581,507,101,528,448,62,245
0500000US16025,"Camas County, Idaho",35,0,0,35,0,737,74,29,208,166,58,136,66,634,202,163,156,68,189,117,23,213,205,55,172,156,56,202
0500000US16027,"Canyon County, Idaho",22755,3534,10170,7209,1842,153821,8328,10568,46127,39146,14534,24882,10236,134925,35118,33352,29821,7407,32029,27815,8639,53645,46517,11119,34795,30772,7953,36960
