state_name,state_code,county_name,population,total_votes,turnout,college_educated,_merge
Iowa,IA,Palo Alto County,8810.0,4976.0,0.5648127128263337,1265,both
Iowa,IA,Plymouth County,25722.0,13931.0,0.5415986315216547,4345,both
Iowa,IA,Pocahontas County,6976.0,3573.0,0.5121846330275229,982,both
Iowa,IA,Polk County,505255.0,255563.0,0.5058099375562835,138316,both
Iowa,IA,Pottawattamie County,93179.0,44411.0,0.47662026851543804,15483,both
Iowa,IA,Poweshiek County,18453.0,9971.0,0.5403457432395816,3571,both
Iowa,IA,Ringgold County,4642.0,2683.0,0.5779836277466609,842,both
Iowa,IA,Sac County,9686.0,5448.0,0.5624612843278959,1529,both
Iowa,IA,Scott County,174270.0,89743.0,0.5149652837550927,45132,both
Iowa,IA,Shelby County,11806.0,6486.0,0.5493816703371167,1968,both
Iowa,IA,Sioux County,36246.0,18881.0,0.520912652430613,7147,both
Iowa,IA,Story County,98566.0,49200.0,0.49915792463932795,30787,both
Iowa,IA,Tama County,16833.0,8594.0,0.5105447632626389,2307,both
Iowa,IA,Taylor County,5924.0,3078.0,0.5195813639432816,654,both
Iowa,IA,Union County,11906.0,5996.0,0.5036116243910633,2075,both
Iowa,IA,Van Buren County,7266.0,3622.0,0.498486099642169,1031,both
Iowa,IA,Wapello County,35166.0,14571.0,0.41434908718648694,4691,both
Iowa,IA,Warren County,55205.0,32662.0,0.5916493071279776,12149,both
Iowa,IA,Washington County,22560.0,11551.0,0.5120124113475177,4017,both
Iowa,IA,Wayne County,6557.0,3119.0,0.47567485130395,703,both
Iowa,IA,Webster County,36485.0,16706.0,0.45788680279566946,5221,both
Iowa,IA,Winnebago County,10571.0,5627.0,0.532305363730962,1925,both
Iowa,IA,Winneshiek County,19815.0,11927.0,0.6019177390865506,4351,both
Iowa,IA,Woodbury County,105951.0,42674.0,0.4027710922973827,16624,both
Iowa,IA,Worth County,7297.0,4278.0,0.5862683294504591,1131,both
Iowa,IA,Wright County,12656.0,5706.0,0.45085335018963335,2100,both
Kansas,KS,Allen County,12412.0,5600.0,0.4511762810183693,1903,both
Kansas,KS,Anderson County,7838.0,3791.0,0.4836693033937229,837,both
Kansas,KS,Atchison County,16016.0,7255.0,0.45298451548451546,2400,both
Kansas,KS,Barber County,4071.0,2170.0,0.5330385654630312,783,both
Kansas,KS,Barton County,24899.0,10570.0,0.4245150407646893,3788,both
Kansas,KS,Bourbon County,14408.0,6572.0,0.45613548028872847,2460,both
Kansas,KS,Brown County,9250.0,4258.0,0.4603243243243243,1234,both
Kansas,KS,Butler County,68632.0,32236.0,0.46969343746357384,15091,both
Kansas,KS,Chase County,2579.0,1462.0,0.5668863900736719,557,both
Kansas,KS,Chautauqua County,3347.0,1527.0,0.4562294592172094,464,both
Kansas,KS,Cherokee County,19054.0,8717.0,0.45748924110423006,2750,both
Kansas,KS,Cheyenne County,2636.0,1422.0,0.539453717754173,412,both
Kansas,KS,Clark County,1847.0,1014.0,0.5489983757444504,447,both
Kansas,KS,Clay County,8007.0,4113.0,0.5136755339078306,1372,both
Kansas,KS,Cloud County,8854.0,4047.0,0.4570815450643777,1355,both
Kansas,KS,Coffey County,8251.0,4377.0,0.5304811537995394,1331,both
Kansas,KS,Comanche County,1655.0,874.0,0.5280966767371601,251,both
Kansas,KS,Cowley County,34157.0,13505.0,0.3953801563369148,5732,both
Kansas,KS,Crawford County,38764.0,16334.0,0.4213703436177897,8084,both
Kansas,KS,Decatur County,2712.0,1452.0,0.5353982300884956,604,both
Kansas,KS,Dickinson County,18445.0,9144.0,0.4957441040932502,2930,both
Kansas,KS,Doniphan County,7493.0,3577.0,0.47737888696116376,1092,both
Kansas,KS,Douglas County,120553.0,58041.0,0.48145628893515713,41390,both
Kansas,KS,Edwards County,2733.0,1269.0,0.4643249176728869,424,both
Kansas,KS,Elk County,2467.0,1338.0,0.542359140656668,383,both
Kansas,KS,Ellis County,28810.0,13511.0,0.46896910794862895,7542,both
Kansas,KS,Ellsworth County,6357.0,2758.0,0.43385244612238477,1113,both
Kansas,KS,Finney County,37466.0,10782.0,0.28778092136870764,4753,both
Kansas,KS,Ford County,33980.0,8224.0,0.2420247204237787,4387,both
Kansas,KS,Franklin County,26125.0,12708.0,0.4864306220095694,4649,both
Kansas,KS,Geary County,35047.0,9163.0,0.26144891146175137,5084,both
Kansas,KS,Gove County,2735.0,1396.0,0.5104204753199268,409,both
Kansas,KS,Graham County,2376.0,1287.0,0.5416666666666666,483,both
Kansas,KS,Grant County,7147.0,2220.0,0.31061984049251434,1111,both
Kansas,KS,Gray County,5743.0,2193.0,0.3818561727320216,913,both
Kansas,KS,Greeley County,1181.0,593.0,0.502116850127011,296,both
Kansas,KS,Greenwood County,5870.0,2884.0,0.4913117546848382,833,both
Kansas,KS,Hamilton County,2437.0,815.0,0.33442757488715635,316,both
Kansas,KS,Harper County,5435.0,2555.0,0.47010119595216193,806,both
Kansas,KS,Harvey County,33504.0,16086.0,0.480121776504298,7293,both
Kansas,KS,Haskell County,3630.0,1278.0,0.35206611570247937,537,both
Kansas,KS,Hodgeman County,1655.0,966.0,0.5836858006042296,328,both
Kansas,KS,Jackson County,13368.0,6474.0,0.48429084380610415,1984,both
Kansas,KS,Jefferson County,18327.0,9927.0,0.5416598461286626,3301,both
Kansas,KS,Jewell County,2847.0,1574.0,0.5528626624517036,426,both
Kansas,KS,Johnson County,622237.0,343780.0,0.5524904497803892,250115,both
Kansas,KS,Kearny County,3823.0,1301.0,0.3403086581218938,360,both
Kansas,KS,Kingman County,7066.0,3947.0,0.5585904330597227,1231,both
Kansas,KS,Kiowa County,2374.0,1107.0,0.466301600673968,467,both
Kansas,KS,Labette County,19728.0,7921.0,0.40151054339010545,2958,both
Kansas,KS,Lane County,1529.0,843.0,0.55134074558535,263,both
Kansas,KS,Leavenworth County,83518.0,36547.0,0.4375942910510309,21098,both
Kansas,KS,Lincoln County,2920.0,1507.0,0.5160958904109589,468,both
Kansas,KS,Linn County,9860.0,5016.0,0.5087221095334685,1571,both
Kansas,KS,Logan County,2665.0,1400.0,0.525328330206379,516,both
Kansas,KS,Lyon County,32172.0,13256.0,0.41203531020763395,5744,both
Kansas,KS,Marion County,11690.0,5870.0,0.5021385799828914,2351,both
Kansas,KS,Marshall County,9933.0,4968.0,0.5001510117789187,1398,both
Kansas,KS,McPherson County,30091.0,14104.0,0.4687115748895018,6923,both
Kansas,KS,Meade County,3911.0,1695.0,0.4333929941191511,587,both
Kansas,KS,Miami County,35320.0,18685.0,0.5290203850509626,7774,both
Kansas,KS,Mitchell County,5719.0,3172.0,0.5546424200034971,1050,both
Kansas,KS,Montgomery County,30568.0,12441.0,0.40699424234493586,4629,both
Kansas,KS,Morris County,5334.0,2792.0,0.5234345706786652,1101,both
Kansas,KS,Morton County,2580.0,1060.0,0.4108527131782946,311,both
Kansas,KS,Nemaha County,10114.0,5620.0,0.5556654142772395,2143,both
Kansas,KS,Neosho County,15420.0,6784.0,0.4399481193255512,2368,both
Kansas,KS,Ness County,2618.0,1363.0,0.5206264323911383,475,both
Kansas,KS,Norton County,5330.0,2270.0,0.425891181988743,784,both
Kansas,KS,Osage County,15824.0,7892.0,0.4987360970677452,2355,both
Kansas,KS,Osborne County,3427.0,1774.0,0.5176539247154947,585,both
Kansas,KS,Ottawa County,5818.0,3003.0,0.5161567548985906,1072,both
Kansas,KS,Pawnee County,6126.0,2675.0,0.4366634018935684,929,both
Kansas,KS,Phillips County,4761.0,2747.0,0.5769796261289645,789,both
Kansas,KS,Pottawatomie County,26382.0,13472.0,0.5106512015768326,6087,both
Kansas,KS,Pratt County,9082.0,4082.0,0.4494604712618366,1618,both
Kansas,KS,Rawlins County,2463.0,1403.0,0.5696305318717012,330,both
Kansas,KS,Reno County,61497.0,26940.0,0.4380701497634031,9125,both
Kansas,KS,Republic County,4627.0,2443.0,0.5279878971255674,855,both
Kansas,KS,Rice County,9260.0,3966.0,0.42829373650107994,1552,both
Kansas,KS,Riley County,71402.0,24313.0,0.34050866922495165,20023,both
Kansas,KS,Rooks County,4778.0,2534.0,0.5303474257011301,880,both
Kansas,KS,Rush County,2830.0,1606.0,0.5674911660777385,506,both
Kansas,KS,Russell County,6723.0,3301.0,0.4910010412018444,868,both
Kansas,KS,Saline County,53098.0,23226.0,0.43741760518286943,11091,both
Kansas,KS,Scott County,4922.0,2135.0,0.43376676147907356,1244,both
Kansas,KS,Sedgwick County,528469.0,214152.0,0.4052309596210941,113824,both
Kansas,KS,Seward County,21067.0,4565.0,0.21668960934162435,1740,both
Kansas,KS,Shawnee County,177746.0,81819.0,0.46031415615541277,40761,both
Kansas,KS,Sheridan County,2423.0,1373.0,0.5666529096161783,420,both
Kansas,KS,Sherman County,5844.0,2593.0,0.4437029431895962,963,both
Kansas,KS,Smith County,3590.0,2006.0,0.5587743732590529,677,both
Kansas,KS,Stafford County,3909.0,1909.0,0.4883601944231261,734,both
Kansas,KS,Stanton County,1901.0,664.0,0.3492898474487112,325,both
Kansas,KS,Stevens County,5077.0,1835.0,0.3614339176679141,539,both
Kansas,KS,Sumner County,22334.0,10549.0,0.4723291842034566,4155,both
Kansas,KS,Thomas County,7865.0,3664.0,0.46586141131595676,1716,both
Kansas,KS,Trego County,2731.0,1587.0,0.5811058220432076,615,both
Kansas,KS,Wabaunsee County,7057.0,3836.0,0.5435737565537764,1282,both
Kansas,KS,Wallace County,1509.0,748.0,0.49569251159708416,234,both
Kansas,KS,Washington County,5504.0,2700.0,0.49055232558139533,908,both
Kansas,KS,Wichita County,2082.0,860.0,0.41306436119116235,285,both
Kansas,KS,Wilson County,8382.0,3603.0,0.42984967788117395,1267,both
Kansas,KS,Woodson County,3115.0,1506.0,0.48346709470304977,562,both
Kansas,KS,Wyandotte County,165281.0,50602.0,0.30615739256175845,23175,both
Kentucky,KY,Adair County,19264.0,8971.0,0.46568729235880396,2639,both
Kentucky,KY,Allen County,21788.0,9418.0,0.43225628786487974,2591,both
Kentucky,KY,Anderson County,24613.0,13090.0,0.5318327712997196,4496,both
Kentucky,KY,Ballard County,7582.0,4088.0,0.5391717225006595,1074,both
Kentucky,KY,Barren County,45008.0,19799.0,0.4398995734091717,5615,both
Kentucky,KY,Bath County,12975.0,5389.0,0.4153371868978805,1280,both
Kentucky,KY,Bell County,23317.0,9337.0,0.4004374490714929,2426,both
Kentucky,KY,Boone County,140496.0,67382.0,0.4796008427286186,33861,both
Kentucky,KY,Bourbon County,20134.0,9535.0,0.47357703387305056,3617,both
Kentucky,KY,Boyd County,47826.0,20951.0,0.43806716012210933,6997,both
Kentucky,KY,Boyle County,30988.0,14371.0,0.4637601652252485,5954,both
Kentucky,KY,Bracken County,8426.0,4146.0,0.492048421552338,991,both
Kentucky,KY,Breathitt County,12953.0,5113.0,0.3947348104686173,1644,both
Kentucky,KY,Breckinridge County,21124.0,10046.0,0.47557280818026887,2202,both
Kentucky,KY,Bullitt County,84863.0,43187.0,0.5089025841650661,11682,both
Kentucky,KY,Butler County,12375.0,5942.0,0.4801616161616162,856,both
Kentucky,KY,Caldwell County,12551.0,6188.0,0.49302844394868933,1591,both
Kentucky,KY,Calloway County,38280.0,16936.0,0.44242424242424244,8404,both
Kentucky,KY,Campbell County,93702.0,48302.0,0.5154852617873684,27440,both
Kentucky,KY,Carlisle County,4704.0,2610.0,0.5548469387755102,509,both
Kentucky,KY,Carroll County,10987.0,4025.0,0.3663420405934286,772,both
Kentucky,KY,Carter County,26366.0,11420.0,0.4331335811272093,2991,both
Kentucky,KY,Casey County,15918.0,7080.0,0.44477949491142105,1364,both
Kentucky,KY,Christian County,72032.0,21671.0,0.3008523989338072,8965,both
Kentucky,KY,Clark County,37304.0,17868.0,0.47898348702552007,6082,both
Kentucky,KY,Clay County,19648.0,7517.0,0.3825834690553746,2475,both
Kentucky,KY,Clinton County,9148.0,4880.0,0.5334499344118933,1115,both
Kentucky,KY,Crittenden County,8974.0,4008.0,0.44662357922888346,796,both
Kentucky,KY,Cumberland County,6000.0,3439.0,0.5731666666666667,756,both
Kentucky,KY,Daviess County,103458.0,47067.0,0.45493823580583426,18002,both
Kentucky,KY,Edmonson County,12448.0,6247.0,0.5018476863753213,944,both
Kentucky,KY,Elliott County,7245.0,2911.0,0.40179434092477573,499,both
Kentucky,KY,Estill County,13936.0,6289.0,0.4512772675086108,1029,both
Kentucky,KY,Fayette County,320154.0,143762.0,0.44904014942808773,108226,both
Kentucky,KY,Fleming County,15442.0,7000.0,0.45330915684496825,1730,both
Kentucky,KY,Floyd County,34423.0,15650.0,0.4546378874589664,3951,both
Kentucky,KY,Franklin County,51644.0,25749.0,0.4985864766478197,11952,both
Kentucky,KY,Fulton County,6338.0,2145.0,0.3384348374881666,803,both
Kentucky,KY,Gallatin County,8792.0,3917.0,0.4455186533212011,829,both
Kentucky,KY,Garrard County,17829.0,8917.0,0.5001402209882775,2418,both
Kentucky,KY,Grant County,25619.0,11466.0,0.44755845271087863,2502,both
Kentucky,KY,Graves County,36461.0,16678.0,0.4574202572611832,4582,both
Kentucky,KY,Grayson County,26825.0,12095.0,0.45088536812674745,2808,both
Kentucky,KY,Green County,11468.0,5857.0,0.5107254970352285,1398,both
Kentucky,KY,Greenup County,35221.0,17372.0,0.4932284716504358,4860,both
Kentucky,KY,Hancock County,8920.0,4633.0,0.5193946188340807,1054,both
Kentucky,KY,Hardin County,112273.0,48060.0,0.42806373749699395,18837,both
Kentucky,KY,Harlan County,25324.0,10384.0,0.4100458063497078,2373,both
Kentucky,KY,Harrison County,19415.0,9018.0,0.46448622199330414,2850,both
Kentucky,KY,Hart County,19724.0,8409.0,0.42633340093287364,1456,both
Kentucky,KY,Henderson County,44119.0,19684.0,0.44615698451914143,6201,both
Kentucky,KY,Henry County,15973.0,8074.0,0.5054779941150692,1671,both
Kentucky,KY,Hickman County,4447.0,2069.0,0.4652574769507533,476,both
Kentucky,KY,Hopkins County,44929.0,20532.0,0.45698769169133524,5328,both
Kentucky,KY,Jackson County,13104.0,5934.0,0.45283882783882784,936,both
Kentucky,KY,Jefferson County,772144.0,353609.0,0.45795732402246214,206600,both
Kentucky,KY,Jessamine County,55017.0,26644.0,0.4842866750277187,12279,both
Kentucky,KY,Johnson County,22116.0,9622.0,0.4350696328449991,2801,both
Kentucky,KY,Kenton County,171321.0,80875.0,0.4720670554106035,45969,both
Kentucky,KY,Knott County,13659.0,6003.0,0.4394904458598726,1819,both
Kentucky,KY,Knox County,29794.0,13156.0,0.4415654158555414,2891,both
Kentucky,KY,Larue County,15303.0,7258.0,0.4742860876952232,1699,both
Kentucky,KY,Laurel County,63296.0,27884.0,0.4405333670374115,7558,both
Kentucky,KY,Lawrence County,16000.0,6572.0,0.41075,1607,both
Kentucky,KY,Lee County,7293.0,2690.0,0.36884683943507474,416,both
Kentucky,KY,Leslie County,9864.0,4357.0,0.4417072181670722,772,both
Kentucky,KY,Letcher County,20423.0,8430.0,0.41276991627087106,2138,both
Kentucky,KY,Lewis County,12973.0,5721.0,0.4409928312649349,1100,both
Kentucky,KY,Lincoln County,24776.0,11034.0,0.4453503390377785,2642,both
Kentucky,KY,Livingston County,8892.0,4972.0,0.5591542959964012,928,both
Kentucky,KY,Logan County,28283.0,12506.0,0.44217374394512604,3333,both
Kentucky,KY,Lyon County,9187.0,4187.0,0.4557526940241646,1149,both
Kentucky,KY,Madison County,96735.0,45164.0,0.4668837545872745,21783,both
Kentucky,KY,Magoffin County,11228.0,5274.0,0.46971856074100465,1154,both
Kentucky,KY,Marion County,19834.0,9100.0,0.45880810729051125,1830,both
Kentucky,KY,Marshall County,31744.0,17599.0,0.5544039818548387,4964,both
Kentucky,KY,Martin County,10928.0,3655.0,0.3344619326500732,881,both
Kentucky,KY,Mason County,16841.0,7898.0,0.4689745264532985,2552,both
Kentucky,KY,McCracken County,67428.0,31937.0,0.47364596310138224,13565,both
Kentucky,KY,McCreary County,17050.0,6211.0,0.3642815249266862,1100,both
Kentucky,KY,McLean County,9054.0,4633.0,0.5117075325822841,1218,both
Kentucky,KY,Meade County,30131.0,14119.0,0.46858716936045935,3898,both
Kentucky,KY,Menifee County,6286.0,3292.0,0.5237034680241808,544,both
Kentucky,KY,Mercer County,23097.0,11841.0,0.5126639823353683,3685,both
Kentucky,KY,Metcalfe County,10482.0,5124.0,0.48883800801373783,967,both
Kentucky,KY,Monroe County,11306.0,5308.0,0.46948522908190343,1233,both
Kentucky,KY,Montgomery County,28527.0,12819.0,0.44936376064780736,4190,both
Kentucky,KY,Morgan County,14283.0,5373.0,0.3761814744801512,1820,both
Kentucky,KY,Muhlenberg County,30568.0,13691.0,0.4478866788798744,2987,both
Kentucky,KY,Nelson County,47730.0,22838.0,0.4784831342970878,7615,both
Kentucky,KY,Nicholas County,7686.0,3319.0,0.431824095758522,520,both
Kentucky,KY,Ohio County,23626.0,10935.0,0.46283755184965714,2401,both
Kentucky,KY,Oldham County,70183.0,38187.0,0.5441061225652936,21662,both
Kentucky,KY,Owen County,11313.0,5494.0,0.4856359939892159,1483,both
Kentucky,KY,Owsley County,4001.0,1839.0,0.4596350912271932,339,both
Kentucky,KY,Pendleton County,14810.0,6900.0,0.4659014179608373,1733,both
Kentucky,KY,Perry County,27133.0,9992.0,0.36826005233479525,2855,both
Kentucky,KY,Pike County,55973.0,23946.0,0.4278134100369821,7131,both
Kentucky,KY,Powell County,12972.0,5360.0,0.4131976564909035,1538,both
Kentucky,KY,Pulaski County,66191.0,31725.0,0.4792947681708994,8634,both
Kentucky,KY,Robertson County,2313.0,1144.0,0.49459576307825337,205,both
Kentucky,KY,Rockcastle County,16190.0,7724.0,0.4770846201358864,1637,both
Kentucky,KY,Rowan County,24409.0,9872.0,0.40444098488262525,4342,both
Kentucky,KY,Russell County,18279.0,8893.0,0.4865145795721867,2030,both
Kentucky,KY,Scott County,60168.0,29761.0,0.49463169791251166,13412,both
Kentucky,KY,Shelby County,49515.0,24607.0,0.49696051701504595,10990,both
Kentucky,KY,Simpson County,20195.0,8776.0,0.43456301064619957,2241,both
Kentucky,KY,Spencer County,20531.0,11479.0,0.5591057425356778,3211,both
Kentucky,KY,Taylor County,26443.0,12256.0,0.4634875014181447,3970,both
Kentucky,KY,Todd County,12494.0,5112.0,0.4091563950696334,1315,both
Kentucky,KY,Trigg County,14369.0,7196.0,0.500800334052474,2116,both
Kentucky,KY,Trimble County,8607.0,4249.0,0.49366794469617753,943,both
Kentucky,KY,Union County,13106.0,6058.0,0.4622310392186785,1150,both
Kentucky,KY,Warren County,142229.0,56860.0,0.39977782308811843,30690,both
Kentucky,KY,Washington County,12267.0,6338.0,0.516670742642863,1737,both
Kentucky,KY,Wayne County,19580.0,8733.0,0.44601634320735445,2150,both
Kentucky,KY,Webster County,12726.0,5556.0,0.4365865157944366,1129,both
Kentucky,KY,Whitley County,36825.0,15075.0,0.4093686354378819,4997,both
Kentucky,KY,Wolfe County,6282.0,2915.0,0.46402419611588663,369,both
Kentucky,KY,Woodford County,27268.0,14984.0,0.5495085814874578,8099,both
Louisiana,LA,Acadia Parish,56489.0,26720.0,0.47301244490077715,5260,both
Louisiana,LA,Allen Parish,22112.0,8751.0,0.39575795947901593,1903,both
Louisiana,LA,Ascension Parish,131632.0,62473.0,0.4746034398930351,25099,both
Louisiana,LA,Assumption Parish,20160.0,10367.0,0.5142361111111111,2123,both
Louisiana,LA,Avoyelles Parish,38408.0,16037.0,0.41754322016246614,2998,both
Louisiana,LA,Beauregard Parish,36827.0,15874.0,0.4310424416868059,4550,both
Louisiana,LA,Bienville Parish,12366.0,6256.0,0.5059032831958596,1248,both
Louisiana,LA,Bossier Parish,129795.0,52232.0,0.40241919950691474,24475,both
Louisiana,LA,Caddo Parish,226386.0,94699.0,0.41830766920215917,41702,both
Louisiana,LA,Calcasieu Parish,203761.0,81201.0,0.39851100063309464,35966,both
Louisiana,LA,Caldwell Parish,9389.0,4334.0,0.46160400468633506,762,both
Louisiana,LA,Cameron Parish,4768.0,3362.0,0.7051174496644296,546,both
Louisiana,LA,Catahoula Parish,8414.0,4348.0,0.5167577846446398,1026,both
Louisiana,LA,Claiborne Parish,13670.0,5816.0,0.4254572055596196,1117,both
Louisiana,LA,Concordia Parish,17688.0,7755.0,0.43843283582089554,2144,both
Louisiana,LA,De Soto Parish,27114.0,13913.0,0.5131297484694254,2834,both
Louisiana,LA,East Baton Rouge Parish,448467.0,190643.0,0.42509928266739805,116859,both
Louisiana,LA,East Carroll Parish,6829.0,2306.0,0.33767755161809926,562,both
Louisiana,LA,East Feliciana Parish,19229.0,9947.0,0.517291590826356,2468,both
Louisiana,LA,Evangeline Parish,31754.0,14176.0,0.446431945581659,2760,both
Louisiana,LA,Franklin Parish,19285.0,8798.0,0.4562094892403422,2164,both
Louisiana,LA,Grant Parish,21911.0,9018.0,0.41157409520332255,2124,both
Louisiana,LA,Iberia Parish,67659.0,29331.0,0.43351217132975656,6949,both
Louisiana,LA,Iberville Parish,29617.0,15354.0,0.5184184758753418,3656,both
Louisiana,LA,Jackson Parish,14746.0,7226.0,0.49003119490031194,1468,both
Louisiana,LA,Jefferson Davis Parish,31553.0,14358.0,0.45504389439989856,3280,both
Louisiana,LA,Jefferson Parish,421777.0,178205.0,0.4225099993598513,94927,both
Louisiana,LA,LaSalle Parish,14800.0,6620.0,0.4472972972972973,1868,both
Louisiana,LA,Lafayette Parish,249750.0,111086.0,0.4447887887887888,59683,both
Louisiana,LA,Lafourche Parish,95056.0,42845.0,0.4507343039892274,13970,both
Louisiana,LA,Lincoln Parish,47962.0,18157.0,0.3785705350068804,10401,both
Louisiana,LA,Livingston Parish,150145.0,65906.0,0.43894901595124713,20116,both
Louisiana,LA,Madison Parish,9246.0,3992.0,0.43175427211767253,821,both
Louisiana,LA,Morehouse Parish,23955.0,10097.0,0.42149864328950115,2270,both
Louisiana,LA,Natchitoches Parish,36291.0,15040.0,0.41442781956959024,6080,both
Louisiana,LA,Orleans Parish,364136.0,159130.0,0.4370070523101259,116258,both
Louisiana,LA,Ouachita Parish,157568.0,64436.0,0.4089409017059301,30079,both
Louisiana,LA,Plaquemines Parish,22386.0,9945.0,0.4442508710801394,3271,both
Louisiana,LA,Pointe Coupee Parish,20000.0,11570.0,0.5785,2254,both
Louisiana,LA,Rapides Parish,126260.0,53395.0,0.42289719626168226,19723,both
Louisiana,LA,Red River Parish,7356.0,3725.0,0.506389342033714,565,both
Louisiana,LA,Richland Parish,19712.0,9193.0,0.4663656655844156,2477,both
Louisiana,LA,Sabine Parish,21906.0,10170.0,0.46425636811832377,2290,both
Louisiana,LA,St. Bernard Parish,44463.0,17292.0,0.38890763106403076,5227,both
Louisiana,LA,St. Charles Parish,50620.0,26685.0,0.5271631766100355,10096,both
Louisiana,LA,St. Helena Parish,10774.0,5745.0,0.533228141822907,881,both
Louisiana,LA,St. James Parish,19191.0,11789.0,0.6142983690271482,2970,both
Louisiana,LA,St. John the Baptist Parish,39592.0,18827.0,0.4755253586583148,5605,both
Louisiana,LA,St. Landry Parish,81464.0,37043.0,0.4547161936560935,7836,both
Louisiana,LA,St. Martin Parish,51057.0,25006.0,0.4897663395812523,5625,both
Louisiana,LA,St. Mary Parish,47055.0,20897.0,0.4440973329082988,4460,both
Louisiana,LA,St. Tammany Parish,275583.0,138384.0,0.5021499874810855,69984,both
Louisiana,LA,Tangipahoa Parish,138064.0,55104.0,0.39911924904392165,20367,both
Louisiana,LA,Tensas Parish,3764.0,2128.0,0.565356004250797,382,both
Louisiana,LA,Terrebonne Parish,103616.0,41327.0,0.39884766831377394,13737,both
Louisiana,LA,Union Parish,20650.0,10475.0,0.5072639225181598,2413,both
Louisiana,LA,Vermilion Parish,56992.0,26429.0,0.4637317518248175,6670,both
Louisiana,LA,Vernon Parish,46250.0,16149.0,0.34916756756756756,6139,both
Louisiana,LA,Washington Parish,44865.0,18455.0,0.4113451465507634,4153,both
Louisiana,LA,Webster Parish,35238.0,16205.0,0.4598728645212555,3345,both
Louisiana,LA,West Baton Rouge Parish,28266.0,13836.0,0.4894926767140734,4825,both
Louisiana,LA,West Carroll Parish,9323.0,4603.0,0.4937251957524402,952,both
Louisiana,LA,West Feliciana Parish,15371.0,6008.0,0.3908659163359573,2654,both
Louisiana,LA,Winn Parish,13216.0,5781.0,0.43742433414043586,1634,both
Maine,ME,Androscoggin County,113765.0,58847.0,0.517268052564497,19425,both
Maine,ME,Aroostook County,67351.0,35653.0,0.5293611082240798,11588,both
Maine,ME,Cumberland County,310230.0,199225.0,0.6421848306095478,122130,both
Maine,ME,Franklin County,30828.0,17836.0,0.5785649409627611,6779,both
Maine,ME,Hancock County,56526.0,36251.0,0.6413155008314758,17263,both
Maine,ME,Kennebec County,127259.0,72886.0,0.5727374881147895,29273,both
Maine,ME,Knox County,40977.0,25893.0,0.6318910608390073,12518,both
Maine,ME,Lincoln County,36507.0,24003.0,0.6574903443175282,11410,both
Maine,ME,Oxford County,59905.0,34590.0,0.5774142392120858,10224,both
Maine,ME,Penobscot County,155312.0,87073.0,0.5606327907695478,35204,both
Maine,ME,Piscataquis County,17486.0,10205.0,0.5836097449388082,2977,both
Maine,ME,Sagadahoc County,37513.0,24456.0,0.6519339962146455,11827,both
Maine,ME,Somerset County,51302.0,28441.0,0.5543838446844178,7986,both
Maine,ME,Waldo County,40620.0,25130.0,0.6186607582471689,10711,both
Maine,ME,Washington County,31555.0,18048.0,0.5719537315797814,5880,both
Maine,ME,York County,218586.0,132838.0,0.6077150412194743,57496,both
Maryland,MD,Allegany County,67273.0,32001.0,0.4756886120731943,10570,both
Maryland,MD,Anne Arundel County,594582.0,308782.0,0.5193261820909479,193632,both
Maryland,MD,Baltimore County,844703.0,409811.0,0.4851539535197578,254798,both
Maryland,MD,Baltimore city,565239.0,229082.0,0.4052834287796843,151790,both
Maryland,MD,Calvert County,94728.0,53882.0,0.5688075331475382,23742,both
Maryland,MD,Caroline County,33593.0,16276.0,0.4845057005923853,4190,both
Maryland,MD,Carroll County,176639.0,101796.0,0.5762940234036651,50381,both
Maryland,MD,Cecil County,105672.0,52612.0,0.4978802331743508,20503,both
Maryland,MD,Charles County,171973.0,91650.0,0.5329324952172725,37779,both
Maryland,MD,Dorchester County,32879.0,16730.0,0.5088354268682137,4613,both
Maryland,MD,Frederick County,293391.0,155004.0,0.5283188645868483,89202,both
Maryland,MD,Garrett County,28423.0,15785.0,0.5553600956971467,5359,both
Maryland,MD,Harford County,264644.0,149020.0,0.5630960837955895,75708,both
Maryland,MD,Howard County,336001.0,180488.0,0.5371650679611073,153371,both
Maryland,MD,Kent County,19303.0,11068.0,0.5733823757965083,5442,both
Maryland,MD,Montgomery County,1058474.0,513919.0,0.48552822270551754,462631,both
Maryland,MD,Prince George's County,947430.0,401881.0,0.4241801505124389,247141,both
Maryland,MD,Queen Anne's County,52508.0,32136.0,0.6120210253675631,14259,both
Maryland,MD,Somerset County,24910.0,10090.0,0.4050582095543958,3194,both
Maryland,MD,St. Mary's County,115281.0,58543.0,0.5078286968364257,28411,both
Maryland,MD,Talbot County,37823.0,22667.0,0.5992914364275705,12018,both
Maryland,MD,Washington County,155813.0,73001.0,0.468516747639799,26578,both
Maryland,MD,Wicomico County,104800.0,46698.0,0.4455916030534351,20624,both
Maryland,MD,Worcester County,54171.0,32728.0,0.604160897897399,13566,both
Massachusetts,MA,Barnstable County,231735.0,147848.0,0.6380046173430859,88735,both
Massachusetts,MA,Berkshire County,126818.0,68341.0,0.53889037833746,37903,both
Massachusetts,MA,Bristol County,581841.0,276910.0,0.4759203974969107,132617,both
Massachusetts,MA,Dukes County,20819.0,12149.0,0.5835534847975407,7959,both
Massachusetts,MA,Essex County,810089.0,399719.0,0.49342603096696785,252065,both
Massachusetts,MA,Franklin County,70836.0,42054.0,0.5936811790614942,22668,both
