state_name,state_code,county_name,population,total_votes,_merge
Georgia,GA,Morgan County,21460.0,13181.0,both
Georgia,GA,Murray County,41035.0,17468.0,both
Georgia,GA,Muscogee County,201877.0,80491.0,both
Georgia,GA,Newton County,120135.0,59051.0,both
Georgia,GA,Oconee County,44182.0,27287.0,both
Georgia,GA,Oglethorpe County,15754.0,8822.0,both
Georgia,GA,Paulding County,183164.0,95196.0,both
Georgia,GA,Peach County,28805.0,13454.0,both
Georgia,GA,Pickens County,35969.0,20915.0,both
Georgia,GA,Pierce County,20425.0,9761.0,both
Georgia,GA,Pike County,20461.0,12549.0,both
Georgia,GA,Polk County,44223.0,19171.0,both
Georgia,GA,Pulaski County,10095.0,4336.0,both
Georgia,GA,Putnam County,23129.0,12877.0,both
Georgia,GA,Quitman County,2280.0,1140.0,both
Georgia,GA,Rabun County,17442.0,10423.0,both
Georgia,GA,Randolph County,6078.0,2990.0,both
Georgia,GA,Richmond County,205414.0,83578.0,both
Georgia,GA,Rockdale County,95987.0,45160.0,both
Georgia,GA,Schley County,4526.0,2428.0,both
Georgia,GA,Screven County,14174.0,6920.0,both
Georgia,GA,Seminole County,9092.0,4007.0,both
Georgia,GA,Spalding County,69946.0,33038.0,both
Georgia,GA,Stephens County,27228.0,13099.0,both
Georgia,GA,Stewart County,4674.0,2028.0,both
Georgia,GA,Sumter County,28890.0,12049.0,both
Georgia,GA,Talbot County,5718.0,3379.0,both
Georgia,GA,Taliaferro County,1609.0,884.0,both
Georgia,GA,Tattnall County,24296.0,8512.0,both
Georgia,GA,Taylor County,7758.0,3982.0,both
Georgia,GA,Telfair County,10920.0,4214.0,both
Georgia,GA,Terrell County,8718.0,4341.0,both
Georgia,GA,Thomas County,45649.0,22080.0,both
Georgia,GA,Tift County,41554.0,16989.0,both
Georgia,GA,Toombs County,27040.0,10912.0,both
Georgia,GA,Towns County,13035.0,8838.0,both
Georgia,GA,Treutlen County,6341.0,3121.0,both
Georgia,GA,Troup County,70742.0,31304.0,both
Georgia,GA,Turner County,8909.0,3833.0,both
Georgia,GA,Twiggs County,7691.0,4456.0,both
Georgia,GA,Union County,27124.0,17880.0,both
Georgia,GA,Upson County,28263.0,13662.0,both
Georgia,GA,Walker County,69489.0,32086.0,both
Georgia,GA,Walton County,106702.0,58376.0,both
Georgia,GA,Ware County,36243.0,14392.0,both
Georgia,GA,Warren County,5106.0,2592.0,both
Georgia,GA,Washington County,19820.0,9493.0,both
Georgia,GA,Wayne County,31373.0,13561.0,both
Georgia,GA,Webster County,2337.0,1336.0,both
Georgia,GA,Wheeler County,7081.0,2276.0,both
Georgia,GA,White County,29026.0,16825.0,both
Georgia,GA,Whitfield County,103687.0,39828.0,both
Georgia,GA,Wilcox County,8779.0,3347.0,both
Georgia,GA,Wilkes County,9518.0,5098.0,both
Georgia,GA,Wilkinson County,8725.0,4908.0,both
Georgia,GA,Worth County,20273.0,9309.0,both
Hawaii,HI,Hawaii County,207615.0,82823.0,both
Hawaii,HI,Honolulu County,989408.0,340921.0,both
Hawaii,HI,Kalawao County,81.0,18.0,both
Hawaii,HI,Kauai County,73851.0,30064.0,both
Hawaii,HI,Maui County,164183.0,62893.0,both
Iowa,IA,Adair County,7389.0,4064.0,both
Iowa,IA,Adams County,3544.0,2131.0,both
Iowa,IA,Allamakee County,14074.0,7303.0,both
Iowa,IA,Appanoose County,12119.0,6466.0,both
Iowa,IA,Audubon County,5534.0,3239.0,both
Iowa,IA,Benton County,25796.0,14470.0,both
Iowa,IA,Black Hawk County,130471.0,62653.0,both
Iowa,IA,Boone County,26590.0,15346.0,both
Iowa,IA,Bremer County,25307.0,14556.0,both
Iowa,IA,Buchanan County,20691.0,10714.0,both
Iowa,IA,Buena Vista County,20567.0,7516.0,both
Iowa,IA,Butler County,14172.0,8027.0,both
Iowa,IA,Calhoun County,9763.0,5093.0,both
Iowa,IA,Carroll County,20522.0,11120.0,both
Iowa,IA,Cass County,13130.0,7195.0,both
Iowa,IA,Cedar County,18302.0,10624.0,both
Iowa,IA,Cerro Gordo County,42406.0,22942.0,both
Iowa,IA,Cherokee County,11605.0,6089.0,both
Iowa,IA,Chickasaw County,11658.0,6230.0,both
Iowa,IA,Clarke County,9588.0,4459.0,both
Iowa,IA,Clay County,16511.0,8514.0,both
Iowa,IA,Clayton County,16969.0,9381.0,both
Iowa,IA,Clinton County,46158.0,23813.0,both
Iowa,IA,Crawford County,16013.0,6525.0,both
Iowa,IA,Dallas County,111092.0,62633.0,both
Iowa,IA,Davis County,9169.0,3950.0,both
Iowa,IA,Decatur County,7665.0,3727.0,both
Iowa,IA,Delaware County,17600.0,10112.0,both
Iowa,IA,Des Moines County,38253.0,18998.0,both
Iowa,IA,Dickinson County,18056.0,11192.0,both
Iowa,IA,Dubuque County,98887.0,52566.0,both
Iowa,IA,Emmet County,9229.0,4786.0,both
Iowa,IA,Fayette County,19210.0,9817.0,both
Iowa,IA,Floyd County,15326.0,7625.0,both
Iowa,IA,Franklin County,9875.0,4885.0,both
Iowa,IA,Fremont County,6458.0,3785.0,both
Iowa,IA,Greene County,8584.0,4874.0,both
Iowa,IA,Grundy County,12384.0,7131.0,both
Iowa,IA,Guthrie County,10722.0,6514.0,both
Iowa,IA,Hamilton County,14729.0,7573.0,both
Iowa,IA,Hancock County,10615.0,5933.0,both
Iowa,IA,Hardin County,16463.0,8434.0,both
Iowa,IA,Harrison County,14670.0,7938.0,both
Iowa,IA,Henry County,19547.0,9574.0,both
Iowa,IA,Howard County,9376.0,4837.0,both
Iowa,IA,Humboldt County,9500.0,5067.0,both
Iowa,IA,Ida County,6833.0,3642.0,both
Iowa,IA,Iowa County,16381.0,9617.0,both
Iowa,IA,Jackson County,19342.0,10782.0,both
Iowa,IA,Jasper County,37919.0,20149.0,both
Iowa,IA,Jefferson County,15440.0,8317.0,both
Iowa,IA,Johnson County,157528.0,86068.0,both
Iowa,IA,Jones County,20900.0,10949.0,both
Iowa,IA,Keokuk County,9914.0,5142.0,both
Iowa,IA,Kossuth County,14396.0,8376.0,both
Iowa,IA,Lee County,32565.0,16154.0,both
Iowa,IA,Linn County,228972.0,122369.0,both
Iowa,IA,Louisa County,10513.0,5136.0,both
Iowa,IA,Lucas County,8747.0,4639.0,both
Iowa,IA,Lyon County,12324.0,6984.0,both
Iowa,IA,Madison County,16971.0,9995.0,both
Iowa,IA,Mahaska County,21874.0,10910.0,both
Iowa,IA,Marion County,33770.0,19490.0,both
Iowa,IA,Marshall County,40014.0,17217.0,both
Iowa,IA,Mills County,14633.0,8223.0,both
Iowa,IA,Mitchell County,10518.0,5757.0,both
Iowa,IA,Monona County,8493.0,4616.0,both
Iowa,IA,Monroe County,7504.0,4146.0,both
Iowa,IA,Montgomery County,10139.0,5061.0,both
Iowa,IA,Muscatine County,42218.0,19695.0,both
Iowa,IA,O'Brien County,14012.0,7501.0,both
Iowa,IA,Osceola County,5978.0,3219.0,both
Iowa,IA,Page County,15014.0,7297.0,both
Iowa,IA,Palo Alto County,8810.0,4976.0,both
Iowa,IA,Plymouth County,25722.0,13931.0,both
Iowa,IA,Pocahontas County,6976.0,3573.0,both
Iowa,IA,Polk County,505255.0,255563.0,both
Iowa,IA,Pottawattamie County,93179.0,44411.0,both
Iowa,IA,Poweshiek County,18453.0,9971.0,both
Iowa,IA,Ringgold County,4642.0,2683.0,both
Iowa,IA,Sac County,9686.0,5448.0,both
Iowa,IA,Scott County,174270.0,89743.0,both
Iowa,IA,Shelby County,11806.0,6486.0,both
Iowa,IA,Sioux County,36246.0,18881.0,both
Iowa,IA,Story County,98566.0,49200.0,both
Iowa,IA,Tama County,16833.0,8594.0,both
Iowa,IA,Taylor County,5924.0,3078.0,both
Iowa,IA,Union County,11906.0,5996.0,both
Iowa,IA,Van Buren County,7266.0,3622.0,both
Iowa,IA,Wapello County,35166.0,14571.0,both
Iowa,IA,Warren County,55205.0,32662.0,both
Iowa,IA,Washington County,22560.0,11551.0,both
Iowa,IA,Wayne County,6557.0,3119.0,both
Iowa,IA,Webster County,36485.0,16706.0,both
Iowa,IA,Winnebago County,10571.0,5627.0,both
Iowa,IA,Winneshiek County,19815.0,11927.0,both
Iowa,IA,Woodbury County,105951.0,42674.0,both
Iowa,IA,Worth County,7297.0,4278.0,both
Iowa,IA,Wright County,12656.0,5706.0,both
Idaho,ID,Ada County,524673.0,267340.0,both
Idaho,ID,Adams County,4903.0,2679.0,both
Idaho,ID,Bannock County,90400.0,39971.0,both
Idaho,ID,Bear Lake County,6766.0,3325.0,both
Idaho,ID,Benewah County,10369.0,5144.0,both
Idaho,ID,Bingham County,50395.0,20643.0,both
Idaho,ID,Blaine County,25041.0,13087.0,both
Idaho,ID,Boise County,8517.0,4910.0,both
Idaho,ID,Bonner County,52547.0,29698.0,both
Idaho,ID,Bonneville County,131366.0,56419.0,both
Idaho,ID,Boundary County,13557.0,7110.0,both
Idaho,ID,Butte County,2758.0,1494.0,both
Idaho,ID,Camas County,1232.0,728.0,both
Idaho,ID,Canyon County,257674.0,101001.0,both
Idaho,ID,Caribou County,7219.0,3456.0,both
Idaho,ID,Cassia County,25696.0,9557.0,both
Idaho,ID,Clark County,801.0,333.0,both
Idaho,ID,Clearwater County,9214.0,4418.0,both
Idaho,ID,Custer County,4523.0,2650.0,both
Idaho,ID,Elmore County,29724.0,10672.0,both
Idaho,ID,Franklin County,15494.0,7184.0,both
Idaho,ID,Fremont County,14196.0,6803.0,both
Idaho,ID,Gem County,21071.0,10620.0,both
Idaho,ID,Gooding County,16061.0,5918.0,both
Idaho,ID,Idaho County,17890.0,9858.0,both
Idaho,ID,Jefferson County,34198.0,15819.0,both
Idaho,ID,Jerome County,25479.0,7945.0,both
Idaho,ID,Kootenai County,185010.0,96340.0,both
Idaho,ID,Latah County,41301.0,20440.0,both
Idaho,ID,Lemhi County,8441.0,4873.0,both
Idaho,ID,Lewis County,3739.0,1843.0,both
Idaho,ID,Lincoln County,5450.0,1917.0,both
Idaho,ID,Madison County,54547.0,17358.0,both
Idaho,ID,Minidoka County,22480.0,7947.0,both
Idaho,ID,Nez Perce County,42987.0,20132.0,both
Idaho,ID,Oneida County,4953.0,2457.0,both
Idaho,ID,Owyhee County,12722.0,4950.0,both
Idaho,ID,Payette County,27279.0,11760.0,both
Idaho,ID,Power County,8253.0,3019.0,both
Idaho,ID,Shoshone County,14026.0,6130.0,both
Idaho,ID,Teton County,12549.0,6698.0,both
Idaho,ID,Twin Falls County,95156.0,37373.0,both
Idaho,ID,Valley County,12644.0,7240.0,both
Idaho,ID,Washington County,11425.0,5553.0,both
Illinois,IL,Adams County,64441.0,31744.0,both
Illinois,IL,Alexander County,4695.0,2271.0,both
Illinois,IL,Bond County,16450.0,7981.0,both
Illinois,IL,Boone County,53202.0,24216.0,both
Illinois,IL,Brown County,6294.0,2455.0,both
Illinois,IL,Bureau County,32729.0,15992.0,both
Illinois,IL,Calhoun County,4317.0,2680.0,both
Illinois,IL,Carroll County,15526.0,7836.0,both
Illinois,IL,Cass County,12596.0,5241.0,both
Illinois,IL,Champaign County,205644.0,88627.0,both
Illinois,IL,Christian County,33228.0,15534.0,both
Illinois,IL,Clark County,15088.0,8203.0,both
Illinois,IL,Clay County,12999.0,6766.0,both
Illinois,IL,Clinton County,36785.0,19215.0,both
Illinois,IL,Coles County,46060.0,21469.0,both
Illinois,IL,Cook County,5087072.0,2056800.0,both
Illinois,IL,Crawford County,18300.0,8927.0,both
Illinois,IL,Cumberland County,10261.0,5768.0,both
Illinois,IL,De Witt County,15365.0,7736.0,both
Illinois,IL,DeKalb County,100288.0,47186.0,both
Illinois,IL,Douglas County,19629.0,8404.0,both
Illinois,IL,DuPage County,921213.0,449660.0,both
Illinois,IL,Edgar County,16334.0,7906.0,both
Illinois,IL,Edwards County,5968.0,3288.0,both
Illinois,IL,Effingham County,34331.0,19062.0,both
Illinois,IL,Fayette County,21164.0,9601.0,both
Illinois,IL,Ford County,13250.0,6547.0,both
Illinois,IL,Franklin County,37138.0,17685.0,both
Illinois,IL,Fulton County,32541.0,16137.0,both
Illinois,IL,Gallatin County,4670.0,2529.0,both
Illinois,IL,Greene County,11543.0,6054.0,both
Illinois,IL,Grundy County,53578.0,26539.0,both
Illinois,IL,Hamilton County,7911.0,4181.0,both
Illinois,IL,Hancock County,17186.0,9058.0,both
Illinois,IL,Hardin County,3569.0,1925.0,both
Illinois,IL,Henderson County,6088.0,3462.0,both
Illinois,IL,Henry County,48448.0,25062.0,both
Illinois,IL,Iroquois County,26136.0,13307.0,both
Illinois,IL,Jackson County,52141.0,22331.0,both
Illinois,IL,Jasper County,9144.0,5421.0,both
Illinois,IL,Jefferson County,36320.0,16639.0,both
Illinois,IL,Jersey County,21091.0,11691.0,both
Illinois,IL,Jo Daviess County,21756.0,12385.0,both
Illinois,IL,Johnson County,13326.0,6103.0,both
Illinois,IL,Kane County,514982.0,222364.0,both
Illinois,IL,Kankakee County,105940.0,47515.0,both
Illinois,IL,Kendall County,139976.0,65970.0,both
Illinois,IL,Knox County,48411.0,22175.0,both
Illinois,IL,LaSalle County,108309.0,52432.0,both
Illinois,IL,Lake County,708760.0,309323.0,both
Illinois,IL,Lawrence County,14813.0,6103.0,both
Illinois,IL,Lee County,33654.0,16091.0,both
Illinois,IL,Livingston County,35320.0,16538.0,both
Illinois,IL,Logan County,27590.0,12555.0,both
Illinois,IL,Macon County,100591.0,45224.0,both
Illinois,IL,Macoupin County,44018.0,23403.0,both
Illinois,IL,Madison County,262752.0,132599.0,both
Illinois,IL,Marion County,36673.0,16756.0,both
Illinois,IL,Marshall County,11683.0,6127.0,both
Illinois,IL,Mason County,12523.0,6371.0,both
Illinois,IL,Massac County,13661.0,6676.0,both
Illinois,IL,McDonough County,26839.0,11940.0,both
Illinois,IL,McHenry County,312800.0,161699.0,both
Illinois,IL,McLean County,170441.0,86168.0,both
Illinois,IL,Menard County,11954.0,6423.0,both
Illinois,IL,Mercer County,15487.0,8345.0,both
Illinois,IL,Monroe County,34957.0,20889.0,both
Illinois,IL,Montgomery County,27663.0,13187.0,both
Illinois,IL,Morgan County,32140.0,14649.0,both
Illinois,IL,Moultrie County,14342.0,6523.0,both
Illinois,IL,Ogle County,51265.0,25749.0,both
Illinois,IL,Peoria County,177513.0,78731.0,both
Illinois,IL,Perry County,20503.0,9241.0,both
Illinois,IL,Piatt County,16714.0,9496.0,both
Illinois,IL,Pike County,14342.0,7506.0,both
Illinois,IL,Pope County,3707.0,2132.0,both
Illinois,IL,Pulaski County,4911.0,2377.0,both
Illinois,IL,Putnam County,5561.0,3331.0,both
Illinois,IL,Randolph County,29815.0,14332.0,both
Illinois,IL,Richland County,15488.0,7743.0,both
Illinois,IL,Rock Island County,141236.0,63267.0,both
Illinois,IL,Saline County,22873.0,10602.0,both
Illinois,IL,Sangamon County,193491.0,98845.0,both
Illinois,IL,Schuyler County,6733.0,3756.0,both
Illinois,IL,Scott County,4710.0,2587.0,both
Illinois,IL,Shelby County,20568.0,11664.0,both
Illinois,IL,St. Clair County,251018.0,119655.0,both
Illinois,IL,Stark County,5218.0,2761.0,both
Illinois,IL,Stephenson County,43105.0,20965.0,both
Illinois,IL,Tazewell County,129541.0,67966.0,both
Illinois,IL,Union County,16667.0,8224.0,both
Illinois,IL,Vermilion County,71652.0,29509.0,both
Illinois,IL,Wabash County,10942.0,5377.0,both
Illinois,IL,Warren County,16185.0,7432.0,both
Illinois,IL,Washington County,13536.0,7561.0,both
Illinois,IL,Wayne County,15761.0,8267.0,both
Illinois,IL,White County,13401.0,7064.0,both
Illinois,IL,Whiteside County,54498.0,26429.0,both
Illinois,IL,Will County,700728.0,324971.0,both
Illinois,IL,Williamson County,66706.0,32998.0,both
Illinois,IL,Winnebago County,280922.0,121048.0,both
Illinois,IL,Woodford County,38285.0,21113.0,both
Indiana,IN,Adams County,36288.0,13959.0,both
Indiana,IN,Allen County,394545.0,162979.0,both
Indiana,IN,Bartholomew County,84003.0,35464.0,both
Indiana,IN,Benton County,8729.0,3954.0,both
Indiana,IN,Blackford County,11893.0,5135.0,both
Indiana,IN,Boone County,76120.0,40062.0,both
Indiana,IN,Brown County,15653.0,8627.0,both
Indiana,IN,Carroll County,20525.0,9177.0,both
Indiana,IN,Cass County,37666.0,14207.0,both
Indiana,IN,Clark County,125467.0,58570.0,both
Indiana,IN,Clay County,26460.0,12050.0,both
Indiana,IN,Clinton County,32730.0,12443.0,both
Indiana,IN,Crawford County,10438.0,5011.0,both
Indiana,IN,Daviess County,33656.0,11445.0,both
Indiana,IN,DeKalb County,44198.0,19785.0,both
Indiana,IN,Dearborn County,51215.0,26588.0,both
Indiana,IN,Decatur County,26399.0,12111.0,both
Indiana,IN,Delaware County,112321.0,45736.0,both
Indiana,IN,Dubois County,43546.0,21406.0,both
Indiana,IN,Elkhart County,206409.0,69694.0,both
Indiana,IN,Fayette County,23362.0,9838.0,both
Indiana,IN,Floyd County,80809.0,41144.0,both
Indiana,IN,Fountain County,16731.0,7981.0,both
Indiana,IN,Franklin County,23096.0,12032.0,both
Indiana,IN,Fulton County,20358.0,8851.0,both
Indiana,IN,Gibson County,32904.0,15897.0,both
Indiana,IN,Grant County,66200.0,25133.0,both
Indiana,IN,Greene County,31196.0,14633.0,both
Indiana,IN,Hamilton County,371645.0,196441.0,both
Indiana,IN,Hancock County,86166.0,44431.0,both
Indiana,IN,Harrison County,40006.0,20440.0,both
Indiana,IN,Hendricks County,186387.0,83116.0,both
Indiana,IN,Henry County,48929.0,20592.0,both
Indiana,IN,Howard County,83831.0,38778.0,both
Indiana,IN,Huntington County,36781.0,17720.0,both
Indiana,IN,Jackson County,46460.0,18653.0,both
Indiana,IN,Jasper County,33535.0,15821.0,both
Indiana,IN,Jay County,20032.0,8102.0,both
Indiana,IN,Jefferson County,33056.0,14325.0,both
Indiana,IN,Jennings County,27622.0,11809.0,both
Indiana,IN,Johnson County,167819.0,77794.0,both
Indiana,IN,Knox County,36070.0,15105.0,both
Indiana,IN,Kosciusko County,80364.0,34855.0,both
Indiana,IN,LaGrange County,40907.0,10408.0,both
Indiana,IN,LaPorte County,111706.0,47529.0,both
Indiana,IN,Lake County,500598.0,209407.0,both
Indiana,IN,Lawrence County,45084.0,21209.0,both
Indiana,IN,Madison County,132504.0,55716.0,both
Indiana,IN,Marion County,968460.0,351910.0,both
Indiana,IN,Marshall County,46352.0,19540.0,both
Indiana,IN,Martin County,9897.0,4987.0,both
Indiana,IN,Miami County,35402.0,13977.0,both
Indiana,IN,Monroe County,139342.0,59099.0,both
Indiana,IN,Montgomery County,38573.0,16572.0,both
Indiana,IN,Morgan County,73227.0,35340.0,both
Indiana,IN,Newton County,13960.0,6601.0,both
Indiana,IN,Noble County,47430.0,18962.0,both
Indiana,IN,Ohio County,6004.0,3091.0,both
Indiana,IN,Orange County,19638.0,8590.0,both
Indiana,IN,Owen County,21532.0,9875.0,both
Indiana,IN,Parke County,16484.0,6653.0,both
Indiana,IN,Perry County,19209.0,8666.0,both
Indiana,IN,Pike County,12106.0,6009.0,both
Indiana,IN,Porter County,175335.0,84877.0,both
Indiana,IN,Posey County,25040.0,12972.0,both
Indiana,IN,Pulaski County,12385.0,5761.0,both
Indiana,IN,Putnam County,37567.0,16731.0,both
Indiana,IN,Randolph County,24216.0,10547.0,both
Indiana,IN,Ripley County,29227.0,14384.0,both
Indiana,IN,Rush County,16847.0,7655.0,both
Indiana,IN,Scott County,24657.0,10187.0,both
Indiana,IN,Shelby County,45231.0,19754.0,both
Indiana,IN,Spencer County,19910.0,10426.0,both
Indiana,IN,St. Joseph County,272848.0,110419.0,both
Indiana,IN,Starke County,23206.0,10478.0,both
Indiana,IN,Steuben County,34917.0,16354.0,both
Indiana,IN,Sullivan County,20757.0,8792.0,both
Indiana,IN,Switzerland County,10019.0,4257.0,both
Indiana,IN,Tippecanoe County,188792.0,66761.0,both
Indiana,IN,Tipton County,15256.0,7976.0,both
Indiana,IN,Union County,6973.0,3493.0,both
Indiana,IN,Vanderburgh County,179810.0,73794.0,both
Indiana,IN,Vermillion County,15417.0,7256.0,both
Indiana,IN,Vigo County,106153.0,40877.0,both
Indiana,IN,Wabash County,30670.0,13955.0,both
Indiana,IN,Warren County,8518.0,4370.0,both
Indiana,IN,Warrick County,65867.0,33082.0,both
Indiana,IN,Washington County,28205.0,12722.0,both
Indiana,IN,Wayne County,66127.0,26797.0,both
Indiana,IN,Wells County,28555.0,14100.0,both
Indiana,IN,White County,24917.0,11162.0,both
Indiana,IN,Whitley County,34742.0,17726.0,both
Kansas,KS,Allen County,12412.0,5600.0,both
Kansas,KS,Anderson County,7838.0,3791.0,both
Kansas,KS,Atchison County,16016.0,7255.0,both
Kansas,KS,Barber County,4071.0,2170.0,both
Kansas,KS,Barton County,24899.0,10570.0,both
Kansas,KS,Bourbon County,14408.0,6572.0,both
Kansas,KS,Brown County,9250.0,4258.0,both
Kansas,KS,Butler County,68632.0,32236.0,both
Kansas,KS,Chase County,2579.0,1462.0,both
Kansas,KS,Chautauqua County,3347.0,1527.0,both
Kansas,KS,Cherokee County,19054.0,8717.0,both
Kansas,KS,Cheyenne County,2636.0,1422.0,both
Kansas,KS,Clark County,1847.0,1014.0,both
Kansas,KS,Clay County,8007.0,4113.0,both
Kansas,KS,Cloud County,8854.0,4047.0,both
Kansas,KS,Coffey County,8251.0,4377.0,both
Kansas,KS,Comanche County,1655.0,874.0,both
Kansas,KS,Cowley County,34157.0,13505.0,both
Kansas,KS,Crawford County,38764.0,16334.0,both
Kansas,KS,Decatur County,2712.0,1452.0,both
Kansas,KS,Dickinson County,18445.0,9144.0,both
Kansas,KS,Doniphan County,7493.0,3577.0,both
Kansas,KS,Douglas County,120553.0,58041.0,both
Kansas,KS,Edwards County,2733.0,1269.0,both
Kansas,KS,Elk County,2467.0,1338.0,both
Kansas,KS,Ellis County,28810.0,13511.0,both
Kansas,KS,Ellsworth County,6357.0,2758.0,both
Kansas,KS,Finney County,37466.0,10782.0,both
Kansas,KS,Ford County,33980.0,8224.0,both
Kansas,KS,Franklin County,26125.0,12708.0,both
Kansas,KS,Geary County,35047.0,9163.0,both
Kansas,KS,Gove County,2735.0,1396.0,both
Kansas,KS,Graham County,2376.0,1287.0,both
Kansas,KS,Grant County,7147.0,2220.0,both
Kansas,KS,Gray County,5743.0,2193.0,both
Kansas,KS,Greeley County,1181.0,593.0,both
Kansas,KS,Greenwood County,5870.0,2884.0,both
Kansas,KS,Hamilton County,2437.0,815.0,both
Kansas,KS,Harper County,5435.0,2555.0,both
Kansas,KS,Harvey County,33504.0,16086.0,both
Kansas,KS,Haskell County,3630.0,1278.0,both
Kansas,KS,Hodgeman County,1655.0,966.0,both
Kansas,KS,Jackson County,13368.0,6474.0,both
Kansas,KS,Jefferson County,18327.0,9927.0,both
Kansas,KS,Jewell County,2847.0,1574.0,both
Kansas,KS,Johnson County,622237.0,343780.0,both
Kansas,KS,Kearny County,3823.0,1301.0,both
Kansas,KS,Kingman County,7066.0,3947.0,both
Kansas,KS,Kiowa County,2374.0,1107.0,both
Kansas,KS,Labette County,19728.0,7921.0,both
Kansas,KS,Lane County,1529.0,843.0,both
Kansas,KS,Leavenworth County,83518.0,36547.0,both
Kansas,KS,Lincoln County,2920.0,1507.0,both
Kansas,KS,Linn County,9860.0,5016.0,both
Kansas,KS,Logan County,2665.0,1400.0,both
Kansas,KS,Lyon County,32172.0,13256.0,both
Kansas,KS,Marion County,11690.0,5870.0,both
Kansas,KS,Marshall County,9933.0,4968.0,both
Kansas,KS,McPherson County,30091.0,14104.0,both
Kansas,KS,Meade County,3911.0,1695.0,both
Kansas,KS,Miami County,35320.0,18685.0,both
Kansas,KS,Mitchell County,5719.0,3172.0,both
Kansas,KS,Montgomery County,30568.0,12441.0,both
Kansas,KS,Morris County,5334.0,2792.0,both
Kansas,KS,Morton County,2580.0,1060.0,both
Kansas,KS,Nemaha County,10114.0,5620.0,both
Kansas,KS,Neosho County,15420.0,6784.0,both
Kansas,KS,Ness County,2618.0,1363.0,both
Kansas,KS,Norton County,5330.0,2270.0,both
Kansas,KS,Osage County,15824.0,7892.0,both
Kansas,KS,Osborne County,3427.0,1774.0,both
Kansas,KS,Ottawa County,5818.0,3003.0,both
Kansas,KS,Pawnee County,6126.0,2675.0,both
Kansas,KS,Phillips County,4761.0,2747.0,both
Kansas,KS,Pottawatomie County,26382.0,13472.0,both
Kansas,KS,Pratt County,9082.0,4082.0,both
Kansas,KS,Rawlins County,2463.0,1403.0,both
Kansas,KS,Reno County,61497.0,26940.0,both
Kansas,KS,Republic County,4627.0,2443.0,both
Kansas,KS,Rice County,9260.0,3966.0,both
Kansas,KS,Riley County,71402.0,24313.0,both
Kansas,KS,Rooks County,4778.0,2534.0,both
Kansas,KS,Rush County,2830.0,1606.0,both
Kansas,KS,Russell County,6723.0,3301.0,both
Kansas,KS,Saline County,53098.0,23226.0,both
Kansas,KS,Scott County,4922.0,2135.0,both
Kansas,KS,Sedgwick County,528469.0,214152.0,both
Kansas,KS,Seward County,21067.0,4565.0,both
Kansas,KS,Shawnee County,177746.0,81819.0,both
Kansas,KS,Sheridan County,2423.0,1373.0,both
Kansas,KS,Sherman County,5844.0,2593.0,both
Kansas,KS,Smith County,3590.0,2006.0,both
Kansas,KS,Stafford County,3909.0,1909.0,both
Kansas,KS,Stanton County,1901.0,664.0,both
Kansas,KS,Stevens County,5077.0,1835.0,both
Kansas,KS,Sumner County,22334.0,10549.0,both
Kansas,KS,Thomas County,7865.0,3664.0,both
Kansas,KS,Trego County,2731.0,1587.0,both
Kansas,KS,Wabaunsee County,7057.0,3836.0,both
Kansas,KS,Wallace County,1509.0,748.0,both
Kansas,KS,Washington County,5504.0,2700.0,both
Kansas,KS,Wichita County,2082.0,860.0,both
Kansas,KS,Wilson County,8382.0,3603.0,both
Kansas,KS,Woodson County,3115.0,1506.0,both
Kansas,KS,Wyandotte County,165281.0,50602.0,both
Kentucky,KY,Adair County,19264.0,8971.0,both
Kentucky,KY,Allen County,21788.0,9418.0,both
Kentucky,KY,Anderson County,24613.0,13090.0,both
Kentucky,KY,Ballard County,7582.0,4088.0,both
Kentucky,KY,Barren County,45008.0,19799.0,both
Kentucky,KY,Bath County,12975.0,5389.0,both
Kentucky,KY,Bell County,23317.0,9337.0,both
Kentucky,KY,Boone County,140496.0,67382.0,both
Kentucky,KY,Bourbon County,20134.0,9535.0,both
Kentucky,KY,Boyd County,47826.0,20951.0,both
Kentucky,KY,Boyle County,30988.0,14371.0,both
Kentucky,KY,Bracken County,8426.0,4146.0,both
Kentucky,KY,Breathitt County,12953.0,5113.0,both
Kentucky,KY,Breckinridge County,21124.0,10046.0,both
Kentucky,KY,Bullitt County,84863.0,43187.0,both
Kentucky,KY,Butler County,12375.0,5942.0,both
Kentucky,KY,Caldwell County,12551.0,6188.0,both
Kentucky,KY,Calloway County,38280.0,16936.0,both
Kentucky,KY,Campbell County,93702.0,48302.0,both
Kentucky,KY,Carlisle County,4704.0,2610.0,both
Kentucky,KY,Carroll County,10987.0,4025.0,both
Kentucky,KY,Carter County,26366.0,11420.0,both
Kentucky,KY,Casey County,15918.0,7080.0,both
Kentucky,KY,Christian County,72032.0,21671.0,both
Kentucky,KY,Clark County,37304.0,17868.0,both
Kentucky,KY,Clay County,19648.0,7517.0,both
Kentucky,KY,Clinton County,9148.0,4880.0,both
Kentucky,KY,Crittenden County,8974.0,4008.0,both
Kentucky,KY,Cumberland County,6000.0,3439.0,both
Kentucky,KY,Daviess County,103458.0,47067.0,both
Kentucky,KY,Edmonson County,12448.0,6247.0,both
Kentucky,KY,Elliott County,7245.0,2911.0,both
Kentucky,KY,Estill County,13936.0,6289.0,both
Kentucky,KY,Fayette County,320154.0,143762.0,both
