state_name,state_code,county_name,population,total_votes,turnout,college_educated,households_total,households_mean_income,households_median_income,families_total,families_mean_income,families_median_income,_merge
Mississippi,MS,Madison County,112511.0,55710.0,0.4951515851783381,37807,43097,119928,78794,28918,146061,102157,both
Mississippi,MS,Marion County,24224.0,11188.0,0.4618560105680317,2179,9199,67117,42320,6157,81878,52132,both
Mississippi,MS,Marshall County,34123.0,14983.0,0.43908800515781143,3570,12798,73205,51875,8708,85974,63882,both
Mississippi,MS,Monroe County,33609.0,16069.0,0.4781159808384659,4031,13673,69070,51231,9290,83577,67209,both
Mississippi,MS,Montgomery County,9600.0,4424.0,0.4608333333333333,1386,3787,62379,45057,2285,78457,52307,both
Mississippi,MS,Neshoba County,28789.0,10861.0,0.37726214873736497,3164,10285,67191,53087,7045,76732,59215,both
Mississippi,MS,Newton County,21019.0,9323.0,0.4435510728388601,2468,7697,74698,50426,5007,93595,65074,both
Mississippi,MS,Noxubee County,9914.0,4449.0,0.44875933024006454,752,3786,48133,38814,2442,58100,45205,both
Mississippi,MS,Oktibbeha County,51203.0,18051.0,0.3525379372302404,14132,21300,69056,43482,10523,96331,75670,both
Mississippi,MS,Panola County,32669.0,14422.0,0.4414582631852827,3547,12382,62656,43990,8051,75168,62542,both
Mississippi,MS,Pearl River County,57978.0,24671.0,0.4255234744213322,6388,21489,71898,56535,14462,84614,72490,both
Mississippi,MS,Perry County,11315.0,5539.0,0.4895271763146266,936,4552,61862,50435,2728,68479,52454,both
Mississippi,MS,Pike County,39394.0,15485.0,0.39308016449205463,4212,15226,57646,41578,8856,67379,49545,both
Mississippi,MS,Pontotoc County,31535.0,14068.0,0.446107499603615,3918,11682,69978,52741,8321,83025,71232,both
Mississippi,MS,Prentiss County,25135.0,10381.0,0.4130097473642331,3309,9363,72927,51466,6395,89011,65485,both
Mississippi,MS,Quitman County,5546.0,2677.0,0.4826902271907681,666,2653,47613,32131,1660,57579,48095,both
Mississippi,MS,Rankin County,160417.0,69678.0,0.4343554610795614,37664,59624,97152,77454,41012,114588,95693,both
Mississippi,MS,Scott County,27507.0,9891.0,0.35958119751336026,2145,9668,63183,48492,6911,74175,57013,both
Mississippi,MS,Sharkey County,3336.0,1766.0,0.5293764988009593,377,1400,58845,35741,924,65756,55313,both
Mississippi,MS,Simpson County,25715.0,11094.0,0.4314213494069609,2967,9573,77692,54111,6954,89318,65097,both
Mississippi,MS,Smith County,14099.0,7676.0,0.544435775586921,1374,5397,63988,51396,3606,77601,68577,both
Mississippi,MS,Stone County,18756.0,7919.0,0.422211558967797,1791,6616,73281,59307,4960,83096,75761,both
Mississippi,MS,Sunflower County,24468.0,7876.0,0.3218898152689227,3020,8058,55026,40265,5064,64877,48755,both
Mississippi,MS,Tallahatchie County,11837.0,5012.0,0.423418095801301,1141,4322,55647,37383,2846,67242,49346,both
Mississippi,MS,Tate County,28261.0,12861.0,0.4550794380949011,3981,10720,76186,63995,7869,84372,71642,both
Mississippi,MS,Tippah County,21287.0,9591.0,0.4505566777845634,2363,7896,70578,51141,5719,77878,59066,both
Mississippi,MS,Tishomingo County,18507.0,9050.0,0.48900416058788565,2290,8633,64019,46257,5273,85164,71769,both
Mississippi,MS,Tunica County,9234.0,2668.0,0.28893220706086203,978,3600,56787,38402,1950,74862,53154,both
Mississippi,MS,Union County,28284.0,12478.0,0.4411681516051478,3385,10000,76400,56807,6958,89270,72980,both
Mississippi,MS,Walthall County,13863.0,6529.0,0.47096588040106757,1346,5400,68770,45444,3524,89620,64304,both
Mississippi,MS,Warren County,42298.0,18298.0,0.43259728592368435,8109,16816,81976,56648,10837,96465,77377,both
Mississippi,MS,Washington County,41946.0,14540.0,0.34663615124207314,6156,17227,58434,40117,10193,70984,50574,both
Mississippi,MS,Wayne County,19703.0,9119.0,0.46282292036745676,2127,7446,63668,36791,4774,81807,58507,both
Mississippi,MS,Webster County,9988.0,5095.0,0.5101121345614738,1389,4101,67874,59964,2825,82747,73271,both
Mississippi,MS,Wilkinson County,8058.0,2931.0,0.3637379002233805,703,3436,53217,35930,1740,70668,49091,both
Mississippi,MS,Winston County,17416.0,8384.0,0.4813964170877354,2285,7070,68306,49071,4346,76116,57757,both
Mississippi,MS,Yalobusha County,12386.0,5878.0,0.47456806071370905,1131,5037,59840,49171,3183,70019,61944,both
Mississippi,MS,Yazoo County,25796.0,8971.0,0.34776709567374786,2736,8892,56767,40974,5585,66903,54480,both
Missouri,MO,Adair County,25122.0,10234.0,0.4073720245203407,5662,8911,91227,56583,5034,125025,78619,both
Missouri,MO,Andrew County,18127.0,9846.0,0.5431676504661554,3575,6975,89386,74007,4863,106277,91780,both
Missouri,MO,Atchison County,5107.0,2713.0,0.5312316428431565,886,2295,76140,59260,1458,89339,68640,both
Missouri,MO,Audrain County,24394.0,10519.0,0.4312125932606379,2797,8991,71849,56232,5809,81364,70874,both
Missouri,MO,Barry County,35265.0,16160.0,0.45824471855947824,3536,13360,80282,56611,9345,94063,68778,both
Missouri,MO,Barton County,11731.0,6014.0,0.5126587673685108,1475,4425,65483,49503,2973,79933,66750,both
Missouri,MO,Bates County,16242.0,8340.0,0.5134835611377909,1762,5975,73202,57914,4134,88362,76324,both
Missouri,MO,Benton County,20552.0,10769.0,0.5239879330478786,2475,8166,68388,52200,5262,83736,67010,both
Missouri,MO,Bollinger County,10544.0,6161.0,0.5843133535660091,1070,3887,65633,57286,2590,80608,75639,both
Missouri,MO,Boone County,189463.0,89978.0,0.47491066857381126,61832,75084,95070,69913,42034,125641,100150,both
Missouri,MO,Buchanan County,82956.0,35737.0,0.4307946381214138,14020,33398,80717,59423,19846,96101,72210,both
Missouri,MO,Butler County,41948.0,17859.0,0.4257413941069896,4524,16490,66403,49213,9997,78950,63988,both
Missouri,MO,Caldwell County,8955.0,4703.0,0.5251814628699051,1158,3591,77596,62520,2345,92126,74936,both
Missouri,MO,Callaway County,44731.0,21447.0,0.4794661420491382,8216,16203,88969,72645,11106,103424,86663,both
Missouri,MO,Camden County,44044.0,25548.0,0.5800563073290346,8371,17170,87539,62927,11463,104688,80006,both
Missouri,MO,Cape Girardeau County,82984.0,40336.0,0.48606960377904174,19335,32544,88767,68912,19850,107210,88478,both
Missouri,MO,Carroll County,8391.0,4528.0,0.539625789536408,1216,3443,79090,61712,2245,96168,76375,both
Missouri,MO,Carter County,5303.0,2862.0,0.5396945125400716,497,1965,65018,45083,1232,79346,59479,both
Missouri,MO,Cass County,111732.0,59327.0,0.5309759066337307,22505,42311,105071,87413,30753,119652,103801,both
Missouri,MO,Cedar County,14672.0,7187.0,0.48984460196292257,1861,5636,74308,45577,3432,98203,67000,both
Missouri,MO,Chariton County,7399.0,4088.0,0.5525070955534531,1011,2655,76981,63307,1838,92121,75912,both
Missouri,MO,Christian County,94422.0,50770.0,0.537692486920421,20730,34256,102125,81245,25660,116140,94709,both
Missouri,MO,Clark County,6641.0,3333.0,0.501882246649601,631,2265,70553,51458,1455,88541,71166,both
Missouri,MO,Clay County,259772.0,130063.0,0.5006813667369847,65213,101008,105515,86150,67078,123599,103627,both
Missouri,MO,Clinton County,21548.0,11228.0,0.5210692407648042,3474,8238,88767,70625,5066,112037,93107,both
Missouri,MO,Cole County,77278.0,40128.0,0.51926809700044,20913,30746,91246,73273,18827,112936,98183,both
Missouri,MO,Cooper County,16947.0,8833.0,0.5212131940756476,2870,6169,79256,67548,4207,93614,85395,both
Missouri,MO,Crawford County,22719.0,10829.0,0.4766495004181522,2102,9468,77661,56345,6293,95425,71757,both
Missouri,MO,Dade County,7716.0,4185.0,0.5423794712286159,854,3038,70733,49899,2019,83620,67524,both
Missouri,MO,Dallas County,17768.0,8440.0,0.475011256190905,1931,6621,68856,53177,4916,79199,64811,both
Missouri,MO,Daviess County,8551.0,3925.0,0.4590106420301719,1081,3071,81647,60665,2122,96769,72500,both
Missouri,MO,DeKalb County,9899.0,4814.0,0.48631174866148097,1265,3775,80382,69093,2333,98517,90096,both
Missouri,MO,Dent County,14647.0,7103.0,0.48494572267358504,1879,5675,66341,54306,3645,78241,63131,both
Missouri,MO,Douglas County,12228.0,7289.0,0.5960909388289173,1383,4688,72916,49828,3190,89912,63605,both
Missouri,MO,Dunklin County,27032.0,10051.0,0.37181858538029,2370,11165,66097,47368,7112,81371,63325,both
Missouri,MO,Franklin County,106404.0,55454.0,0.5211646178715086,17855,42267,90460,71973,28759,105773,89085,both
Missouri,MO,Gasconade County,14705.0,7996.0,0.5437606256375382,2098,6037,85449,65096,4079,97430,75554,both
Missouri,MO,Gentry County,6287.0,3292.0,0.5236201686018769,878,2402,75900,57458,1485,96955,74779,both
Missouri,MO,Greene County,304611.0,143935.0,0.47252069032306776,69566,131708,80453,57488,74671,101606,77501,both
Missouri,MO,Grundy County,9815.0,4400.0,0.44829342842587877,1077,3828,76823,53839,2239,88981,71250,both
Missouri,MO,Harrison County,8220.0,3845.0,0.4677615571776156,999,3064,63860,53364,1954,76819,66577,both
Missouri,MO,Henry County,22485.0,10932.0,0.4861907938625751,2593,9248,76598,56621,5759,88604,67141,both
Missouri,MO,Hickory County,8718.0,5120.0,0.5872906629961,782,3457,47120,35084,1886,61934,51528,both
Missouri,MO,Holt County,4248.0,2352.0,0.5536723163841808,646,1722,80729,58516,1117,91727,72757,both
Missouri,MO,Howard County,10101.0,4955.0,0.49054549054549057,1962,3469,83267,62628,2355,95143,78773,both
Missouri,MO,Howell County,40735.0,18963.0,0.4655210506935068,4861,15997,64950,49814,10438,77304,59294,both
Missouri,MO,Iron County,9440.0,4517.0,0.4784957627118644,1287,3803,64673,51161,2538,78073,71835,both
Missouri,MO,Jackson County,718560.0,317702.0,0.44213705188154084,171582,302726,89895,67178,170546,110975,88669,both
Missouri,MO,Jasper County,125056.0,53756.0,0.4298554247697032,21457,48367,75406,57525,30873,90691,71842,both
Missouri,MO,Jefferson County,231230.0,119287.0,0.5158802923496086,39244,87025,96337,80522,61435,108983,94684,both
Missouri,MO,Johnson County,54962.0,23591.0,0.4292238273716386,10017,20680,82729,67123,12918,100638,84892,both
Missouri,MO,Knox County,3723.0,1810.0,0.48616706956755307,444,1214,67196,53333,719,89155,69679,both
Missouri,MO,Laclede County,36680.0,17076.0,0.4655398037077426,3885,14453,68851,50825,9495,80563,63063,both
Missouri,MO,Lafayette County,33196.0,17244.0,0.5194601759248102,5679,12438,91942,79091,8694,104002,94859,both
Missouri,MO,Lawrence County,38872.0,18417.0,0.4737857583864993,4409,14694,71034,55849,9742,82715,71404,both
Missouri,MO,Lewis County,9818.0,4484.0,0.45671216133632103,1080,3216,68625,52340,1866,91708,76250,both
Missouri,MO,Lincoln County,64699.0,32129.0,0.4965919102304518,7948,22420,95743,85276,16412,107377,95040,both
Missouri,MO,Linn County,11791.0,5684.0,0.4820625901111017,1673,4804,81761,61975,3132,92173,73841,both
Missouri,MO,Livingston County,14557.0,6871.0,0.47200659476540496,1896,5523,80131,60148,3517,95427,78258,both
Missouri,MO,Macon County,15161.0,7838.0,0.5169843677857661,2064,5947,70099,58318,3801,83693,74093,both
Missouri,MO,Madison County,12698.0,5753.0,0.4530634745629233,1393,4604,79585,58435,3410,96324,71831,both
Missouri,MO,Maries County,8430.0,4786.0,0.5677342823250296,1012,3536,74425,61359,2246,90631,76328,both
Missouri,MO,Marion County,28336.0,13148.0,0.4640033879164314,5154,11253,77702,63908,7402,88493,77421,both
Missouri,MO,McDonald County,23903.0,9338.0,0.3906622599673681,2164,8512,66339,48145,5919,72172,54600,both
Missouri,MO,Mercer County,3469.0,1792.0,0.5165753819544537,437,1288,68290,60357,809,79306,70673,both
Missouri,MO,Miller County,25590.0,13009.0,0.5083626416568973,3751,10034,74505,55172,6225,95237,77605,both
Missouri,MO,Mississippi County,11822.0,4449.0,0.3763322618846219,1230,4559,58113,46258,2969,67639,53528,both
Missouri,MO,Moniteau County,15256.0,7273.0,0.4767304667016256,1882,5774,78901,65161,3804,94311,85598,both
Missouri,MO,Monroe County,8698.0,4376.0,0.5031041618762934,1099,3461,64338,48299,2080,84560,72753,both
Missouri,MO,Montgomery County,11459.0,5996.0,0.5232568286936032,1337,4589,73885,61042,3053,88321,74104,both
Missouri,MO,Morgan County,21970.0,9733.0,0.4430131998179335,2266,8198,75808,49663,5292,96283,68371,both
Missouri,MO,New Madrid County,15424.0,6811.0,0.4415845435684647,1541,6796,68154,49237,4407,79515,63382,both
Missouri,MO,Newton County,60677.0,29083.0,0.47930846943652455,9445,22084,86775,64583,15773,101556,78056,both
Missouri,MO,Nodaway County,20695.0,9682.0,0.46784247402754287,3671,8389,71121,55970,4569,92550,80632,both
Missouri,MO,Oregon County,8720.0,4612.0,0.5288990825688074,907,3360,58556,44259,2364,65667,54886,both
Missouri,MO,Osage County,13468.0,7725.0,0.5735818235818236,2353,5173,104002,75355,3556,131161,96100,both
Missouri,MO,Ozark County,8970.0,4779.0,0.5327759197324414,828,3583,69410,42329,2460,84204,55398,both
Missouri,MO,Pemiscot County,14613.0,5270.0,0.36063778827071785,1278,6231,63715,40748,3903,76871,50355,both
Missouri,MO,Perry County,18950.0,9823.0,0.5183641160949868,3020,7323,82644,63356,4784,97425,81364,both
Missouri,MO,Pettis County,43530.0,18877.0,0.43365495060877557,5546,16937,78089,60232,10931,89103,72955,both
Missouri,MO,Phelps County,45284.0,19294.0,0.4260666018902924,9555,17644,72483,55427,10657,92431,71691,both
Missouri,MO,Pike County,17935.0,7824.0,0.43624198494563704,2099,6451,74695,57572,4388,89209,80577,both
Missouri,MO,Platte County,111940.0,57787.0,0.5162319099517598,35543,43316,122134,95748,28741,147427,118570,both
Missouri,MO,Polk County,32780.0,15817.0,0.48251982916412445,4620,11957,73323,56686,8323,86667,70715,both
Missouri,MO,Pulaski County,53812.0,15545.0,0.2888760871181149,9376,16434,78175,66435,10797,90800,82505,both
Missouri,MO,Putnam County,4638.0,2380.0,0.513152220784821,668,1874,72634,56875,1039,92975,74602,both
Missouri,MO,Ralls County,10489.0,5777.0,0.5507674706835732,1341,3959,79625,62054,2882,94132,81887,both
Missouri,MO,Randolph County,24109.0,11025.0,0.45729810444232444,2981,9252,69996,55310,5887,82730,71557,both
Missouri,MO,Ray County,23182.0,11662.0,0.5030627210766975,2513,9046,92398,72152,6365,101806,85256,both
Missouri,MO,Reynolds County,5950.0,3057.0,0.513781512605042,700,2312,59796,44357,1500,70646,56705,both
Missouri,MO,Ripley County,10806.0,5804.0,0.5371090135110124,1030,4030,58240,43898,2721,71888,62148,both
Missouri,MO,Saline County,23049.0,9330.0,0.4047897956527398,4028,8008,74941,56566,4981,91629,79093,both
Missouri,MO,Schuyler County,4053.0,1945.0,0.47989143844066123,310,1251,65975,56023,811,80560,64851,both
Missouri,MO,Scotland County,4676.0,1918.0,0.4101796407185629,484,1543,86058,67568,1082,100228,77557,both
Missouri,MO,Scott County,37889.0,17418.0,0.4597112618438069,5711,15163,78589,58847,9926,91456,72811,both
Missouri,MO,Shannon County,7238.0,4013.0,0.5544349267753523,768,2802,62622,59000,1915,72802,67136,both
Missouri,MO,Shelby County,5931.0,3262.0,0.5499915697184286,766,2374,68661,52127,1533,79709,65923,both
Missouri,MO,St. Charles County,416659.0,226052.0,0.5425347826400005,124880,158682,127112,102912,111142,146561,122939,both
Missouri,MO,St. Clair County,9752.0,4987.0,0.5113822805578343,954,4090,60329,46731,2427,74132,61803,both
Missouri,MO,St. Francois County,67058.0,28614.0,0.4267052402397924,7641,24113,73573,54813,16030,84436,65473,both
Missouri,MO,St. Louis County,987059.0,502356.0,0.5089422212856577,342204,414739,121117,81340,257582,152088,108392,both
Missouri,MO,St. Louis city,281754.0,116082.0,0.4119977001213825,91321,144450,78097,55279,60848,102530,75720,both
Missouri,MO,Ste. Genevieve County,18642.0,9775.0,0.5243536101276687,2545,7113,85768,61310,4948,102589,85892,both
Missouri,MO,Stoddard County,28397.0,13599.0,0.47888861499454166,3373,11393,67216,54067,7572,79222,69064,both
Missouri,MO,Stone County,32658.0,19122.0,0.5855226896931839,5826,13161,78728,61323,8911,91160,71635,both
Missouri,MO,Sullivan County,5797.0,2463.0,0.42487493531136794,629,2040,68319,55500,1182,85396,69043,both
Missouri,MO,Taney County,56775.0,26811.0,0.47223249669749007,10511,22145,78210,58258,14523,95712,70381,both
Missouri,MO,Texas County,25619.0,11525.0,0.44986143096920256,2850,9532,60833,48055,6322,74798,62127,both
Missouri,MO,Vernon County,19710.0,8973.0,0.4552511415525114,2596,7815,66354,54519,4735,81001,71250,both
Missouri,MO,Warren County,37806.0,20094.0,0.5315029360418981,5101,13414,97919,77989,9739,110291,91618,both
Missouri,MO,Washington County,23534.0,10235.0,0.43490269397467496,2092,8864,75326,51886,6237,80430,65802,both
Missouri,MO,Wayne County,10811.0,5847.0,0.5408380353343817,914,4503,57999,43393,2683,73712,56997,both
Missouri,MO,Webster County,41472.0,19808.0,0.47762345679012347,4961,13751,83200,69731,10232,91508,79282,both
Missouri,MO,Worth County,1907.0,1105.0,0.5794441531200839,246,798,67906,46167,454,86789,68000,both
Missouri,MO,Wright County,19403.0,8978.0,0.4627119517600371,1912,6964,59814,47304,4880,69820,56306,both
Montana,MT,Beaverhead County,9885.0,5794.0,0.586140617096611,2522,4121,75421,58072,2308,95627,77135,both
Montana,MT,Big Horn County,12751.0,4470.0,0.35056074033409146,1632,3691,70442,56680,2559,81625,64275,both
Montana,MT,Blaine County,6899.0,3019.0,0.43759965212349616,1159,2297,78155,65050,1597,95118,79676,both
Montana,MT,Broadwater County,8032.0,4810.0,0.5988545816733067,1482,2888,84945,63636,2005,98465,80551,both
Montana,MT,Carbon County,11419.0,7297.0,0.6390226814957527,2573,4716,94240,71017,2862,115707,89542,both
Montana,MT,Carter County,1418.0,854.0,0.6022566995768688,207,599,64908,52171,369,79600,63924,both
Montana,MT,Cascade County,84900.0,37583.0,0.44267373380447583,17307,34909,85695,66203,21326,103906,84338,both
Montana,MT,Chouteau County,5847.0,2934.0,0.5017957927142124,946,2212,79363,56927,1396,94274,82725,both
Montana,MT,Custer County,11985.0,5797.0,0.4836879432624113,2583,5044,83970,63585,3004,105272,90000,both
Montana,MT,Daniels County,1633.0,951.0,0.582363747703613,313,716,72275,58000,370,91857,86023,both
Montana,MT,Dawson County,8810.0,4638.0,0.5264472190692395,1618,3710,84201,70953,2411,105044,84806,both
Montana,MT,Deer Lodge County,9673.0,4870.0,0.5034632482166856,1693,4560,64237,49533,2278,84638,70200,both
Montana,MT,Fallon County,2994.0,1507.0,0.5033400133600534,385,1145,100253,72284,698,130307,115735,both
Montana,MT,Fergus County,11772.0,6712.0,0.5701664967720014,2124,5200,76413,59731,3222,93028,83538,both
Montana,MT,Flathead County,113679.0,63140.0,0.5554236050633802,28506,43568,94808,71327,28201,113313,87536,both
Montana,MT,Gallatin County,126409.0,69897.0,0.5529432239793053,44975,50031,124551,87454,28248,152110,111714,both
Montana,MT,Garfield County,1211.0,800.0,0.6606110652353427,142,407,83601,61750,258,102184,77083,both
Montana,MT,Glacier County,13609.0,5078.0,0.3731354250863399,1520,4174,63713,45129,2881,71642,55789,both
Montana,MT,Golden Valley County,835.0,515.0,0.6167664670658682,127,362,70791,57353,192,89856,69444,both
Montana,MT,Granite County,3595.0,2176.0,0.6052851182197496,802,1375,80224,54646,868,98793,72596,both
Montana,MT,Hill County,16276.0,6804.0,0.41803883017940524,2722,6226,74611,55313,3914,90097,76083,both
Montana,MT,Jefferson County,13048.0,8291.0,0.6354230533415083,3060,4890,107580,76576,3617,123542,97578,both
Montana,MT,Judith Basin County,2093.0,1353.0,0.6464405160057334,424,907,87541,55417,544,105956,82500,both
Montana,MT,Lake County,33338.0,16910.0,0.5072289879416881,7040,12175,84874,61965,8001,99161,76688,both
Montana,MT,Lewis and Clark County,75011.0,42023.0,0.560224500406607,23039,30655,100531,74543,18199,123293,99043,both
Montana,MT,Liberty County,1974.0,988.0,0.5005065856129686,364,685,80330,53264,416,92751,60833,both
Montana,MT,Lincoln County,21895.0,11789.0,0.5384334322904772,2974,8858,66504,47018,5743,78573,61328,both
Montana,MT,Madison County,9521.0,6461.0,0.6786051885306166,2458,3703,85732,67420,2456,95403,80000,both
Montana,MT,McCone County,1676.0,1082.0,0.6455847255369929,295,818,85543,71842,483,102907,88882,both
Montana,MT,Meagher County,2071.0,1172.0,0.5659101883148238,476,897,74368,56215,578,86027,73500,both
Montana,MT,Mineral County,5090.0,2833.0,0.556581532416503,971,2132,83707,61117,1352,94221,70800,both
Montana,MT,Missoula County,121849.0,72773.0,0.5972392059023873,40399,51642,97840,71246,28001,126175,96619,both
Montana,MT,Musselshell County,5308.0,3012.0,0.5674453654860587,883,2131,81413,59010,1378,86941,67021,both
Montana,MT,Park County,17903.0,11717.0,0.6544713176562588,5356,8257,95941,66607,4514,111099,93125,both
Montana,MT,Petroleum County,554.0,324.0,0.5848375451263538,89,200,79305,59318,128,90634,78750,both
Montana,MT,Phillips County,4249.0,2189.0,0.5151800423629089,645,1769,79818,58156,1190,95769,75532,both
Montana,MT,Pondera County,6125.0,2852.0,0.4656326530612245,816,2240,72053,53500,1435,83967,73920,both
Montana,MT,Powder River County,1743.0,1106.0,0.6345381526104418,356,713,96304,68009,478,111949,98958,both
Montana,MT,Powell County,7133.0,3282.0,0.46011495864292723,1085,2348,80486,63432,1510,93900,70764,both
Montana,MT,Prairie County,1112.0,688.0,0.6187050359712231,191,520,67490,45192,278,94685,69545,both
Montana,MT,Ravalli County,47738.0,29904.0,0.6264192048263438,10422,18779,93574,71323,12900,111531,86256,both
Montana,MT,Richland County,11173.0,5309.0,0.4751633401951132,1640,4500,93356,69578,2794,109458,87353,both
Montana,MT,Roosevelt County,10319.0,3914.0,0.3793003197984301,1291,2988,64512,53125,1700,78477,65000,both
Montana,MT,Rosebud County,8160.0,3693.0,0.4525735294117647,1002,3069,71671,56430,1956,83228,66771,both
Montana,MT,Sanders County,13684.0,8069.0,0.5896667641040632,2178,5453,71302,54035,3485,83094,65365,both
Montana,MT,Sheridan County,3498.0,1912.0,0.5465980560320183,657,1470,94455,63654,858,124576,91154,both
Montana,MT,Silver Bow County,36360.0,18226.0,0.5012651265126513,7010,15347,77994,57504,7919,104386,78288,both
Montana,MT,Stillwater County,9173.0,5906.0,0.6438460699880083,1980,3869,111489,81503,2599,130282,101688,both
Montana,MT,Sweet Grass County,3763.0,2381.0,0.6327398352378422,635,1497,94999,69426,975,118760,88287,both
Montana,MT,Teton County,6430.0,3568.0,0.5548989113530327,1128,2452,80657,67766,1567,100071,82873,both
Montana,MT,Toole County,5133.0,2046.0,0.3985973115137347,821,1823,77412,53693,1034,103271,78750,both
Montana,MT,Treasure County,772.0,442.0,0.572538860103627,204,382,94624,73036,248,114933,84625,both
Montana,MT,Valley County,7474.0,4079.0,0.5457586299170457,1182,2958,77051,64515,1840,91087,87909,both
Montana,MT,Wheatland County,2057.0,1086.0,0.5279533300923676,267,865,61451,47054,572,75160,62321,both
Montana,MT,Wibaux County,910.0,546.0,0.6,202,468,83737,64792,293,96178,88438,both
Montana,MT,Yellowstone County,170843.0,81391.0,0.4764081642209514,40185,69272,102308,74400,42870,123455,94167,both
Nebraska,NE,Adams County,30899.0,14364.0,0.4648694132496197,6224,12900,87748,65680,8265,104295,84664,both
Nebraska,NE,Antelope County,6302.0,3447.0,0.5469692161218661,942,2687,78983,63750,1689,94227,77284,both
Nebraska,NE,Arthur County,412.0,282.0,0.6844660194174758,110,184,87350,67500,126,106719,97500,both
Nebraska,NE,Banner County,674.0,386.0,0.5727002967359051,171,258,87378,71250,207,97533,81750,both
Nebraska,NE,Blaine County,436.0,291.0,0.6674311926605505,77,192,83284,61250,122,73777,60833,both
Nebraska,NE,Boone County,5310.0,3031.0,0.5708097928436912,783,2202,89450,71367,1494,104715,87250,both
Nebraska,NE,Box Butte County,10692.0,4931.0,0.4611859334081556,1513,4537,78395,68778,2963,92640,83996,both
Nebraska,NE,Boyd County,1725.0,1075.0,0.6231884057971014,273,784,77634,58984,488,95167,87500,both
Nebraska,NE,Brown County,2853.0,1642.0,0.575534525061339,453,1208,82657,51538,646,102985,67250,both
Nebraska,NE,Buffalo County,50697.0,23759.0,0.4686470599838255,11686,19662,93211,74570,11831,114977,96969,both
Nebraska,NE,Burt County,6727.0,3656.0,0.5434814924929389,1258,2867,81148,57303,1784,101461,79662,both
Nebraska,NE,Butler County,8459.0,4587.0,0.5422626788036411,1478,3538,105747,82603,2257,125949,101645,both
Nebraska,NE,Cass County,27446.0,15755.0,0.5740362894410843,6116,10561,109350,88255,7448,127875,106783,both
Nebraska,NE,Cedar County,8262.0,4912.0,0.5945291696925684,1464,3419,91700,73977,2236,110564,95508,both
Nebraska,NE,Chase County,3724.0,1866.0,0.5010741138560687,621,1437,90078,62782,995,105331,78902,both
Nebraska,NE,Cherry County,5492.0,3069.0,0.5588128186453023,1003,2229,80202,63750,1506,95600,77554,both
Nebraska,NE,Cheyenne County,9541.0,4530.0,0.4747929986374594,1549,4351,76923,57594,2538,90304,78421,both
Nebraska,NE,Clay County,6116.0,3310.0,0.5412034009156311,982,2475,94153,75938,1762,111060,89122,both
Nebraska,NE,Colfax County,10566.0,3516.0,0.3327654741624077,994,3639,99488,79720,2666,104068,80480,both
Nebraska,NE,Cuming County,8918.0,4445.0,0.49843014128728413,1577,3782,88653,70708,2375,108773,88438,both
Nebraska,NE,Custer County,10581.0,5886.0,0.5562801247519138,1960,4456,88008,66310,2973,103012,81463,both
Nebraska,NE,Dakota County,21268.0,6120.0,0.2877562535264247,2231,7299,85144,71655,5011,97314,86367,both
Nebraska,NE,Dawes County,8133.0,3868.0,0.4755932620189352,2125,3381,70382,54381,1837,92616,75590,both
Nebraska,NE,Dawson County,24085.0,8491.0,0.35254307660369527,2860,8982,86799,65383,6325,103119,77219,both
Nebraska,NE,Deuel County,1871.0,1012.0,0.5408872260823089,346,825,91302,61438,536,105819,76250,both
Nebraska,NE,Dixon County,5491.0,2895.0,0.5272263704243307,900,2237,96634,69156,1458,110219,91842,both
Nebraska,NE,Dodge County,37187.0,16443.0,0.44217065103396347,5769,14863,85422,71294,9596,100991,90257,both
Nebraska,NE,Douglas County,589540.0,273403.0,0.4637564881093734,170552,235080,111694,79081,142689,140582,105835,both
Nebraska,NE,Dundy County,1561.0,929.0,0.5951313260730301,308,804,80081,56563,457,103444,90052,both
Nebraska,NE,Fillmore County,5548.0,3013.0,0.5430785868781542,919,2382,105116,76354,1501,133608,99844,both
Nebraska,NE,Franklin County,2825.0,1600.0,0.5663716814159292,430,1290,83438,57692,801,102903,77026,both
Nebraska,NE,Frontier County,2585.0,1410.0,0.5454545454545454,478,1053,75783,68207,699,86223,81328,both
Nebraska,NE,Furnas County,4556.0,2413.0,0.5296312554872695,798,2006,74885,60625,1256,91975,76098,both
Nebraska,NE,Gage County,21634.0,10916.0,0.5045761301654803,3396,9162,82250,64426,5698,102619,88175,both
Nebraska,NE,Garden County,1794.0,1117.0,0.6226309921962095,265,827,62118,44777,410,84100,67500,both
Nebraska,NE,Garfield County,1763.0,1015.0,0.5757231990924561,425,750,82834,68611,540,102646,82542,both
Nebraska,NE,Gosper County,1847.0,1118.0,0.6053059014618299,427,777,89464,79145,549,104869,87292,both
Nebraska,NE,Grant County,565.0,366.0,0.647787610619469,149,295,81805,69063,165,96245,90069,both
Nebraska,NE,Greeley County,2219.0,1235.0,0.5565570076611086,292,941,71584,58894,607,88119,84402,both
Nebraska,NE,Hall County,62197.0,22804.0,0.36664147788478546,8689,24406,87509,67549,15850,103588,82474,both
Nebraska,NE,Hamilton County,9537.0,5547.0,0.5816294432211387,1980,3499,97863,79884,2632,111198,102593,both
Nebraska,NE,Harlan County,3045.0,1802.0,0.5917898193760263,519,1200,96144,70536,774,124790,93750,both
