state_name,state_code,county_name,population,total_votes,turnout,college_educated,households_total,households_mean_income,households_median_income,families_total,families_mean_income,families_median_income,_merge
Illinois,IL,Champaign County,205644.0,88627.0,0.43097294353348503,64152,83777,89697,63091,42896,123554,97100,both
Illinois,IL,Christian County,33228.0,15534.0,0.4674972914409534,4420,13534,74729,59253,7650,96094,80181,both
Illinois,IL,Clark County,15088.0,8203.0,0.5436770943796394,2743,6597,83186,70625,4535,97285,84951,both
Illinois,IL,Clay County,12999.0,6766.0,0.520501577044388,1450,5431,79425,57266,3343,99498,74401,both
Illinois,IL,Clinton County,36785.0,19215.0,0.5223596574690771,6819,14463,104928,82314,9634,122720,102033,both
Illinois,IL,Coles County,46060.0,21469.0,0.4661094224924012,9075,20335,77632,56040,11688,94823,73684,both
Illinois,IL,Cook County,5087072.0,2056800.0,0.4043190267407263,1611409,2084578,117699,81797,1211099,142684,102297,both
Illinois,IL,Crawford County,18300.0,8927.0,0.4878142076502732,2923,7411,85713,67614,4837,108403,86023,both
Illinois,IL,Cumberland County,10261.0,5768.0,0.5621284475197349,1401,4180,88805,69826,2783,104675,93996,both
Illinois,IL,De Witt County,15365.0,7736.0,0.5034819394728278,2512,6642,83717,64802,4044,103347,89912,both
Illinois,IL,DeKalb County,100288.0,47186.0,0.4705049457562221,22411,39314,87946,69022,23627,107783,93970,both
Illinois,IL,Douglas County,19629.0,8404.0,0.4281420347445107,2734,7821,87643,74186,5439,100961,87355,both
Illinois,IL,DuPage County,921213.0,449660.0,0.4881172975196833,346135,349497,149370,110502,244074,176154,136376,both
Illinois,IL,Edgar County,16334.0,7906.0,0.48402106036488307,2680,7612,74074,56909,4830,88574,74364,both
Illinois,IL,Edwards County,5968.0,3288.0,0.5509383378016086,616,2653,72815,59386,1700,87159,73895,both
Illinois,IL,Effingham County,34331.0,19062.0,0.5552416183624129,6450,14030,95615,75380,9327,113376,93649,both
Illinois,IL,Fayette County,21164.0,9601.0,0.4536477036477036,2569,7832,77408,57113,5041,95729,72652,both
Illinois,IL,Ford County,13250.0,6547.0,0.4941132075471698,1859,5728,76631,60782,3594,96661,85122,both
Illinois,IL,Franklin County,37138.0,17685.0,0.4761968872852604,4810,16130,69811,53471,9999,85445,67459,both
Illinois,IL,Fulton County,32541.0,16137.0,0.49589748317507143,4414,13902,79511,58617,8658,96615,74828,both
Illinois,IL,Gallatin County,4670.0,2529.0,0.5415417558886509,554,2096,88438,54626,1291,117581,72386,both
Illinois,IL,Greene County,11543.0,6054.0,0.5244737070085767,1432,4514,81696,60976,2936,93840,74519,both
Illinois,IL,Grundy County,53578.0,26539.0,0.4953339057075665,8869,20518,111929,93060,14009,129321,109922,both
Illinois,IL,Hamilton County,7911.0,4181.0,0.528504613828846,1058,3350,85365,61520,2122,105054,75333,both
Illinois,IL,Hancock County,17186.0,9058.0,0.5270569067845922,3111,7515,83931,65044,4801,97825,85081,both
Illinois,IL,Hardin County,3569.0,1925.0,0.5393667694031942,363,1484,64711,57155,938,79834,68008,both
Illinois,IL,Henderson County,6088.0,3462.0,0.5686596583442839,958,2662,75442,65651,1806,84172,76563,both
Illinois,IL,Henry County,48448.0,25062.0,0.5172968956406869,8832,20261,91842,69912,13369,110463,89207,both
Illinois,IL,Iroquois County,26136.0,13307.0,0.509144475053566,3249,11333,81382,62439,7153,99346,81973,both
Illinois,IL,Jackson County,52141.0,22331.0,0.428281007268752,13417,23088,69513,45572,11201,98810,77348,both
Illinois,IL,Jasper County,9144.0,5421.0,0.5928477690288714,1414,3766,90366,71094,2591,108106,92214,both
Illinois,IL,Jefferson County,36320.0,16639.0,0.45812224669603524,4853,14805,77553,61102,9669,90351,74499,both
Illinois,IL,Jersey County,21091.0,11691.0,0.5543122658954056,3288,7984,97570,79104,5319,120085,97557,both
Illinois,IL,Jo Daviess County,21756.0,12385.0,0.5692682478396764,4909,10385,92828,74954,6671,110326,93609,both
Illinois,IL,Johnson County,13326.0,6103.0,0.4579768872880084,1861,4133,77971,65203,2634,89276,77213,both
Illinois,IL,Kane County,514982.0,222364.0,0.4317898489655949,135090,183196,128682,100678,132829,145691,116477,both
Illinois,IL,Kankakee County,105940.0,47515.0,0.44850858976779306,15263,40895,90248,68325,26125,106682,86403,both
Illinois,IL,Kendall County,139976.0,65970.0,0.4712950791564268,33273,44526,127433,110474,34666,136823,119150,both
Illinois,IL,Knox County,48411.0,22175.0,0.4580570531490777,7216,20765,69635,53291,11573,91482,79128,both
Illinois,IL,LaSalle County,108309.0,52432.0,0.4840964278130165,15219,45092,90125,72281,28993,105075,88077,both
Illinois,IL,Lake County,708760.0,309323.0,0.43642841018116146,231463,256660,152447,108917,183939,178491,132828,both
Illinois,IL,Lawrence County,14813.0,6103.0,0.41200297036386957,1642,5414,78332,53438,3110,89801,74741,both
Illinois,IL,Lee County,33654.0,16091.0,0.4781303856896654,5033,13382,88472,68459,8381,107103,85122,both
Illinois,IL,Livingston County,35320.0,16538.0,0.46823329558323895,4789,14614,88369,70796,9621,101614,89586,both
Illinois,IL,Logan County,27590.0,12555.0,0.4550561797752809,4199,11122,83185,64188,6962,96410,82344,both
Illinois,IL,Macon County,100591.0,45224.0,0.4495829646787486,17849,43334,83784,62449,25234,104598,84901,both
Illinois,IL,Macoupin County,44018.0,23403.0,0.5316688627379709,6458,17431,85962,68518,11400,99516,84339,both
Illinois,IL,Madison County,262752.0,132599.0,0.5046545792229935,59298,109385,97667,74800,69800,117537,96412,both
Illinois,IL,Marion County,36673.0,16756.0,0.4569028985902435,4578,15465,76720,60839,9510,94248,77817,both
Illinois,IL,Marshall County,11683.0,6127.0,0.5244372164683728,1628,4964,83438,69818,3253,99218,88156,both
Illinois,IL,Mason County,12523.0,6371.0,0.5087439112033858,1653,5714,78688,62127,3432,93759,80426,both
Illinois,IL,Massac County,13661.0,6676.0,0.4886904326184027,1655,5482,74853,62584,3608,88337,76848,both
Illinois,IL,McDonough County,26839.0,11940.0,0.44487499534259844,5916,11760,69045,50434,5781,95646,74951,both
Illinois,IL,McHenry County,312800.0,161699.0,0.516940537084399,79334,116329,128231,102836,84313,146546,121624,both
Illinois,IL,McLean County,170441.0,86168.0,0.5055591084304832,52852,69072,103921,78329,39987,137230,112015,both
Illinois,IL,Menard County,11954.0,6423.0,0.5373096871340137,2404,5195,97365,81334,3686,109495,96413,both
Illinois,IL,Mercer County,15487.0,8345.0,0.5388390262801059,2127,6413,87773,71710,4497,103025,92255,both
Illinois,IL,Monroe County,34957.0,20889.0,0.597562719913036,9724,13830,122572,101635,9833,147261,128922,both
Illinois,IL,Montgomery County,27663.0,13187.0,0.47670173155478435,3891,11265,80654,61863,6758,101698,86565,both
Illinois,IL,Morgan County,32140.0,14649.0,0.4557871810827629,5646,13125,85288,65175,7712,103126,89250,both
Illinois,IL,Moultrie County,14342.0,6523.0,0.4548180170129689,1886,5822,88053,71676,4035,104325,91635,both
Illinois,IL,Ogle County,51265.0,25749.0,0.5022725056081146,8847,20695,93293,79244,13556,111696,94155,both
Illinois,IL,Peoria County,177513.0,78731.0,0.4435224462433737,44255,77074,92111,64938,43861,116705,88576,both
Illinois,IL,Perry County,20503.0,9241.0,0.4507145295810369,1902,7994,75024,59286,5149,87510,75049,both
Illinois,IL,Piatt County,16714.0,9496.0,0.5681464640421203,3945,6851,106362,87516,4777,123612,98731,both
Illinois,IL,Pike County,14342.0,7506.0,0.5233579695997769,1999,5815,72468,58029,3440,88766,80158,both
Illinois,IL,Pope County,3707.0,2132.0,0.5751281359589965,485,1364,78018,62500,857,95448,88393,both
Illinois,IL,Pulaski County,4911.0,2377.0,0.48401547546324575,458,1862,56889,43227,1059,71568,60905,both
Illinois,IL,Putnam County,5561.0,3331.0,0.5989929868728646,1041,2473,90990,77526,1694,107164,93265,both
Illinois,IL,Randolph County,29815.0,14332.0,0.48069763541841354,3287,11671,81359,68870,7399,95379,89319,both
Illinois,IL,Richland County,15488.0,7743.0,0.4999354338842975,2069,6401,75635,60404,3970,93723,78589,both
Illinois,IL,Rock Island County,141236.0,63267.0,0.4479523634200912,24785,61192,83668,66768,36917,101817,87207,both
Illinois,IL,Saline County,22873.0,10602.0,0.4635159358195252,3480,10032,82789,54945,6353,98252,72510,both
Illinois,IL,Sangamon County,193491.0,98845.0,0.5108506338796119,50404,84290,97695,74114,48878,123456,101807,both
Illinois,IL,Schuyler County,6733.0,3756.0,0.5578493984850735,1011,2732,82651,66059,1639,90848,85464,both
Illinois,IL,Scott County,4710.0,2587.0,0.5492569002123142,788,2032,86063,73013,1401,99949,92169,both
Illinois,IL,Shelby County,20568.0,11664.0,0.5670945157526255,2784,8795,79115,68457,5911,93274,84015,both
Illinois,IL,St. Clair County,251018.0,119655.0,0.47667896326159875,55788,101273,92847,70178,64241,114036,92727,both
Illinois,IL,Stark County,5218.0,2761.0,0.5291299348409352,739,2289,80641,62284,1476,97052,81042,both
Illinois,IL,Stephenson County,43105.0,20965.0,0.4863704906623362,7031,19469,78072,61943,12068,94132,79462,both
Illinois,IL,Tazewell County,129541.0,67966.0,0.5246678657722266,26827,53812,95638,76704,34017,116369,97571,both
Illinois,IL,Union County,16667.0,8224.0,0.4934301313973721,2585,6914,75913,56420,4265,93346,83539,both
Illinois,IL,Vermilion County,71652.0,29509.0,0.41183777145090156,8325,30185,72146,54537,17516,89100,75464,both
Illinois,IL,Wabash County,10942.0,5377.0,0.4914092487662219,1578,4784,82337,53650,2971,103665,83731,both
Illinois,IL,Warren County,16185.0,7432.0,0.45919060858819893,2502,6722,82733,64650,4390,93232,82684,both
Illinois,IL,Washington County,13536.0,7561.0,0.5585845153664303,2451,5722,89742,75652,3812,104605,94529,both
Illinois,IL,Wayne County,15761.0,8267.0,0.5245225556754013,1898,6853,72646,53107,4393,91459,76472,both
Illinois,IL,White County,13401.0,7064.0,0.527124841429744,1582,5669,70653,53097,3539,83910,69832,both
Illinois,IL,Whiteside County,54498.0,26429.0,0.48495357627802854,8026,23215,84990,64536,14143,102388,85370,both
Illinois,IL,Will County,700728.0,324971.0,0.4637619732620931,178782,241310,131203,107799,179954,147160,124227,both
Illinois,IL,Williamson County,66706.0,32998.0,0.4946781398974605,13623,28774,85557,65521,18254,103135,85336,both
Illinois,IL,Winnebago County,280922.0,121048.0,0.4308954086899566,49829,115449,84470,64363,72337,100752,81456,both
Illinois,IL,Woodford County,38285.0,21113.0,0.551469243829176,9773,14704,108426,85629,10244,129128,109137,both
Indiana,IN,Adams County,36288.0,13959.0,0.38467261904761907,3806,12345,80264,63128,8599,92416,78550,both
Indiana,IN,Allen County,394545.0,162979.0,0.41308089064618736,83449,154183,90889,68839,97003,107023,85796,both
Indiana,IN,Bartholomew County,84003.0,35464.0,0.4221753984976727,20927,32984,101323,80365,21473,120379,96372,both
Indiana,IN,Benton County,8729.0,3954.0,0.45297284912361097,1126,3469,83038,61811,2269,92217,73715,both
Indiana,IN,Blackford County,11893.0,5135.0,0.4317665853863617,1152,5060,66576,47560,3030,83937,63768,both
Indiana,IN,Boone County,76120.0,40062.0,0.5263005780346821,25474,27948,151849,104865,19905,181295,126593,both
Indiana,IN,Brown County,15653.0,8627.0,0.5511403564811858,3135,6695,96976,72644,4921,102755,88873,both
Indiana,IN,Carroll County,20525.0,9177.0,0.4471132764920828,2324,8024,83615,64003,5246,98317,80554,both
Indiana,IN,Cass County,37666.0,14207.0,0.37718366696755695,4190,14924,70904,56525,9513,81045,69693,both
Indiana,IN,Clark County,125467.0,58570.0,0.4668159755154742,22550,49184,88653,72298,32076,104079,84880,both
Indiana,IN,Clay County,26460.0,12050.0,0.45540438397581257,3344,10541,91795,67676,7284,111428,86506,both
Indiana,IN,Clinton County,32730.0,12443.0,0.38017109685304,3684,12396,78375,63690,7855,94030,84253,both
Indiana,IN,Crawford County,10438.0,5011.0,0.480072810883311,931,4573,66412,48993,2914,78094,64936,both
Indiana,IN,Daviess County,33656.0,11445.0,0.3400582362728785,3318,11568,85989,68561,8254,102401,88354,both
Indiana,IN,DeKalb County,44198.0,19785.0,0.4476446898049686,6142,17008,85064,70080,11837,98018,83849,both
Indiana,IN,Dearborn County,51215.0,26588.0,0.5191447818022064,9780,20148,96630,82693,14085,112138,100243,both
Indiana,IN,Decatur County,26399.0,12111.0,0.45876737755218,3868,10518,92391,74228,7110,109003,86716,both
Indiana,IN,Delaware County,112321.0,45736.0,0.4071901069256862,19816,46146,71257,56932,26817,87696,71918,both
Indiana,IN,Dubois County,43546.0,21406.0,0.49157213062049326,7512,17588,89436,71918,11521,106508,88076,both
Indiana,IN,Elkhart County,206409.0,69694.0,0.33765000557146246,27476,71760,86727,65617,48343,101512,81948,both
Indiana,IN,Fayette County,23362.0,9838.0,0.4211112062323431,2809,9479,70573,56659,5881,84222,68957,both
Indiana,IN,Floyd County,80809.0,41144.0,0.5091512084050044,18127,31173,100571,78179,20216,123922,100551,both
Indiana,IN,Fountain County,16731.0,7981.0,0.47701870778793853,1695,6854,75131,62526,4653,85246,75888,both
Indiana,IN,Franklin County,23096.0,12032.0,0.5209560096986491,3313,9131,93222,79702,6256,109674,90802,both
Indiana,IN,Fulton County,20358.0,8851.0,0.43476765890558994,2323,7927,81697,62878,5432,91115,72079,both
Indiana,IN,Gibson County,32904.0,15897.0,0.48313274981765136,4477,13156,83521,67763,8711,97086,85955,both
Indiana,IN,Grant County,66200.0,25133.0,0.3796525679758308,9547,26757,70918,54007,16425,84534,69127,both
Indiana,IN,Greene County,31196.0,14633.0,0.46906654699320427,3350,12781,76976,59753,8316,88337,71350,both
Indiana,IN,Hamilton County,371645.0,196441.0,0.5285716207671299,153346,133171,156318,117957,98998,181797,142701,both
Indiana,IN,Hancock County,86166.0,44431.0,0.5156442216187359,20251,32246,115388,91326,23154,134078,112703,both
Indiana,IN,Harrison County,40006.0,20440.0,0.5109233614957757,6474,15154,90148,72468,10097,107432,94408,both
Indiana,IN,Hendricks County,186387.0,83116.0,0.44593238798843265,49553,65839,120729,99988,48874,137165,115610,both
Indiana,IN,Henry County,48929.0,20592.0,0.4208547078419751,6207,18460,78234,60144,11613,90933,75353,both
Indiana,IN,Howard County,83831.0,38778.0,0.46257351099235366,12223,35129,81280,62496,21398,98839,82009,both
Indiana,IN,Huntington County,36781.0,17720.0,0.4817704793235638,6308,15227,82491,62734,9833,97492,79799,both
Indiana,IN,Jackson County,46460.0,18653.0,0.4014851485148515,6585,17745,85011,70208,12007,97031,83584,both
Indiana,IN,Jasper County,33535.0,15821.0,0.4717757566721336,4366,12586,93064,79634,8598,110800,95030,both
Indiana,IN,Jay County,20032.0,8102.0,0.40445287539936103,1797,7959,67984,54114,5060,79519,68486,both
Indiana,IN,Jefferson County,33056.0,14325.0,0.4333555179090029,4475,12699,79892,59987,7950,94475,73942,both
Indiana,IN,Jennings County,27622.0,11809.0,0.42752154080081095,2678,10760,79540,68476,7511,89765,77144,both
Indiana,IN,Johnson County,167819.0,77794.0,0.46355895339621855,38508,61513,111087,87227,43184,129434,102458,both
Indiana,IN,Knox County,36070.0,15105.0,0.41876906016079846,4466,15110,80327,58863,9208,96659,79022,both
Indiana,IN,Kosciusko County,80364.0,34855.0,0.4337141008411727,13895,31747,90354,73922,21403,106084,92064,both
Indiana,IN,LaGrange County,40907.0,10408.0,0.25443078201774755,2750,12804,101036,83741,10055,110682,91966,both
Indiana,IN,LaPorte County,111706.0,47529.0,0.4254829642096217,18012,43681,88255,70452,28074,101281,83369,both
Indiana,IN,Lake County,500598.0,209407.0,0.418313696818605,88579,193474,90364,68985,125900,106158,85329,both
Indiana,IN,Lawrence County,45084.0,21209.0,0.4704329695679177,6795,19156,78119,65551,11806,95996,83272,both
Indiana,IN,Madison County,132504.0,55716.0,0.42048541930809635,19162,52843,79953,62632,33513,95228,77416,both
Indiana,IN,Marion County,968460.0,351910.0,0.3633707122648328,231908,396662,87280,63450,219067,107606,80642,both
Indiana,IN,Marshall County,46352.0,19540.0,0.4215567828788402,6546,17377,85610,68041,11656,100539,85111,both
Indiana,IN,Martin County,9897.0,4987.0,0.503890067697282,945,3928,80001,65345,2388,97266,93625,both
Indiana,IN,Miami County,35402.0,13977.0,0.39480820292638835,4204,13270,74702,61130,8844,86758,73849,both
Indiana,IN,Monroe County,139342.0,59099.0,0.42412912115514345,45962,58264,87694,63372,28851,122482,96950,both
Indiana,IN,Montgomery County,38573.0,16572.0,0.42962694112462085,5195,15524,83964,66571,10057,99869,84395,both
Indiana,IN,Morgan County,73227.0,35340.0,0.4826088737760662,11265,27713,101705,79088,20245,115551,95399,both
Indiana,IN,Newton County,13960.0,6601.0,0.4728510028653295,1376,5591,76850,68596,3909,86778,79235,both
Indiana,IN,Noble County,47430.0,18962.0,0.3997891629770188,5905,17971,85659,70908,12406,97860,83319,both
Indiana,IN,Ohio County,6004.0,3091.0,0.5148234510326449,854,2567,81948,67942,1693,95975,83555,both
Indiana,IN,Orange County,19638.0,8590.0,0.43741725226601486,2218,7994,82606,64758,5367,97191,83102,both
Indiana,IN,Owen County,21532.0,9875.0,0.4586197287757756,2737,8598,79136,59586,5750,92246,74254,both
Indiana,IN,Parke County,16484.0,6653.0,0.4036034942975006,1685,5985,81663,66776,4223,89377,72262,both
Indiana,IN,Perry County,19209.0,8666.0,0.45114269352907493,2375,7751,73098,61099,4727,89384,83784,both
Indiana,IN,Pike County,12106.0,6009.0,0.496365438625475,1449,4994,80952,66250,3222,99086,86629,both
Indiana,IN,Porter County,175335.0,84877.0,0.4840847520460832,38057,68049,107336,85828,45516,123210,102006,both
Indiana,IN,Posey County,25040.0,12972.0,0.5180511182108626,4749,10270,95179,79124,7533,108227,93425,both
Indiana,IN,Pulaski County,12385.0,5761.0,0.4651594670972951,1219,4894,76170,59956,3109,92486,75673,both
Indiana,IN,Putnam County,37567.0,16731.0,0.4453642824819656,5258,13980,89501,76182,9547,103465,87006,both
Indiana,IN,Randolph County,24216.0,10547.0,0.43553848695077635,2522,10182,74024,61121,6559,85982,73157,both
Indiana,IN,Ripley County,29227.0,14384.0,0.49214767167345264,4000,11356,87796,71084,7827,104800,89298,both
Indiana,IN,Rush County,16847.0,7655.0,0.45438356977503414,2056,6650,74837,64393,4422,87031,79550,both
Indiana,IN,Scott County,24657.0,10187.0,0.4131483959930243,2251,9637,70950,54583,5837,85233,73661,both
Indiana,IN,Shelby County,45231.0,19754.0,0.4367358669938759,6541,18145,88245,71301,11797,104049,89126,both
Indiana,IN,Spencer County,19910.0,10426.0,0.5236564540431944,3133,7979,87894,70890,5426,106058,95217,both
Indiana,IN,St. Joseph County,272848.0,110419.0,0.40469052366152586,61722,107005,89361,64885,63641,109220,84866,both
Indiana,IN,Starke County,23206.0,10478.0,0.45152115832112383,2127,8758,73831,62933,5667,83873,74958,both
Indiana,IN,Steuben County,34917.0,16354.0,0.46836784374373513,6312,13765,92694,71483,9092,111714,90458,both
Indiana,IN,Sullivan County,20757.0,8792.0,0.42356795297971767,2401,7697,74197,54985,5073,81827,70470,both
Indiana,IN,Switzerland County,10019.0,4257.0,0.4248927038626609,747,3897,78313,65148,2419,91618,78583,both
Indiana,IN,Tippecanoe County,188792.0,66761.0,0.35362197550743674,47883,74415,80668,58622,39796,105267,85505,both
Indiana,IN,Tipton County,15256.0,7976.0,0.5228106974305191,2846,6265,92887,78309,4716,99745,88611,both
Indiana,IN,Union County,6973.0,3493.0,0.5009321669295855,1063,2852,93659,79500,2030,110797,96982,both
Indiana,IN,Vanderburgh County,179810.0,73794.0,0.4103998665257772,34947,77198,82253,60938,46149,100239,76396,both
Indiana,IN,Vermillion County,15417.0,7256.0,0.47064928325874034,1929,6560,72225,59363,4363,83999,78883,both
Indiana,IN,Vigo County,106153.0,40877.0,0.3850762578542293,18978,42595,73599,52525,23534,93331,73202,both
Indiana,IN,Wabash County,30670.0,13955.0,0.4550048907727421,4707,12554,82223,68414,8323,94750,82541,both
Indiana,IN,Warren County,8518.0,4370.0,0.5130312279877906,1078,3359,89482,74635,2376,102588,89375,both
Indiana,IN,Warrick County,65867.0,33082.0,0.5022545432462386,16557,24697,121754,95027,17925,139617,112565,both
Indiana,IN,Washington County,28205.0,12722.0,0.451054777521716,2799,10994,74773,61358,7554,87897,78025,both
Indiana,IN,Wayne County,66127.0,26797.0,0.4052353804043734,9621,26818,76475,56652,17003,94280,75367,both
Indiana,IN,Wells County,28555.0,14100.0,0.49378392575731045,3713,11360,86401,69741,7678,105058,84741,both
Indiana,IN,White County,24917.0,11162.0,0.4479672512742304,3157,9865,81327,66143,6341,97558,80337,both
Indiana,IN,Whitley County,34742.0,17726.0,0.5102181797248287,5699,13929,92181,75790,9628,107455,89589,both
Iowa,IA,Adair County,7389.0,4064.0,0.5500067668155366,1083,3260,89076,66176,1858,114636,95758,both
Iowa,IA,Adams County,3544.0,2131.0,0.6012979683972912,649,1530,97667,68828,971,107808,86898,both
Iowa,IA,Allamakee County,14074.0,7303.0,0.5189000994742078,1990,6024,84448,66000,3713,99302,81464,both
Iowa,IA,Appanoose County,12119.0,6466.0,0.5335423714827956,1756,5006,68465,51146,3202,82131,63158,both
Iowa,IA,Audubon County,5534.0,3239.0,0.5852909288037585,841,2525,74605,54152,1541,95714,79083,both
Iowa,IA,Benton County,25796.0,14470.0,0.5609396805706311,4555,10111,99622,84742,6875,118996,104875,both
Iowa,IA,Black Hawk County,130471.0,62653.0,0.48020632937587665,26963,53740,89098,64581,30840,111282,86319,both
Iowa,IA,Boone County,26590.0,15346.0,0.5771342610003761,5664,10935,97592,79741,7190,116143,100723,both
Iowa,IA,Bremer County,25307.0,14556.0,0.5751768285454617,6092,9693,102529,83343,6494,123526,99082,both
Iowa,IA,Buchanan County,20691.0,10714.0,0.5178096757044125,3219,8150,92603,78430,5568,108847,92016,both
Iowa,IA,Buena Vista County,20567.0,7516.0,0.3654397821753294,2998,7543,89885,66564,4558,108357,91125,both
Iowa,IA,Butler County,14172.0,8027.0,0.5663985323172452,2132,5887,84585,69651,4179,97433,84815,both
Iowa,IA,Calhoun County,9763.0,5093.0,0.5216634231281368,1554,3886,86678,66875,2436,103692,80781,both
Iowa,IA,Carroll County,20522.0,11120.0,0.5418575187603547,3403,8750,86355,68528,5297,102615,91492,both
Iowa,IA,Cass County,13130.0,7195.0,0.547981721249048,2023,5789,82873,61657,3477,105203,86596,both
Iowa,IA,Cedar County,18302.0,10624.0,0.5804830073216042,2991,7539,92611,79080,5068,108630,96594,both
Iowa,IA,Cerro Gordo County,42406.0,22942.0,0.5410083478753006,7642,19421,89519,65537,11229,114279,87250,both
Iowa,IA,Cherokee County,11605.0,6089.0,0.5246876346402413,1871,5082,83796,64478,3085,107417,90870,both
Iowa,IA,Chickasaw County,11658.0,6230.0,0.5343969806141705,1586,4985,87139,73421,3236,104440,87157,both
Iowa,IA,Clarke County,9588.0,4459.0,0.4650604922820192,1100,4001,85744,66821,2671,94940,79155,both
Iowa,IA,Clay County,16511.0,8514.0,0.5156562291805463,2998,7249,83566,64082,4018,107732,92188,both
Iowa,IA,Clayton County,16969.0,9381.0,0.5528316341564029,1970,7406,81457,62326,4560,96680,77578,both
Iowa,IA,Clinton County,46158.0,23813.0,0.5159019021621387,7271,19434,85010,65177,12263,102489,86194,both
Iowa,IA,Crawford County,16013.0,6525.0,0.4074814213451571,2002,6229,83966,65039,4269,98952,82289,both
Iowa,IA,Dallas County,111092.0,62633.0,0.5637939725632809,37522,40868,134691,102349,26894,160894,133499,both
Iowa,IA,Davis County,9169.0,3950.0,0.4307994328716327,1029,3169,94991,79505,2415,108658,92261,both
Iowa,IA,Decatur County,7665.0,3727.0,0.4862361382909328,1186,3049,70495,57146,1901,86592,68609,both
Iowa,IA,Delaware County,17600.0,10112.0,0.5745454545454546,2475,7176,95969,76205,4785,115694,89671,both
Iowa,IA,Des Moines County,38253.0,18998.0,0.49664078634355474,6610,17188,81543,60662,10281,102602,78653,both
Iowa,IA,Dickinson County,18056.0,11192.0,0.6198493575542756,4351,8650,98855,74570,4864,127028,102237,both
Iowa,IA,Dubuque County,98887.0,52566.0,0.531576445842224,23717,40585,98871,75919,25273,121878,98842,both
Iowa,IA,Emmet County,9229.0,4786.0,0.5185827283562683,1124,3922,77881,65181,2213,91574,78920,both
Iowa,IA,Fayette County,19210.0,9817.0,0.5110359187922957,2643,8203,75669,58764,4916,93244,74132,both
Iowa,IA,Floyd County,15326.0,7625.0,0.49752055330810385,2038,6620,83597,64500,3923,103912,90756,both
Iowa,IA,Franklin County,9875.0,4885.0,0.49468354430379746,1246,4084,76293,63648,2622,92262,75447,both
Iowa,IA,Fremont County,6458.0,3785.0,0.5860947661814804,1033,2760,93275,73750,1763,110310,88838,both
Iowa,IA,Greene County,8584.0,4874.0,0.5678005591798695,1259,3928,78888,59159,2363,96509,82886,both
Iowa,IA,Grundy County,12384.0,7131.0,0.5758236434108527,2209,5085,95092,83617,3441,111249,98725,both
Iowa,IA,Guthrie County,10722.0,6514.0,0.6075359074799478,1903,4587,100399,79981,3250,117187,96548,both
Iowa,IA,Hamilton County,14729.0,7573.0,0.5141557471654559,2406,6317,88499,71750,3855,107590,88568,both
Iowa,IA,Hancock County,10615.0,5933.0,0.5589260480452191,1698,4614,86063,70212,3153,103065,84452,both
Iowa,IA,Hardin County,16463.0,8434.0,0.5123003097855798,2706,7010,76468,64906,4345,95602,83767,both
Iowa,IA,Harrison County,14670.0,7938.0,0.5411042944785276,2214,6004,95657,77027,4170,112174,92535,both
Iowa,IA,Henry County,19547.0,9574.0,0.4897938302552821,3239,7617,77833,64604,5013,92846,79621,both
Iowa,IA,Howard County,9376.0,4837.0,0.515891638225256,1222,3672,84023,67336,2483,100160,81131,both
Iowa,IA,Humboldt County,9500.0,5067.0,0.5333684210526316,1420,4236,86372,66994,2683,102214,80903,both
Iowa,IA,Ida County,6833.0,3642.0,0.5330016098346261,1032,2994,81453,62841,1795,94498,83420,both
Iowa,IA,Iowa County,16381.0,9617.0,0.5870825956901288,2899,6849,94049,72185,4304,117461,92695,both
Iowa,IA,Jackson County,19342.0,10782.0,0.5574397683796919,2619,8303,89865,71605,5526,110465,88056,both
Iowa,IA,Jasper County,37919.0,20149.0,0.5313694981407737,5544,14748,93350,70128,9613,112360,88171,both
Iowa,IA,Jefferson County,15440.0,8317.0,0.5386658031088083,5053,6878,78591,56824,3726,100743,78622,both
Iowa,IA,Johnson County,157528.0,86068.0,0.5463663602661114,56971,62214,108967,74721,32653,149065,115914,both
Iowa,IA,Jones County,20900.0,10949.0,0.5238755980861244,3170,8109,86601,73071,5295,101513,93766,both
Iowa,IA,Keokuk County,9914.0,5142.0,0.5186604801291104,1160,4065,80199,60856,2564,91652,76524,both
Iowa,IA,Kossuth County,14396.0,8376.0,0.5818282856348986,2347,6502,83589,65656,3861,105166,86222,both
Iowa,IA,Lee County,32565.0,16154.0,0.49605404575464457,5168,14305,74428,59803,8748,90833,77943,both
Iowa,IA,Linn County,228972.0,122369.0,0.5344277902975036,56797,95051,101721,76421,59008,124252,97372,both
Iowa,IA,Louisa County,10513.0,5136.0,0.48853800057072194,1299,4143,95468,80223,3096,106707,88974,both
Iowa,IA,Lucas County,8747.0,4639.0,0.5303532639762204,914,3672,77148,67921,2364,92356,81204,both
Iowa,IA,Lyon County,12324.0,6984.0,0.5666991236611489,1720,4444,89389,72881,3175,103893,88125,both
Iowa,IA,Madison County,16971.0,9995.0,0.5889458488008956,3068,6625,103385,89542,4345,124613,111892,both
Iowa,IA,Mahaska County,21874.0,10910.0,0.49876565785864496,3637,8891,84768,69019,5775,102196,83414,both
Iowa,IA,Marion County,33770.0,19490.0,0.5771394729049453,7724,13409,100349,78059,9123,118073,97685,both
Iowa,IA,Marshall County,40014.0,17217.0,0.4302744039586145,6101,15546,84571,72785,10020,99466,87778,both
