state_name,state_code,county_name,college_educated
Montana,MT,Daniels County,313
Montana,MT,Dawson County,1618
Montana,MT,Deer Lodge County,1693
Montana,MT,Fallon County,385
Montana,MT,Fergus County,2124
Montana,MT,Flathead County,28506
Montana,MT,Gallatin County,44975
Montana,MT,Garfield County,142
Montana,MT,Glacier County,1520
Montana,MT,Golden Valley County,127
Montana,MT,Granite County,802
Montana,MT,Hill County,2722
Montana,MT,Jefferson County,3060
Montana,MT,Judith Basin County,424
Montana,MT,Lake County,7040
Montana,MT,Lewis and Clark County,23039
Montana,MT,Liberty County,364
Montana,MT,Lincoln County,2974
Montana,MT,McCone County,295
Montana,MT,Madison County,2458
Montana,MT,Meagher County,476
Montana,MT,Mineral County,971
Montana,MT,Missoula County,40399
Montana,MT,Musselshell County,883
Montana,MT,Park County,5356
Montana,MT,Petroleum County,89
Montana,MT,Phillips County,645
Montana,MT,Pondera County,816
Montana,MT,Powder River County,356
Montana,MT,Powell County,1085
Montana,MT,Prairie County,191
Montana,MT,Ravalli County,10422
Montana,MT,Richland County,1640
Montana,MT,Roosevelt County,1291
Montana,MT,Rosebud County,1002
Montana,MT,Sanders County,2178
Montana,MT,Sheridan County,657
Montana,MT,Silver Bow County,7010
Montana,MT,Stillwater County,1980
Montana,MT,Sweet Grass County,635
Montana,MT,Teton County,1128
Montana,MT,Toole County,821
Montana,MT,Treasure County,204
Montana,MT,Valley County,1182
Montana,MT,Wheatland County,267
Montana,MT,Wibaux County,202
Montana,MT,Yellowstone County,40185
Nebraska,NE,Adams County,6224
Nebraska,NE,Antelope County,942
Nebraska,NE,Arthur County,110
Nebraska,NE,Banner County,171
Nebraska,NE,Blaine County,77
Nebraska,NE,Boone County,783
Nebraska,NE,Box Butte County,1513
Nebraska,NE,Boyd County,273
Nebraska,NE,Brown County,453
Nebraska,NE,Buffalo County,11686
Nebraska,NE,Burt County,1258
Nebraska,NE,Butler County,1478
Nebraska,NE,Cass County,6116
Nebraska,NE,Cedar County,1464
Nebraska,NE,Chase County,621
Nebraska,NE,Cherry County,1003
Nebraska,NE,Cheyenne County,1549
Nebraska,NE,Clay County,982
Nebraska,NE,Colfax County,994
Nebraska,NE,Cuming County,1577
Nebraska,NE,Custer County,1960
Nebraska,NE,Dakota County,2231
Nebraska,NE,Dawes County,2125
Nebraska,NE,Dawson County,2860
Nebraska,NE,Deuel County,346
Nebraska,NE,Dixon County,900
Nebraska,NE,Dodge County,5769
Nebraska,NE,Douglas County,170552
Nebraska,NE,Dundy County,308
Nebraska,NE,Fillmore County,919
Nebraska,NE,Franklin County,430
Nebraska,NE,Frontier County,478
Nebraska,NE,Furnas County,798
Nebraska,NE,Gage County,3396
Nebraska,NE,Garden County,265
Nebraska,NE,Garfield County,425
Nebraska,NE,Gosper County,427
Nebraska,NE,Grant County,149
Nebraska,NE,Greeley County,292
Nebraska,NE,Hall County,8689
Nebraska,NE,Hamilton County,1980
Nebraska,NE,Harlan County,519
Nebraska,NE,Hayes County,105
Nebraska,NE,Hitchcock County,369
Nebraska,NE,Holt County,1909
Nebraska,NE,Hooker County,102
Nebraska,NE,Howard County,1043
Nebraska,NE,Jefferson County,1078
Nebraska,NE,Johnson County,722
Nebraska,NE,Kearney County,1594
Nebraska,NE,Keith County,1340
Nebraska,NE,Keya Paha County,162
Nebraska,NE,Kimball County,358
Nebraska,NE,Knox County,1163
Nebraska,NE,Lancaster County,91169
Nebraska,NE,Lincoln County,4981
Nebraska,NE,Logan County,151
Nebraska,NE,Loup County,112
Nebraska,NE,McPherson County,102
Nebraska,NE,Madison County,5897
Nebraska,NE,Merrick County,997
Nebraska,NE,Morrill County,736
Nebraska,NE,Nance County,495
Nebraska,NE,Nemaha County,1376
Nebraska,NE,Nuckolls County,831
Nebraska,NE,Otoe County,3188
Nebraska,NE,Pawnee County,364
Nebraska,NE,Perkins County,508
Nebraska,NE,Phelps County,1686
Nebraska,NE,Pierce County,1158
Nebraska,NE,Platte County,5733
Nebraska,NE,Polk County,697
Nebraska,NE,Red Willow County,1917
Nebraska,NE,Richardson County,1309
Nebraska,NE,Rock County,298
Nebraska,NE,Saline County,2011
Nebraska,NE,Sarpy County,54628
Nebraska,NE,Saunders County,4899
Nebraska,NE,Scotts Bluff County,6599
Nebraska,NE,Seward County,3753
Nebraska,NE,Sheridan County,803
Nebraska,NE,Sherman County,415
Nebraska,NE,Sioux County,211
Nebraska,NE,Stanton County,925
Nebraska,NE,Thayer County,873
Nebraska,NE,Thomas County,136
Nebraska,NE,Thurston County,774
Nebraska,NE,Valley County,822
Nebraska,NE,Washington County,5398
Nebraska,NE,Wayne County,1826
Nebraska,NE,Webster County,617
Nebraska,NE,Wheeler County,187
Nebraska,NE,York County,2472
Nevada,NV,Churchill County,3404
Nevada,NV,Clark County,448082
Nevada,NV,Douglas County,12837
Nevada,NV,Elko County,6368
Nevada,NV,Esmeralda County,208
Nevada,NV,Eureka County,202
Nevada,NV,Humboldt County,2422
Nevada,NV,Lander County,644
Nevada,NV,Lincoln County,607
Nevada,NV,Lyon County,7705
Nevada,NV,Mineral County,376
Nevada,NV,Nye County,5293
Nevada,NV,Pershing County,489
Nevada,NV,Storey County,1059
Nevada,NV,Washoe County,119836
Nevada,NV,White Pine County,943
Nevada,NV,Carson City,10601
New Hampshire,NH,Belknap County,16446
New Hampshire,NH,Carroll County,16097
New Hampshire,NH,Cheshire County,20204
New Hampshire,NH,Coos County,5118
New Hampshire,NH,Grafton County,30995
New Hampshire,NH,Hillsborough County,129204
New Hampshire,NH,Merrimack County,44393
New Hampshire,NH,Rockingham County,109691
New Hampshire,NH,Strafford County,36642
New Hampshire,NH,Sullivan County,10193
New Jersey,NJ,Atlantic County,63337
New Jersey,NJ,Bergen County,376857
New Jersey,NJ,Burlington County,146786
New Jersey,NJ,Camden County,134050
New Jersey,NJ,Cape May County,27821
New Jersey,NJ,Cumberland County,19598
New Jersey,NJ,Essex County,229503
New Jersey,NJ,Gloucester County,80006
New Jersey,NJ,Hudson County,260146
New Jersey,NJ,Hunterdon County,55857
New Jersey,NJ,Mercer County,121867
New Jersey,NJ,Middlesex County,281949
New Jersey,NJ,Monmouth County,244481
New Jersey,NJ,Morris County,218193
New Jersey,NJ,Ocean County,155767
New Jersey,NJ,Passaic County,111506
New Jersey,NJ,Salem County,11605
New Jersey,NJ,Somerset County,147402
New Jersey,NJ,Sussex County,43945
New Jersey,NJ,Union County,158216
New Jersey,NJ,Warren County,30969
New Mexico,NM,Bernalillo County,184242
New Mexico,NM,Catron County,665
New Mexico,NM,Chaves County,7777
New Mexico,NM,Cibola County,3640
New Mexico,NM,Colfax County,2218
New Mexico,NM,Curry County,6570
New Mexico,NM,De Baca County,91
New Mexico,NM,Do̱a Ana County,46857
New Mexico,NM,Eddy County,8395
New Mexico,NM,Grant County,6035
New Mexico,NM,Guadalupe County,504
New Mexico,NM,Harding County,154
New Mexico,NM,Hidalgo County,540
New Mexico,NM,Lea County,7064
New Mexico,NM,Lincoln County,4661
New Mexico,NM,Los Alamos County,9908
New Mexico,NM,Luna County,2457
New Mexico,NM,McKinley County,5664
New Mexico,NM,Mora County,833
New Mexico,NM,Otero County,10142
New Mexico,NM,Quay County,1314
New Mexico,NM,Rio Arriba County,5364
New Mexico,NM,Roosevelt County,2681
New Mexico,NM,Sandoval County,35988
New Mexico,NM,San Juan County,13575
New Mexico,NM,San Miguel County,5348
New Mexico,NM,Santa Fe County,53437
New Mexico,NM,Sierra County,1533
New Mexico,NM,Socorro County,2437
New Mexico,NM,Taos County,9964
New Mexico,NM,Torrance County,1644
New Mexico,NM,Union County,526
New Mexico,NM,Valencia County,11328
New York,NY,Albany County,107417
New York,NY,Allegany County,7901
New York,NY,Bronx County,220400
New York,NY,Broome County,44099
New York,NY,Cattaraugus County,11506
New York,NY,Cayuga County,13718
New York,NY,Chautauqua County,23043
New York,NY,Chemung County,16477
New York,NY,Chenango County,6788
New York,NY,Clinton County,15777
New York,NY,Columbia County,18905
New York,NY,Cortland County,9094
New York,NY,Delaware County,9075
New York,NY,Dutchess County,88264
New York,NY,Erie County,264263
New York,NY,Essex County,9258
New York,NY,Franklin County,8202
New York,NY,Fulton County,8217
New York,NY,Genesee County,10309
New York,NY,Greene County,10864
New York,NY,Hamilton County,1130
New York,NY,Herkimer County,10254
New York,NY,Jefferson County,20550
New York,NY,Kings County,807294
New York,NY,Lewis County,3797
New York,NY,Livingston County,13459
New York,NY,Madison County,13571
New York,NY,Monroe County,228044
New York,NY,Montgomery County,7391
New York,NY,Nassau County,502490
New York,NY,New York County,855529
New York,NY,Niagara County,43696
New York,NY,Oneida County,46693
New York,NY,Onondaga County,132580
New York,NY,Ontario County,31276
New York,NY,Orange County,89107
New York,NY,Orleans County,5366
New York,NY,Oswego County,18952
New York,NY,Otsego County,13986
New York,NY,Putnam County,33080
New York,NY,Queens County,632635
New York,NY,Rensselaer County,44787
New York,NY,Richmond County,132841
New York,NY,Rockland County,93669
New York,NY,St. Lawrence County,18334
New York,NY,Saratoga County,79515
New York,NY,Schenectady County,40501
New York,NY,Schoharie County,5722
New York,NY,Schuyler County,3450
New York,NY,Seneca County,5988
New York,NY,Steuben County,18248
New York,NY,Suffolk County,453522
New York,NY,Sullivan County,17242
New York,NY,Tioga County,9373
New York,NY,Tompkins County,41079
New York,NY,Ulster County,51845
New York,NY,Warren County,18007
New York,NY,Washington County,10067
New York,NY,Wayne County,17316
New York,NY,Westchester County,386346
New York,NY,Wyoming County,5738
New York,NY,Yates County,4277
North Carolina,NC,Alamance County,33662
North Carolina,NC,Alexander County,4229
North Carolina,NC,Alleghany County,2069
North Carolina,NC,Anson County,1862
North Carolina,NC,Ashe County,4821
North Carolina,NC,Avery County,3094
North Carolina,NC,Beaufort County,6990
North Carolina,NC,Bertie County,2386
North Carolina,NC,Bladen County,4471
North Carolina,NC,Brunswick County,39741
North Carolina,NC,Buncombe County,92023
North Carolina,NC,Burke County,13650
North Carolina,NC,Cabarrus County,59892
North Carolina,NC,Caldwell County,11559
North Carolina,NC,Camden County,1976
North Carolina,NC,Carteret County,17445
North Carolina,NC,Caswell County,2793
North Carolina,NC,Catawba County,29769
North Carolina,NC,Chatham County,28260
North Carolina,NC,Cherokee County,5653
North Carolina,NC,Chowan County,2614
North Carolina,NC,Clay County,2778
North Carolina,NC,Cleveland County,15218
North Carolina,NC,Columbus County,5619
North Carolina,NC,Craven County,18550
North Carolina,NC,Cumberland County,60025
North Carolina,NC,Currituck County,6371
North Carolina,NC,Dare County,12652
North Carolina,NC,Davidson County,26251
North Carolina,NC,Davie County,8619
North Carolina,NC,Duplin County,6108
North Carolina,NC,Durham County,130349
North Carolina,NC,Edgecombe County,6044
North Carolina,NC,Forsyth County,101192
North Carolina,NC,Franklin County,12955
North Carolina,NC,Gaston County,43389
North Carolina,NC,Gates County,861
North Carolina,NC,Graham County,968
North Carolina,NC,Granville County,10980
North Carolina,NC,Greene County,1851
North Carolina,NC,Guilford County,143655
North Carolina,NC,Halifax County,5411
North Carolina,NC,Harnett County,22609
North Carolina,NC,Haywood County,14396
North Carolina,NC,Henderson County,31222
North Carolina,NC,Hertford County,2601
North Carolina,NC,Hoke County,7581
North Carolina,NC,Hyde County,529
North Carolina,NC,Iredell County,46325
North Carolina,NC,Jackson County,9183
North Carolina,NC,Johnston County,43224
North Carolina,NC,Jones County,1286
North Carolina,NC,Lee County,9734
North Carolina,NC,Lenoir County,6329
North Carolina,NC,Lincoln County,18193
North Carolina,NC,McDowell County,6021
North Carolina,NC,Macon County,7141
North Carolina,NC,Madison County,5151
North Carolina,NC,Martin County,2561
North Carolina,NC,Mecklenburg County,392062
North Carolina,NC,Mitchell County,2614
North Carolina,NC,Montgomery County,3730
North Carolina,NC,Moore County,31131
North Carolina,NC,Nash County,15227
North Carolina,NC,New Hanover County,77059
North Carolina,NC,Northampton County,2499
North Carolina,NC,Onslow County,30854
North Carolina,NC,Orange County,62333
North Carolina,NC,Pamlico County,2538
North Carolina,NC,Pasquotank County,7813
North Carolina,NC,Pender County,13680
North Carolina,NC,Perquimans County,2037
North Carolina,NC,Person County,5757
North Carolina,NC,Pitt County,40138
North Carolina,NC,Polk County,5192
North Carolina,NC,Randolph County,18226
North Carolina,NC,Richmond County,4905
North Carolina,NC,Robeson County,11330
North Carolina,NC,Rockingham County,11043
North Carolina,NC,Rowan County,23160
North Carolina,NC,Rutherford County,10159
North Carolina,NC,Sampson County,6629
North Carolina,NC,Scotland County,3710
North Carolina,NC,Stanly County,9302
North Carolina,NC,Stokes County,6317
North Carolina,NC,Surry County,10297
North Carolina,NC,Swain County,2093
North Carolina,NC,Transylvania County,9998
North Carolina,NC,Tyrrell County,437
North Carolina,NC,Union County,63975
North Carolina,NC,Vance County,5585
North Carolina,NC,Wake County,462236
North Carolina,NC,Warren County,2780
North Carolina,NC,Washington County,1071
North Carolina,NC,Watauga County,16705
North Carolina,NC,Wayne County,17314
North Carolina,NC,Wilkes County,8115
North Carolina,NC,Wilson County,11641
North Carolina,NC,Yadkin County,4532
North Carolina,NC,Yancey County,3287
North Dakota,ND,Adams County,334
North Dakota,ND,Barnes County,2334
North Dakota,ND,Benson County,752
North Dakota,ND,Billings County,238
North Dakota,ND,Bottineau County,1249
North Dakota,ND,Bowman County,561
North Dakota,ND,Burke County,365
North Dakota,ND,Burleigh County,27231
North Dakota,ND,Cass County,57231
North Dakota,ND,Cavalier County,627
North Dakota,ND,Dickey County,906
North Dakota,ND,Divide County,336
North Dakota,ND,Dunn County,587
North Dakota,ND,Eddy County,501
North Dakota,ND,Emmons County,574
North Dakota,ND,Foster County,712
North Dakota,ND,Golden Valley County,221
North Dakota,ND,Grand Forks County,18536
North Dakota,ND,Grant County,384
North Dakota,ND,Griggs County,516
North Dakota,ND,Hettinger County,355
North Dakota,ND,Kidder County,350
North Dakota,ND,LaMoure County,742
North Dakota,ND,Logan County,365
North Dakota,ND,McHenry County,796
North Dakota,ND,McIntosh County,341
North Dakota,ND,McKenzie County,2252
North Dakota,ND,McLean County,1767
North Dakota,ND,Mercer County,1355
North Dakota,ND,Morton County,7214
North Dakota,ND,Mountrail County,1399
North Dakota,ND,Nelson County,651
North Dakota,ND,Oliver County,262
North Dakota,ND,Pembina County,1222
North Dakota,ND,Pierce County,838
North Dakota,ND,Ramsey County,2290
North Dakota,ND,Ransom County,853
North Dakota,ND,Renville County,387
North Dakota,ND,Richland County,2831
North Dakota,ND,Rolette County,1294
North Dakota,ND,Sargent County,549
North Dakota,ND,Sheridan County,216
North Dakota,ND,Sioux County,233
North Dakota,ND,Slope County,143
North Dakota,ND,Stark County,5968
North Dakota,ND,Steele County,395
North Dakota,ND,Stutsman County,3893
North Dakota,ND,Towner County,288
North Dakota,ND,Traill County,1774
North Dakota,ND,Walsh County,1491
North Dakota,ND,Ward County,14140
North Dakota,ND,Wells County,644
North Dakota,ND,Williams County,5938
Ohio,OH,Adams County,2922
Ohio,OH,Allen County,14290
Ohio,OH,Ashland County,8189
Ohio,OH,Ashtabula County,11126
Ohio,OH,Athens County,14219
Ohio,OH,Auglaize County,6851
Ohio,OH,Belmont County,9298
Ohio,OH,Brown County,4917
Ohio,OH,Butler County,85980
Ohio,OH,Carroll County,2841
Ohio,OH,Champaign County,5289
Ohio,OH,Clark County,18051
Ohio,OH,Clermont County,47659
Ohio,OH,Clinton County,5941
Ohio,OH,Columbiana County,12502
Ohio,OH,Coshocton County,4335
Ohio,OH,Crawford County,4784
Ohio,OH,Cuyahoga County,335950
Ohio,OH,Darke County,6170
Ohio,OH,Defiance County,5561
Ohio,OH,Delaware County,88263
Ohio,OH,Erie County,15897
Ohio,OH,Fairfield County,36074
Ohio,OH,Fayette County,2850
Ohio,OH,Franklin County,394245
Ohio,OH,Fulton County,5929
Ohio,OH,Gallia County,3741
Ohio,OH,Geauga County,26677
Ohio,OH,Greene County,49776
Ohio,OH,Guernsey County,4283
Ohio,OH,Hamilton County,244287
Ohio,OH,Hancock County,16139
Ohio,OH,Hardin County,3754
Ohio,OH,Harrison County,1393
Ohio,OH,Henry County,3663
Ohio,OH,Highland County,4782
Ohio,OH,Hocking County,2882
Ohio,OH,Holmes County,2983
Ohio,OH,Huron County,7034
Ohio,OH,Jackson County,3811
Ohio,OH,Jefferson County,9906
Ohio,OH,Knox County,10690
Ohio,OH,Lake County,53675
Ohio,OH,Lawrence County,7856
Ohio,OH,Licking County,37353
Ohio,OH,Logan County,6216
Ohio,OH,Lorain County,64364
Ohio,OH,Lucas County,87981
Ohio,OH,Madison County,7349
Ohio,OH,Mahoning County,44727
Ohio,OH,Marion County,6585
Ohio,OH,Medina County,48849
Ohio,OH,Meigs County,1904
Ohio,OH,Mercer County,6474
Ohio,OH,Miami County,19860
Ohio,OH,Monroe County,1100
Ohio,OH,Montgomery County,117878
Ohio,OH,Morgan County,1422
Ohio,OH,Morrow County,4666
Ohio,OH,Muskingum County,12755
Ohio,OH,Noble County,1583
Ohio,OH,Ottawa County,8806
Ohio,OH,Paulding County,2106
Ohio,OH,Perry County,3933
Ohio,OH,Pickaway County,9104
Ohio,OH,Pike County,2784
Ohio,OH,Portage County,36528
Ohio,OH,Preble County,5277
Ohio,OH,Putnam County,6410
Ohio,OH,Richland County,16698
Ohio,OH,Ross County,9739
Ohio,OH,Sandusky County,8300
Ohio,OH,Scioto County,9786
Ohio,OH,Seneca County,8228
Ohio,OH,Shelby County,6968
Ohio,OH,Stark County,68514
Ohio,OH,Summit County,140716
Ohio,OH,Trumbull County,30775
Ohio,OH,Tuscarawas County,13047
Ohio,OH,Union County,17857
Ohio,OH,Van Wert County,3513
Ohio,OH,Vinton County,1366
Ohio,OH,Warren County,79033
Ohio,OH,Washington County,9213
Ohio,OH,Wayne County,19692
Ohio,OH,Williams County,3817
Ohio,OH,Wood County,34035
Ohio,OH,Wyandot County,3273
Oklahoma,OK,Adair County,1582
Oklahoma,OK,Alfalfa County,942
Oklahoma,OK,Atoka County,1645
Oklahoma,OK,Beaver County,778
Oklahoma,OK,Beckham County,2105
Oklahoma,OK,Blaine County,1096
Oklahoma,OK,Bryan County,7900
Oklahoma,OK,Caddo County,2859
Oklahoma,OK,Canadian County,35230
Oklahoma,OK,Carter County,6691
Oklahoma,OK,Cherokee County,9419
Oklahoma,OK,Choctaw County,1507
Oklahoma,OK,Cimarron County,509
Oklahoma,OK,Cleveland County,73505
Oklahoma,OK,Coal County,615
Oklahoma,OK,Comanche County,20110
Oklahoma,OK,Cotton County,868
Oklahoma,OK,Craig County,1525
Oklahoma,OK,Creek County,9446
Oklahoma,OK,Custer County,5878
Oklahoma,OK,Delaware County,5925
Oklahoma,OK,Dewey County,580
Oklahoma,OK,Ellis County,530
Oklahoma,OK,Garfield County,9681
Oklahoma,OK,Garvin County,3106
Oklahoma,OK,Grady County,8572
Oklahoma,OK,Grant County,682
Oklahoma,OK,Greer County,620
Oklahoma,OK,Harmon County,330
Oklahoma,OK,Harper County,584
Oklahoma,OK,Haskell County,1247
Oklahoma,OK,Hughes County,1483
Oklahoma,OK,Jackson County,4022
Oklahoma,OK,Jefferson County,609
Oklahoma,OK,Johnston County,1482
Oklahoma,OK,Kay County,5502
Oklahoma,OK,Kingfisher County,2261
Oklahoma,OK,Kiowa County,1095
Oklahoma,OK,Latimer County,686
Oklahoma,OK,Le Flore County,4966
Oklahoma,OK,Lincoln County,3740
Oklahoma,OK,Logan County,10769
Oklahoma,OK,Love County,1141
Oklahoma,OK,McClain County,8467
Oklahoma,OK,McCurtain County,3257
Oklahoma,OK,McIntosh County,2133
Oklahoma,OK,Major County,935
Oklahoma,OK,Marshall County,1867
Oklahoma,OK,Mayes County,4693
Oklahoma,OK,Murray County,1765
Oklahoma,OK,Muskogee County,8676
Oklahoma,OK,Noble County,1573
Oklahoma,OK,Nowata County,1126
Oklahoma,OK,Okfuskee County,1055
Oklahoma,OK,Oklahoma County,190645
Oklahoma,OK,Okmulgee County,4357
Oklahoma,OK,Osage County,7205
Oklahoma,OK,Ottawa County,3001
Oklahoma,OK,Pawnee County,1786
Oklahoma,OK,Payne County,20456
Oklahoma,OK,Pittsburg County,6153
Oklahoma,OK,Pontotoc County,7697
Oklahoma,OK,Pottawatomie County,10600
Oklahoma,OK,Pushmataha County,1158
Oklahoma,OK,Roger Mills County,617
Oklahoma,OK,Rogers County,17551
Oklahoma,OK,Seminole County,2435
Oklahoma,OK,Sequoyah County,4302
Oklahoma,OK,Stephens County,5998
Oklahoma,OK,Texas County,3120
Oklahoma,OK,Tillman County,829
Oklahoma,OK,Tulsa County,155575
Oklahoma,OK,Wagoner County,15940
Oklahoma,OK,Washington County,11368
Oklahoma,OK,Washita County,1550
Oklahoma,OK,Woods County,1908
Oklahoma,OK,Woodward County,3054
Oregon,OR,Baker County,3392
Oregon,OR,Benton County,35364
Oregon,OR,Clackamas County,123002
Oregon,OR,Clatsop County,8288
Oregon,OR,Columbia County,7495
Oregon,OR,Coos County,10945
Oregon,OR,Crook County,4337
Oregon,OR,Curry County,4641
Oregon,OR,Deschutes County,66806
Oregon,OR,Douglas County,16015
Oregon,OR,Gilliam County,317
Oregon,OR,Grant County,1169
Oregon,OR,Harney County,896
Oregon,OR,Hood River County,6625
Oregon,OR,Jackson County,50190
Oregon,OR,Jefferson County,3525
Oregon,OR,Josephine County,13323
Oregon,OR,Klamath County,10784
Oregon,OR,Lake County,1282
Oregon,OR,Lane County,93805
Oregon,OR,Lincoln County,11587
Oregon,OR,Linn County,19385
Oregon,OR,Malheur County,3358
Oregon,OR,Marion County,62661
Oregon,OR,Morrow County,815
Oregon,OR,Multnomah County,300922
Oregon,OR,Polk County,19003
Oregon,OR,Sherman County,223
Oregon,OR,Tillamook County,5309
Oregon,OR,Umatilla County,10007
Oregon,OR,Union County,4794
Oregon,OR,Wallowa County,2112
Oregon,OR,Wasco County,4155
Oregon,OR,Washington County,203522
Oregon,OR,Wheeler County,236
Oregon,OR,Yamhill County,22524
Pennsylvania,PA,Adams County,19034
Pennsylvania,PA,Allegheny County,424642
Pennsylvania,PA,Armstrong County,9449
Pennsylvania,PA,Beaver County,36049
Pennsylvania,PA,Bedford County,6046
Pennsylvania,PA,Berks County,84048
Pennsylvania,PA,Blair County,22150
Pennsylvania,PA,Bradford County,9460
Pennsylvania,PA,Bucks County,214526
Pennsylvania,PA,Butler County,56367
Pennsylvania,PA,Cambria County,23028
Pennsylvania,PA,Cameron County,401
Pennsylvania,PA,Carbon County,9184
Pennsylvania,PA,Centre County,48645
Pennsylvania,PA,Chester County,219805
Pennsylvania,PA,Clarion County,6547
Pennsylvania,PA,Clearfield County,12398
Pennsylvania,PA,Clinton County,5761
Pennsylvania,PA,Columbia County,11839
Pennsylvania,PA,Crawford County,12841
Pennsylvania,PA,Cumberland County,75585
Pennsylvania,PA,Dauphin County,71839
Pennsylvania,PA,Delaware County,171657
Pennsylvania,PA,Elk County,4793
Pennsylvania,PA,Erie County,58124
Pennsylvania,PA,Fayette County,18615
Pennsylvania,PA,Forest County,768
Pennsylvania,PA,Franklin County,27468
Pennsylvania,PA,Fulton County,1865
Pennsylvania,PA,Greene County,5576
Pennsylvania,PA,Huntingdon County,6093
Pennsylvania,PA,Indiana County,15632
Pennsylvania,PA,Jefferson County,5749
Pennsylvania,PA,Juniata County,2570
Pennsylvania,PA,Lackawanna County,48038
Pennsylvania,PA,Lancaster County,122901
Pennsylvania,PA,Lawrence County,14433
Pennsylvania,PA,Lebanon County,25082
Pennsylvania,PA,Lehigh County,90068
Pennsylvania,PA,Luzerne County,60687
Pennsylvania,PA,Lycoming County,20745
Pennsylvania,PA,McKean County,6093
Pennsylvania,PA,Mercer County,20547
Pennsylvania,PA,Mifflin County,4449
Pennsylvania,PA,Monroe County,35067
Pennsylvania,PA,Montgomery County,332415
Pennsylvania,PA,Montour County,4977
Pennsylvania,PA,Northampton County,79063
Pennsylvania,PA,Northumberland County,13211
Pennsylvania,PA,Perry County,6387
Pennsylvania,PA,Philadelphia County,403182
Pennsylvania,PA,Pike County,13594
Pennsylvania,PA,Potter County,2110
Pennsylvania,PA,Schuylkill County,20698
Pennsylvania,PA,Snyder County,5950
Pennsylvania,PA,Somerset County,9975
Pennsylvania,PA,Sullivan County,1007
Pennsylvania,PA,Susquehanna County,5850
Pennsylvania,PA,Tioga County,6488
Pennsylvania,PA,Union County,7901
Pennsylvania,PA,Venango County,7588
Pennsylvania,PA,Warren County,5606
Pennsylvania,PA,Washington County,51921
Pennsylvania,PA,Wayne County,8843
Pennsylvania,PA,Westmoreland County,86630
Pennsylvania,PA,Wyoming County,4297
Pennsylvania,PA,York County,91174
Rhode Island,RI,Bristol County,19190
Rhode Island,RI,Kent County,45428
Rhode Island,RI,Newport County,35180
Rhode Island,RI,Providence County,156484
Rhode Island,RI,Washington County,49595
South Carolina,SC,Abbeville County,3370
South Carolina,SC,Aiken County,39373
South Carolina,SC,Allendale County,745
South Carolina,SC,Anderson County,39063
South Carolina,SC,Bamberg County,1701
South Carolina,SC,Barnwell County,1875
South Carolina,SC,Beaufort County,62992
South Carolina,SC,Berkeley County,50818
South Carolina,SC,Calhoun County,2414
South Carolina,SC,Charleston County,153689
South Carolina,SC,Cherokee County,7464
South Carolina,SC,Chester County,3246
South Carolina,SC,Chesterfield County,4190
South Carolina,SC,Clarendon County,4083
South Carolina,SC,Colleton County,4634
South Carolina,SC,Darlington County,8985
South Carolina,SC,Dillon County,2229
South Carolina,SC,Dorchester County,34770
South Carolina,SC,Edgefield County,4380
South Carolina,SC,Fairfield County,2654
South Carolina,SC,Florence County,22726
South Carolina,SC,Georgetown County,16054
South Carolina,SC,Greenville County,154410
South Carolina,SC,Greenwood County,12326
South Carolina,SC,Hampton County,1608
South Carolina,SC,Horry County,75782
South Carolina,SC,Jasper County,6084
South Carolina,SC,Kershaw County,10854
South Carolina,SC,Lancaster County,23422
South Carolina,SC,Laurens County,8778
South Carolina,SC,Lee County,1603
South Carolina,SC,Lexington County,71744
South Carolina,SC,McCormick County,1889
South Carolina,SC,Marion County,2874
South Carolina,SC,Marlboro County,1688
South Carolina,SC,Newberry County,6437
South Carolina,SC,Oconee County,17135
South Carolina,SC,Orangeburg County,11205
South Carolina,SC,Pickens County,26008
South Carolina,SC,Richland County,116579
South Carolina,SC,Saluda County,2749
South Carolina,SC,Spartanburg County,62139
South Carolina,SC,Sumter County,16884
South Carolina,SC,Union County,2665
South Carolina,SC,Williamsburg County,3584
South Carolina,SC,York County,77593
South Dakota,SD,Aurora County,355
South Dakota,SD,Beadle County,3312
South Dakota,SD,Bennett County,376
South Dakota,SD,Bon Homme County,1113
South Dakota,SD,Brookings County,9594
South Dakota,SD,Brown County,8869
South Dakota,SD,Brule County,1088
South Dakota,SD,Buffalo County,74
South Dakota,SD,Butte County,1497
South Dakota,SD,Campbell County,336
South Dakota,SD,Charles Mix County,1463
South Dakota,SD,Clark County,446
South Dakota,SD,Clay County,4209
South Dakota,SD,Codington County,4229
South Dakota,SD,Corson County,419
South Dakota,SD,Custer County,2304
South Dakota,SD,Davison County,3471
South Dakota,SD,Day County,863
South Dakota,SD,Deuel County,729
South Dakota,SD,Dewey County,490
South Dakota,SD,Douglas County,451
South Dakota,SD,Edmunds County,859
South Dakota,SD,Fall River County,1255
South Dakota,SD,Faulk County,301
South Dakota,SD,Grant County,1389
South Dakota,SD,Gregory County,596
South Dakota,SD,Haakon County,262
South Dakota,SD,Hamlin County,924
South Dakota,SD,Hand County,593
South Dakota,SD,Hanson County,493
South Dakota,SD,Harding County,248
South Dakota,SD,Hughes County,4537
South Dakota,SD,Hutchinson County,1345
South Dakota,SD,Hyde County,211
South Dakota,SD,Jackson County,189
South Dakota,SD,Jerauld County,298
South Dakota,SD,Jones County,174
South Dakota,SD,Kingsbury County,805
