state_name,state_code,county_name,college_educated
Iowa,IA,Dallas County,37522
Iowa,IA,Davis County,1029
Iowa,IA,Decatur County,1186
Iowa,IA,Delaware County,2475
Iowa,IA,Des Moines County,6610
Iowa,IA,Dickinson County,4351
Iowa,IA,Dubuque County,23717
Iowa,IA,Emmet County,1124
Iowa,IA,Fayette County,2643
Iowa,IA,Floyd County,2038
Iowa,IA,Franklin County,1246
Iowa,IA,Fremont County,1033
Iowa,IA,Greene County,1259
Iowa,IA,Grundy County,2209
Iowa,IA,Guthrie County,1903
Iowa,IA,Hamilton County,2406
Iowa,IA,Hancock County,1698
Iowa,IA,Hardin County,2706
Iowa,IA,Harrison County,2214
Iowa,IA,Henry County,3239
Iowa,IA,Howard County,1222
Iowa,IA,Humboldt County,1420
Iowa,IA,Ida County,1032
Iowa,IA,Iowa County,2899
Iowa,IA,Jackson County,2619
Iowa,IA,Jasper County,5544
Iowa,IA,Jefferson County,5053
Iowa,IA,Johnson County,56971
Iowa,IA,Jones County,3170
Iowa,IA,Keokuk County,1160
Iowa,IA,Kossuth County,2347
Iowa,IA,Lee County,5168
Iowa,IA,Linn County,56797
Iowa,IA,Louisa County,1299
Iowa,IA,Lucas County,914
Iowa,IA,Lyon County,1720
Iowa,IA,Madison County,3068
Iowa,IA,Mahaska County,3637
Iowa,IA,Marion County,7724
Iowa,IA,Marshall County,6101
Iowa,IA,Mills County,3344
Iowa,IA,Mitchell County,1732
Iowa,IA,Monona County,1214
Iowa,IA,Monroe County,1091
Iowa,IA,Montgomery County,1421
Iowa,IA,Muscatine County,6896
Iowa,IA,O'Brien County,2264
Iowa,IA,Osceola County,683
Iowa,IA,Page County,2177
Iowa,IA,Palo Alto County,1265
Iowa,IA,Plymouth County,4345
Iowa,IA,Pocahontas County,982
Iowa,IA,Polk County,138316
Iowa,IA,Pottawattamie County,15483
Iowa,IA,Poweshiek County,3571
Iowa,IA,Ringgold County,842
Iowa,IA,Sac County,1529
Iowa,IA,Scott County,45132
Iowa,IA,Shelby County,1968
Iowa,IA,Sioux County,7147
Iowa,IA,Story County,30787
Iowa,IA,Tama County,2307
Iowa,IA,Taylor County,654
Iowa,IA,Union County,2075
Iowa,IA,Van Buren County,1031
Iowa,IA,Wapello County,4691
Iowa,IA,Warren County,12149
Iowa,IA,Washington County,4017
Iowa,IA,Wayne County,703
Iowa,IA,Webster County,5221
Iowa,IA,Winnebago County,1925
Iowa,IA,Winneshiek County,4351
Iowa,IA,Woodbury County,16624
Iowa,IA,Worth County,1131
Iowa,IA,Wright County,2100
Kansas,KS,Allen County,1903
Kansas,KS,Anderson County,837
Kansas,KS,Atchison County,2400
Kansas,KS,Barber County,783
Kansas,KS,Barton County,3788
Kansas,KS,Bourbon County,2460
Kansas,KS,Brown County,1234
Kansas,KS,Butler County,15091
Kansas,KS,Chase County,557
Kansas,KS,Chautauqua County,464
Kansas,KS,Cherokee County,2750
Kansas,KS,Cheyenne County,412
Kansas,KS,Clark County,447
Kansas,KS,Clay County,1372
Kansas,KS,Cloud County,1355
Kansas,KS,Coffey County,1331
Kansas,KS,Comanche County,251
Kansas,KS,Cowley County,5732
Kansas,KS,Crawford County,8084
Kansas,KS,Decatur County,604
Kansas,KS,Dickinson County,2930
Kansas,KS,Doniphan County,1092
Kansas,KS,Douglas County,41390
Kansas,KS,Edwards County,424
Kansas,KS,Elk County,383
Kansas,KS,Ellis County,7542
Kansas,KS,Ellsworth County,1113
Kansas,KS,Finney County,4753
Kansas,KS,Ford County,4387
Kansas,KS,Franklin County,4649
Kansas,KS,Geary County,5084
Kansas,KS,Gove County,409
Kansas,KS,Graham County,483
Kansas,KS,Grant County,1111
Kansas,KS,Gray County,913
Kansas,KS,Greeley County,296
Kansas,KS,Greenwood County,833
Kansas,KS,Hamilton County,316
Kansas,KS,Harper County,806
Kansas,KS,Harvey County,7293
Kansas,KS,Haskell County,537
Kansas,KS,Hodgeman County,328
Kansas,KS,Jackson County,1984
Kansas,KS,Jefferson County,3301
Kansas,KS,Jewell County,426
Kansas,KS,Johnson County,250115
Kansas,KS,Kearny County,360
Kansas,KS,Kingman County,1231
Kansas,KS,Kiowa County,467
Kansas,KS,Labette County,2958
Kansas,KS,Lane County,263
Kansas,KS,Leavenworth County,21098
Kansas,KS,Lincoln County,468
Kansas,KS,Linn County,1571
Kansas,KS,Logan County,516
Kansas,KS,Lyon County,5744
Kansas,KS,McPherson County,6923
Kansas,KS,Marion County,2351
Kansas,KS,Marshall County,1398
Kansas,KS,Meade County,587
Kansas,KS,Miami County,7774
Kansas,KS,Mitchell County,1050
Kansas,KS,Montgomery County,4629
Kansas,KS,Morris County,1101
Kansas,KS,Morton County,311
Kansas,KS,Nemaha County,2143
Kansas,KS,Neosho County,2368
Kansas,KS,Ness County,475
Kansas,KS,Norton County,784
Kansas,KS,Osage County,2355
Kansas,KS,Osborne County,585
Kansas,KS,Ottawa County,1072
Kansas,KS,Pawnee County,929
Kansas,KS,Phillips County,789
Kansas,KS,Pottawatomie County,6087
Kansas,KS,Pratt County,1618
Kansas,KS,Rawlins County,330
Kansas,KS,Reno County,9125
Kansas,KS,Republic County,855
Kansas,KS,Rice County,1552
Kansas,KS,Riley County,20023
Kansas,KS,Rooks County,880
Kansas,KS,Rush County,506
Kansas,KS,Russell County,868
Kansas,KS,Saline County,11091
Kansas,KS,Scott County,1244
Kansas,KS,Sedgwick County,113824
Kansas,KS,Seward County,1740
Kansas,KS,Shawnee County,40761
Kansas,KS,Sheridan County,420
Kansas,KS,Sherman County,963
Kansas,KS,Smith County,677
Kansas,KS,Stafford County,734
Kansas,KS,Stanton County,325
Kansas,KS,Stevens County,539
Kansas,KS,Sumner County,4155
Kansas,KS,Thomas County,1716
Kansas,KS,Trego County,615
Kansas,KS,Wabaunsee County,1282
Kansas,KS,Wallace County,234
Kansas,KS,Washington County,908
Kansas,KS,Wichita County,285
Kansas,KS,Wilson County,1267
Kansas,KS,Woodson County,562
Kansas,KS,Wyandotte County,23175
Kentucky,KY,Adair County,2639
Kentucky,KY,Allen County,2591
Kentucky,KY,Anderson County,4496
Kentucky,KY,Ballard County,1074
Kentucky,KY,Barren County,5615
Kentucky,KY,Bath County,1280
Kentucky,KY,Bell County,2426
Kentucky,KY,Boone County,33861
Kentucky,KY,Bourbon County,3617
Kentucky,KY,Boyd County,6997
Kentucky,KY,Boyle County,5954
Kentucky,KY,Bracken County,991
Kentucky,KY,Breathitt County,1644
Kentucky,KY,Breckinridge County,2202
Kentucky,KY,Bullitt County,11682
Kentucky,KY,Butler County,856
Kentucky,KY,Caldwell County,1591
Kentucky,KY,Calloway County,8404
Kentucky,KY,Campbell County,27440
Kentucky,KY,Carlisle County,509
Kentucky,KY,Carroll County,772
Kentucky,KY,Carter County,2991
Kentucky,KY,Casey County,1364
Kentucky,KY,Christian County,8965
Kentucky,KY,Clark County,6082
Kentucky,KY,Clay County,2475
Kentucky,KY,Clinton County,1115
Kentucky,KY,Crittenden County,796
Kentucky,KY,Cumberland County,756
Kentucky,KY,Daviess County,18002
Kentucky,KY,Edmonson County,944
Kentucky,KY,Elliott County,499
Kentucky,KY,Estill County,1029
Kentucky,KY,Fayette County,108226
Kentucky,KY,Fleming County,1730
Kentucky,KY,Floyd County,3951
Kentucky,KY,Franklin County,11952
Kentucky,KY,Fulton County,803
Kentucky,KY,Gallatin County,829
Kentucky,KY,Garrard County,2418
Kentucky,KY,Grant County,2502
Kentucky,KY,Graves County,4582
Kentucky,KY,Grayson County,2808
Kentucky,KY,Green County,1398
Kentucky,KY,Greenup County,4860
Kentucky,KY,Hancock County,1054
Kentucky,KY,Hardin County,18837
Kentucky,KY,Harlan County,2373
Kentucky,KY,Harrison County,2850
Kentucky,KY,Hart County,1456
Kentucky,KY,Henderson County,6201
Kentucky,KY,Henry County,1671
Kentucky,KY,Hickman County,476
Kentucky,KY,Hopkins County,5328
Kentucky,KY,Jackson County,936
Kentucky,KY,Jefferson County,206600
Kentucky,KY,Jessamine County,12279
Kentucky,KY,Johnson County,2801
Kentucky,KY,Kenton County,45969
Kentucky,KY,Knott County,1819
Kentucky,KY,Knox County,2891
Kentucky,KY,Larue County,1699
Kentucky,KY,Laurel County,7558
Kentucky,KY,Lawrence County,1607
Kentucky,KY,Lee County,416
Kentucky,KY,Leslie County,772
Kentucky,KY,Letcher County,2138
Kentucky,KY,Lewis County,1100
Kentucky,KY,Lincoln County,2642
Kentucky,KY,Livingston County,928
Kentucky,KY,Logan County,3333
Kentucky,KY,Lyon County,1149
Kentucky,KY,McCracken County,13565
Kentucky,KY,McCreary County,1100
Kentucky,KY,McLean County,1218
Kentucky,KY,Madison County,21783
Kentucky,KY,Magoffin County,1154
Kentucky,KY,Marion County,1830
Kentucky,KY,Marshall County,4964
Kentucky,KY,Martin County,881
Kentucky,KY,Mason County,2552
Kentucky,KY,Meade County,3898
Kentucky,KY,Menifee County,544
Kentucky,KY,Mercer County,3685
Kentucky,KY,Metcalfe County,967
Kentucky,KY,Monroe County,1233
Kentucky,KY,Montgomery County,4190
Kentucky,KY,Morgan County,1820
Kentucky,KY,Muhlenberg County,2987
Kentucky,KY,Nelson County,7615
Kentucky,KY,Nicholas County,520
Kentucky,KY,Ohio County,2401
Kentucky,KY,Oldham County,21662
Kentucky,KY,Owen County,1483
Kentucky,KY,Owsley County,339
Kentucky,KY,Pendleton County,1733
Kentucky,KY,Perry County,2855
Kentucky,KY,Pike County,7131
Kentucky,KY,Powell County,1538
Kentucky,KY,Pulaski County,8634
Kentucky,KY,Robertson County,205
Kentucky,KY,Rockcastle County,1637
Kentucky,KY,Rowan County,4342
Kentucky,KY,Russell County,2030
Kentucky,KY,Scott County,13412
Kentucky,KY,Shelby County,10990
Kentucky,KY,Simpson County,2241
Kentucky,KY,Spencer County,3211
Kentucky,KY,Taylor County,3970
Kentucky,KY,Todd County,1315
Kentucky,KY,Trigg County,2116
Kentucky,KY,Trimble County,943
Kentucky,KY,Union County,1150
Kentucky,KY,Warren County,30690
Kentucky,KY,Washington County,1737
Kentucky,KY,Wayne County,2150
Kentucky,KY,Webster County,1129
Kentucky,KY,Whitley County,4997
Kentucky,KY,Wolfe County,369
Kentucky,KY,Woodford County,8099
Louisiana,LA,Acadia Parish,5260
Louisiana,LA,Allen Parish,1903
Louisiana,LA,Ascension Parish,25099
Louisiana,LA,Assumption Parish,2123
Louisiana,LA,Avoyelles Parish,2998
Louisiana,LA,Beauregard Parish,4550
Louisiana,LA,Bienville Parish,1248
Louisiana,LA,Bossier Parish,24475
Louisiana,LA,Caddo Parish,41702
Louisiana,LA,Calcasieu Parish,35966
Louisiana,LA,Caldwell Parish,762
Louisiana,LA,Cameron Parish,546
Louisiana,LA,Catahoula Parish,1026
Louisiana,LA,Claiborne Parish,1117
Louisiana,LA,Concordia Parish,2144
Louisiana,LA,De Soto Parish,2834
Louisiana,LA,East Baton Rouge Parish,116859
Louisiana,LA,East Carroll Parish,562
Louisiana,LA,East Feliciana Parish,2468
Louisiana,LA,Evangeline Parish,2760
Louisiana,LA,Franklin Parish,2164
Louisiana,LA,Grant Parish,2124
Louisiana,LA,Iberia Parish,6949
Louisiana,LA,Iberville Parish,3656
Louisiana,LA,Jackson Parish,1468
Louisiana,LA,Jefferson Parish,94927
Louisiana,LA,Jefferson Davis Parish,3280
Louisiana,LA,Lafayette Parish,59683
Louisiana,LA,Lafourche Parish,13970
Louisiana,LA,LaSalle Parish,1868
Louisiana,LA,Lincoln Parish,10401
Louisiana,LA,Livingston Parish,20116
Louisiana,LA,Madison Parish,821
Louisiana,LA,Morehouse Parish,2270
Louisiana,LA,Natchitoches Parish,6080
Louisiana,LA,Orleans Parish,116258
Louisiana,LA,Ouachita Parish,30079
Louisiana,LA,Plaquemines Parish,3271
Louisiana,LA,Pointe Coupee Parish,2254
Louisiana,LA,Rapides Parish,19723
Louisiana,LA,Red River Parish,565
Louisiana,LA,Richland Parish,2477
Louisiana,LA,Sabine Parish,2290
Louisiana,LA,St. Bernard Parish,5227
Louisiana,LA,St. Charles Parish,10096
Louisiana,LA,St. Helena Parish,881
Louisiana,LA,St. James Parish,2970
Louisiana,LA,St. John the Baptist Parish,5605
Louisiana,LA,St. Landry Parish,7836
Louisiana,LA,St. Martin Parish,5625
Louisiana,LA,St. Mary Parish,4460
Louisiana,LA,St. Tammany Parish,69984
Louisiana,LA,Tangipahoa Parish,20367
Louisiana,LA,Tensas Parish,382
Louisiana,LA,Terrebonne Parish,13737
Louisiana,LA,Union Parish,2413
Louisiana,LA,Vermilion Parish,6670
Louisiana,LA,Vernon Parish,6139
Louisiana,LA,Washington Parish,4153
Louisiana,LA,Webster Parish,3345
Louisiana,LA,West Baton Rouge Parish,4825
Louisiana,LA,West Carroll Parish,952
Louisiana,LA,West Feliciana Parish,2654
Louisiana,LA,Winn Parish,1634
Maine,ME,Androscoggin County,19425
Maine,ME,Aroostook County,11588
Maine,ME,Cumberland County,122130
Maine,ME,Franklin County,6779
Maine,ME,Hancock County,17263
Maine,ME,Kennebec County,29273
Maine,ME,Knox County,12518
Maine,ME,Lincoln County,11410
Maine,ME,Oxford County,10224
Maine,ME,Penobscot County,35204
Maine,ME,Piscataquis County,2977
Maine,ME,Sagadahoc County,11827
Maine,ME,Somerset County,7986
Maine,ME,Waldo County,10711
Maine,ME,Washington County,5880
Maine,ME,York County,57496
Maryland,MD,Allegany County,10570
Maryland,MD,Anne Arundel County,193632
Maryland,MD,Baltimore County,254798
Maryland,MD,Calvert County,23742
Maryland,MD,Caroline County,4190
Maryland,MD,Carroll County,50381
Maryland,MD,Cecil County,20503
Maryland,MD,Charles County,37779
Maryland,MD,Dorchester County,4613
Maryland,MD,Frederick County,89202
Maryland,MD,Garrett County,5359
Maryland,MD,Harford County,75708
Maryland,MD,Howard County,153371
Maryland,MD,Kent County,5442
Maryland,MD,Montgomery County,462631
Maryland,MD,Prince George's County,247141
Maryland,MD,Queen Anne's County,14259
Maryland,MD,St. Mary's County,28411
Maryland,MD,Somerset County,3194
Maryland,MD,Talbot County,12018
Maryland,MD,Washington County,26578
Maryland,MD,Wicomico County,20624
Maryland,MD,Worcester County,13566
Maryland,MD,Baltimore city,151790
Massachusetts,MA,Barnstable County,88735
Massachusetts,MA,Berkshire County,37903
Massachusetts,MA,Bristol County,132617
Massachusetts,MA,Dukes County,7959
Massachusetts,MA,Essex County,252065
Massachusetts,MA,Franklin County,22668
Massachusetts,MA,Hampden County,97562
Massachusetts,MA,Hampshire County,53765
Massachusetts,MA,Middlesex County,720960
Massachusetts,MA,Nantucket County,6203
Massachusetts,MA,Norfolk County,313689
Massachusetts,MA,Plymouth County,163252
Massachusetts,MA,Suffolk County,300103
Massachusetts,MA,Worcester County,247643
Michigan,MI,Alcona County,1802
Michigan,MI,Alger County,1414
Michigan,MI,Allegan County,22641
Michigan,MI,Alpena County,3949
Michigan,MI,Antrim County,6431
Michigan,MI,Arenac County,1823
Michigan,MI,Baraga County,1058
Michigan,MI,Barry County,11165
Michigan,MI,Bay County,16661
Michigan,MI,Benzie County,4852
Michigan,MI,Berrien County,33817
Michigan,MI,Branch County,5409
Michigan,MI,Calhoun County,21067
Michigan,MI,Cass County,8244
Michigan,MI,Charlevoix County,6783
Michigan,MI,Cheboygan County,4727
Michigan,MI,Chippewa County,5882
Michigan,MI,Clare County,3068
Michigan,MI,Clinton County,19934
Michigan,MI,Crawford County,2109
Michigan,MI,Delta County,5654
Michigan,MI,Dickinson County,4713
Michigan,MI,Eaton County,24435
Michigan,MI,Emmet County,10579
Michigan,MI,Genesee County,66452
Michigan,MI,Gladwin County,3082
Michigan,MI,Gogebic County,2516
Michigan,MI,Grand Traverse County,28710
Michigan,MI,Gratiot County,5871
Michigan,MI,Hillsdale County,6763
Michigan,MI,Houghton County,9101
Michigan,MI,Huron County,4187
Michigan,MI,Ingham County,79089
Michigan,MI,Ionia County,8842
Michigan,MI,Iosco County,3522
Michigan,MI,Iron County,1948
Michigan,MI,Isabella County,12989
Michigan,MI,Jackson County,26603
Michigan,MI,Kalamazoo County,73057
Michigan,MI,Kalkaska County,2473
Michigan,MI,Kent County,184751
Michigan,MI,Keweenaw County,782
Michigan,MI,Lake County,1263
Michigan,MI,Lapeer County,12982
Michigan,MI,Leelanau County,9011
Michigan,MI,Lenawee County,16066
Michigan,MI,Livingston County,56543
Michigan,MI,Luce County,957
Michigan,MI,Mackinac County,2033
Michigan,MI,Macomb County,179290
Michigan,MI,Manistee County,4620
Michigan,MI,Marquette County,16874
Michigan,MI,Mason County,5501
Michigan,MI,Mecosta County,6702
Michigan,MI,Menominee County,3187
Michigan,MI,Midland County,22483
Michigan,MI,Missaukee County,1991
Michigan,MI,Monroe County,26677
Michigan,MI,Montcalm County,7152
Michigan,MI,Montmorency County,1215
Michigan,MI,Muskegon County,26766
Michigan,MI,Newaygo County,6699
Michigan,MI,Oakland County,477690
Michigan,MI,Oceana County,4098
Michigan,MI,Ogemaw County,2538
Michigan,MI,Ontonagon County,821
Michigan,MI,Osceola County,2770
Michigan,MI,Oscoda County,937
Michigan,MI,Otsego County,4873
Michigan,MI,Ottawa County,75350
Michigan,MI,Presque Isle County,2150
Michigan,MI,Roscommon County,3958
Michigan,MI,Saginaw County,31782
Michigan,MI,St. Clair County,24323
Michigan,MI,St. Joseph County,7309
Michigan,MI,Sanilac County,4754
Michigan,MI,Schoolcraft County,1339
Michigan,MI,Shiawassee County,9770
Michigan,MI,Tuscola County,6142
Michigan,MI,Van Buren County,12447
Michigan,MI,Washtenaw County,151747
Michigan,MI,Wayne County,340227
Michigan,MI,Wexford County,5123
Minnesota,MN,Aitkin County,2398
Minnesota,MN,Anoka County,83094
Minnesota,MN,Becker County,6930
Minnesota,MN,Beltrami County,9744
Minnesota,MN,Benton County,7166
Minnesota,MN,Big Stone County,828
Minnesota,MN,Blue Earth County,15737
Minnesota,MN,Brown County,4490
Minnesota,MN,Carlton County,6770
Minnesota,MN,Carver County,37896
Minnesota,MN,Cass County,5874
Minnesota,MN,Chippewa County,1892
Minnesota,MN,Chisago County,10038
Minnesota,MN,Clay County,16501
Minnesota,MN,Clearwater County,1091
Minnesota,MN,Cook County,2105
Minnesota,MN,Cottonwood County,1867
Minnesota,MN,Crow Wing County,14167
Minnesota,MN,Dakota County,140357
Minnesota,MN,Dodge County,4298
Minnesota,MN,Douglas County,8433
Minnesota,MN,Faribault County,2182
Minnesota,MN,Fillmore County,3628
Minnesota,MN,Freeborn County,4038
Minnesota,MN,Goodhue County,9817
Minnesota,MN,Grant County,857
Minnesota,MN,Hennepin County,497613
Minnesota,MN,Houston County,3953
Minnesota,MN,Hubbard County,4983
Minnesota,MN,Isanti County,6022
Minnesota,MN,Itasca County,8504
Minnesota,MN,Jackson County,1837
Minnesota,MN,Kanabec County,1863
Minnesota,MN,Kandiyohi County,8317
Minnesota,MN,Kittson County,849
Minnesota,MN,Koochiching County,1858
Minnesota,MN,Lac qui Parle County,1174
Minnesota,MN,Lake County,2133
Minnesota,MN,Lake of the Woods County,614
Minnesota,MN,Le Sueur County,5317
Minnesota,MN,Lincoln County,998
Minnesota,MN,Lyon County,4879
Minnesota,MN,McLeod County,5400
Minnesota,MN,Mahnomen County,495
Minnesota,MN,Marshall County,1255
Minnesota,MN,Martin County,3567
Minnesota,MN,Meeker County,3374
Minnesota,MN,Mille Lacs County,3425
Minnesota,MN,Morrison County,4812
Minnesota,MN,Mower County,6462
Minnesota,MN,Murray County,1458
Minnesota,MN,Nicollet County,8384
Minnesota,MN,Nobles County,2595
Minnesota,MN,Norman County,1025
Minnesota,MN,Olmsted County,56903
Minnesota,MN,Otter Tail County,12050
Minnesota,MN,Pennington County,1938
Minnesota,MN,Pine County,3649
Minnesota,MN,Pipestone County,1408
Minnesota,MN,Polk County,6017
Minnesota,MN,Pope County,2057
Minnesota,MN,Ramsey County,175751
Minnesota,MN,Red Lake County,494
Minnesota,MN,Redwood County,2357
Minnesota,MN,Renville County,1942
Minnesota,MN,Rice County,13320
Minnesota,MN,Rock County,1770
Minnesota,MN,Roseau County,2277
Minnesota,MN,St. Louis County,47860
Minnesota,MN,Scott County,45544
Minnesota,MN,Sherburne County,19122
Minnesota,MN,Sibley County,2051
Minnesota,MN,Stearns County,30747
Minnesota,MN,Steele County,7845
Minnesota,MN,Stevens County,1948
Minnesota,MN,Swift County,1596
Minnesota,MN,Todd County,2804
Minnesota,MN,Traverse County,441
Minnesota,MN,Wabasha County,4280
Minnesota,MN,Wadena County,1683
Minnesota,MN,Waseca County,2916
Minnesota,MN,Washington County,94716
Minnesota,MN,Watonwan County,1434
Minnesota,MN,Wilkin County,1071
Minnesota,MN,Winona County,11169
Minnesota,MN,Wright County,33405
Minnesota,MN,Yellow Medicine County,1300
Mississippi,MS,Adams County,3936
Mississippi,MS,Alcorn County,4604
Mississippi,MS,Amite County,725
Mississippi,MS,Attala County,1855
Mississippi,MS,Benton County,659
Mississippi,MS,Bolivar County,5472
Mississippi,MS,Calhoun County,1280
Mississippi,MS,Carroll County,1392
Mississippi,MS,Chickasaw County,1437
Mississippi,MS,Choctaw County,1085
Mississippi,MS,Claiborne County,1132
Mississippi,MS,Clarke County,1627
Mississippi,MS,Clay County,2366
Mississippi,MS,Coahoma County,2511
Mississippi,MS,Copiah County,4004
Mississippi,MS,Covington County,1975
Mississippi,MS,DeSoto County,36250
Mississippi,MS,Forrest County,15295
Mississippi,MS,Franklin County,971
Mississippi,MS,George County,2980
Mississippi,MS,Greene County,1228
Mississippi,MS,Grenada County,3607
Mississippi,MS,Hancock County,8358
Mississippi,MS,Harrison County,37672
Mississippi,MS,Hinds County,47636
Mississippi,MS,Holmes County,1517
Mississippi,MS,Humphreys County,984
Mississippi,MS,Issaquena County,48
Mississippi,MS,Itawamba County,2459
Mississippi,MS,Jackson County,25979
Mississippi,MS,Jasper County,1533
Mississippi,MS,Jefferson County,985
Mississippi,MS,Jefferson Davis County,1107
Mississippi,MS,Jones County,9160
Mississippi,MS,Kemper County,1331
Mississippi,MS,Lafayette County,16028
Mississippi,MS,Lamar County,15199
Mississippi,MS,Lauderdale County,11028
Mississippi,MS,Lawrence County,997
Mississippi,MS,Leake County,2601
Mississippi,MS,Lee County,16361
Mississippi,MS,Leflore County,3589
Mississippi,MS,Lincoln County,4528
Mississippi,MS,Lowndes County,10848
Mississippi,MS,Madison County,37807
Mississippi,MS,Marion County,2179
Mississippi,MS,Marshall County,3570
Mississippi,MS,Monroe County,4031
Mississippi,MS,Montgomery County,1386
Mississippi,MS,Neshoba County,3164
Mississippi,MS,Newton County,2468
Mississippi,MS,Noxubee County,752
Mississippi,MS,Oktibbeha County,14132
Mississippi,MS,Panola County,3547
Mississippi,MS,Pearl River County,6388
Mississippi,MS,Perry County,936
Mississippi,MS,Pike County,4212
Mississippi,MS,Pontotoc County,3918
Mississippi,MS,Prentiss County,3309
Mississippi,MS,Quitman County,666
Mississippi,MS,Rankin County,37664
Mississippi,MS,Scott County,2145
Mississippi,MS,Sharkey County,377
Mississippi,MS,Simpson County,2967
Mississippi,MS,Smith County,1374
Mississippi,MS,Stone County,1791
Mississippi,MS,Sunflower County,3020
Mississippi,MS,Tallahatchie County,1141
Mississippi,MS,Tate County,3981
Mississippi,MS,Tippah County,2363
Mississippi,MS,Tishomingo County,2290
Mississippi,MS,Tunica County,978
Mississippi,MS,Union County,3385
Mississippi,MS,Walthall County,1346
Mississippi,MS,Warren County,8109
Mississippi,MS,Washington County,6156
Mississippi,MS,Wayne County,2127
Mississippi,MS,Webster County,1389
Mississippi,MS,Wilkinson County,703
Mississippi,MS,Winston County,2285
Mississippi,MS,Yalobusha County,1131
Mississippi,MS,Yazoo County,2736
Missouri,MO,Adair County,5662
Missouri,MO,Andrew County,3575
Missouri,MO,Atchison County,886
Missouri,MO,Audrain County,2797
Missouri,MO,Barry County,3536
Missouri,MO,Barton County,1475
Missouri,MO,Bates County,1762
Missouri,MO,Benton County,2475
Missouri,MO,Bollinger County,1070
Missouri,MO,Boone County,61832
Missouri,MO,Buchanan County,14020
Missouri,MO,Butler County,4524
Missouri,MO,Caldwell County,1158
Missouri,MO,Callaway County,8216
Missouri,MO,Camden County,8371
Missouri,MO,Cape Girardeau County,19335
Missouri,MO,Carroll County,1216
Missouri,MO,Carter County,497
Missouri,MO,Cass County,22505
Missouri,MO,Cedar County,1861
Missouri,MO,Chariton County,1011
Missouri,MO,Christian County,20730
Missouri,MO,Clark County,631
Missouri,MO,Clay County,65213
Missouri,MO,Clinton County,3474
Missouri,MO,Cole County,20913
Missouri,MO,Cooper County,2870
Missouri,MO,Crawford County,2102
Missouri,MO,Dade County,854
Missouri,MO,Dallas County,1931
Missouri,MO,Daviess County,1081
Missouri,MO,DeKalb County,1265
Missouri,MO,Dent County,1879
Missouri,MO,Douglas County,1383
Missouri,MO,Dunklin County,2370
Missouri,MO,Franklin County,17855
Missouri,MO,Gasconade County,2098
Missouri,MO,Gentry County,878
Missouri,MO,Greene County,69566
Missouri,MO,Grundy County,1077
Missouri,MO,Harrison County,999
Missouri,MO,Henry County,2593
Missouri,MO,Hickory County,782
Missouri,MO,Holt County,646
Missouri,MO,Howard County,1962
Missouri,MO,Howell County,4861
Missouri,MO,Iron County,1287
Missouri,MO,Jackson County,171582
Missouri,MO,Jasper County,21457
Missouri,MO,Jefferson County,39244
Missouri,MO,Johnson County,10017
Missouri,MO,Knox County,444
Missouri,MO,Laclede County,3885
Missouri,MO,Lafayette County,5679
Missouri,MO,Lawrence County,4409
Missouri,MO,Lewis County,1080
Missouri,MO,Lincoln County,7948
Missouri,MO,Linn County,1673
Missouri,MO,Livingston County,1896
Missouri,MO,McDonald County,2164
Missouri,MO,Macon County,2064
Missouri,MO,Madison County,1393
Missouri,MO,Maries County,1012
Missouri,MO,Marion County,5154
Missouri,MO,Mercer County,437
Missouri,MO,Miller County,3751
Missouri,MO,Mississippi County,1230
Missouri,MO,Moniteau County,1882
Missouri,MO,Monroe County,1099
Missouri,MO,Montgomery County,1337
Missouri,MO,Morgan County,2266
Missouri,MO,New Madrid County,1541
Missouri,MO,Newton County,9445
Missouri,MO,Nodaway County,3671
Missouri,MO,Oregon County,907
Missouri,MO,Osage County,2353
Missouri,MO,Ozark County,828
Missouri,MO,Pemiscot County,1278
Missouri,MO,Perry County,3020
Missouri,MO,Pettis County,5546
Missouri,MO,Phelps County,9555
Missouri,MO,Pike County,2099
Missouri,MO,Platte County,35543
Missouri,MO,Polk County,4620
Missouri,MO,Pulaski County,9376
Missouri,MO,Putnam County,668
Missouri,MO,Ralls County,1341
Missouri,MO,Randolph County,2981
Missouri,MO,Ray County,2513
Missouri,MO,Reynolds County,700
Missouri,MO,Ripley County,1030
Missouri,MO,St. Charles County,124880
Missouri,MO,St. Clair County,954
Missouri,MO,Ste. Genevieve County,2545
Missouri,MO,St. Francois County,7641
Missouri,MO,St. Louis County,342204
Missouri,MO,Saline County,4028
Missouri,MO,Schuyler County,310
Missouri,MO,Scotland County,484
Missouri,MO,Scott County,5711
Missouri,MO,Shannon County,768
Missouri,MO,Shelby County,766
Missouri,MO,Stoddard County,3373
Missouri,MO,Stone County,5826
Missouri,MO,Sullivan County,629
Missouri,MO,Taney County,10511
Missouri,MO,Texas County,2850
Missouri,MO,Vernon County,2596
Missouri,MO,Warren County,5101
Missouri,MO,Washington County,2092
Missouri,MO,Wayne County,914
Missouri,MO,Webster County,4961
Missouri,MO,Worth County,246
Missouri,MO,Wright County,1912
Missouri,MO,St. Louis city,91321
Montana,MT,Beaverhead County,2522
Montana,MT,Big Horn County,1632
Montana,MT,Blaine County,1159
Montana,MT,Broadwater County,1482
Montana,MT,Carbon County,2573
Montana,MT,Carter County,207
Montana,MT,Cascade County,17307
Montana,MT,Chouteau County,946
Montana,MT,Custer County,2583
