state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,state_code
Arkansas,5141,Van Buren County,6023.0,1437.0,7621.0,4586.0,79.03,18.86,60.18,AR
Arkansas,5143,Washington County,50243.0,43779.0,97158.0,6464.0,51.71,45.06,6.65,AR
Arkansas,5145,White County,24514.0,5641.0,30837.0,18873.0,79.5,18.29,61.2,AR
Arkansas,5147,Woodruff County,1513.0,760.0,2318.0,753.0,65.27,32.79,32.48,AR
Arkansas,5149,Yell County,5147.0,1213.0,6477.0,3934.0,79.47,18.73,60.74,AR
California,6001,Alameda County,140789.0,499551.0,669800.0,-358762.0,21.02,74.58,-53.56,CA
California,6003,Alpine County,243.0,479.0,738.0,-236.0,32.93,64.91,-31.98,CA
California,6005,Amador County,14018.0,7783.0,22402.0,6235.0,62.57,34.74,27.83,CA
California,6007,Butte County,47179.0,44228.0,94523.0,2951.0,49.91,46.79,3.12,CA
California,6009,Calaveras County,16625.0,9181.0,26479.0,7444.0,62.79,34.67,28.11,CA
California,6011,Colusa County,4414.0,2431.0,7021.0,1983.0,62.87,34.62,28.24,CA
California,6013,Contra Costa County,155308.0,356008.0,528904.0,-200700.0,29.36,67.31,-37.95,CA
California,6015,Del Norte County,5999.0,4266.0,10564.0,1733.0,56.79,40.38,16.4,CA
California,6017,El Dorado County,61109.0,47703.0,111890.0,13406.0,54.62,42.63,11.98,CA
California,6019,Fresno County,165924.0,151628.0,325994.0,14296.0,50.9,46.51,4.39,CA
California,6021,Glenn County,6904.0,3260.0,10442.0,3644.0,66.12,31.22,34.9,CA
California,6023,Humboldt County,21559.0,39800.0,64228.0,-18241.0,33.57,61.97,-28.4,CA
California,6025,Imperial County,26546.0,26083.0,54025.0,463.0,49.14,48.28,0.86,CA
California,6027,Inyo County,4468.0,4201.0,8951.0,267.0,49.92,46.93,2.98,CA
California,6029,Kern County,167879.0,108241.0,283246.0,59638.0,59.27,38.21,21.06,CA
